page	line	entry_id	zone	from_token	to_token	tier	reason	applied	line_excerpt
363	10	1609	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"groß"" (MTH3/3/28 3); ~ ... kun dga' rii ma"
363	15	1609	german_prose	111	in	A	german_numeric_function_word_confusion	1	"""Heiler, Heilkundiger, Mediziner, Arzt, 111"
363	17	1609	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"byed de lha rje dañ phan pa la ""Arzt, Doktor,"
363	42	1609	german_prose_with_translit	gañ	gaṅ	A	explicit_user_allowlist	1	"Arzt"" (Suv 141,17); gañ la de 'dra'i gso ma'"
363	67	1613	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"yig rgya rten Idan bcas 'dir slebs ""alles, was"
363	81	1614	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	ni — kyiyige khaton du bslabs Sin don $es pa
364	31	1615	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	sde pa beu broyad du gyes pa la sogs pa'l min).
365	8	1625	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"bsku ba dañ ""den Körper mit medizinischem"
365	71	1627	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	dmag dpon Iha bzan ... / sogs pas / bod dmag
365	73	1627	german_prose_with_translit	IHa-bzan	lHa-bzan	A	confusable_hyphenated_I_to_l_translit	1	"bcom ""die Heerführer IHa-bzan usw. führ-"
366	48	1630	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	1	"re 111] Tal sMan-lun phyug-mo von ICi aus"""
367	35	1636	german_prose_with_translit	broyud	brgyud	A	explicit_user_allowlist	1	"sñan broyud — gi dbari ... Zus ""er erbat eine"
368	15	1640	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"sgyu ma dan / ~ ... Ita bur rig par bya'o ""das"
368	24	1640	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	rnams thams cad ... smig sgyu Ita bu ... chu
368	25	1640	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	zla Ita bur bden par skad cig kyari grub pa
368	30	1640	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	"wahr, falsch"" (Thgr 237,5); than ka'i ~ dañ"
369	77	1643	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	pa'i sems can la yañ khrid btab pas ~ la 'god
370	71	1644	latin_other	dan ldan pa	daṅ ldan pa	A	tibetan_translit_phrase_allowlist	1	ma dan ldan pa' zla ba daṅ hor zla beu pa
371	72	1655	german_prose_with_translit	biin	bźin	A	explicit_user_allowlist	1	"biin ... mtsho (metr.) ""der Sec, dessen be-"
371	75	1655	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	smin ma{n} daṅ / sna (r. rna) rtsa dañ rtse
372	4	1655	german_prose_with_translit	broyad	brgyad	A	explicit_user_allowlist	1	333, Abt. dpe byad bzan po broyad cu'i min);
372	9	1655	latin_other	dan 'dra	daṅ 'dra	A	tibetan_translit_phrase_allowlist	1	smyin ma = — dan 'dra (TTC).
372	17	1656	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"smin ma' spu dkyus rin zer ba Ita bu ""wie:"
373	19	1669	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	smug sbrisse / bseru'i rwa Ita bu Zig byas te
373	25	1669	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. dmar nag mdog Ita bu ""wie: rotschwar-"
373	29	1670	latin_other	broyud	brgyud	A	explicit_user_allowlist	1	ma bZin (r. bźi) ~ gi rgyal broyud chos
373	49	1672	latin_other	rmams	rnams	A	explicit_user_allowlist	1	bud med bgrod pa rmams kyi rkan pa'i —s
373	74	1674	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	nor phyi ma ni zad pa dañ stor ba ... spyad pas
374	72	1679	german_prose_with_translit	rañ	raṅ	A	confusable_nya_coda_safe	1	"rañ gi thog tu ""in die Richtung, in welcher"
375	67	1687	latin_other	biin	bźin	A	explicit_user_allowlist	1	— di biin te / mi ni gan skyal rial ba la ...
375	72	1688	headword_line	sme$acan	smeśacan	A	confusable_to_headword	1	སྤེ་ཤ་ཅན་ sme$acan auch dme sa can,rinesa can
376	3	1691	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	Lex. mya ṅan nam / sdug bsnal gyi tshig 'don
376	7	1691	german_prose	bsnal	bsṅal	A	explicit_user_allowlist	1	Lex. sdug bsnal (TTC).
376	58	1693	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	(Udr 37,11); dga' bral dga' ba la — pa ...
376	58	1693	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	(Udr 37,11); dga' bral dga' ba la — pa ...
377	5	1693	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"dhyāyanti ""sie zeigen ihre Verachtung"" (Mvy saris rgyas ... dena mi yari Iha rnams kyis / —"
377	15	1693	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"de ni Iha yis — te (metr.) ""diese werden von"
377	59	1696	latin_other	rañ	raṅ	A	confusable_nya_coda_safe	1	"len!"" (ThK 2: 534,1); byed lte (r. gte) kho rañ"
377	60	1696	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	gñis ka'i las ~ dban gits) chos skal zad pa Ita
377	65	1697	headword_line	Ihun	lhun	A	confusable_initial_I_to_l_lexicon	1	སྨད gan — Ihun gyis grub pa'i
377	79	1698	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"bu Iha phrug ''byun bsarn yid — byas ""mit dem"
378	47	1700	latin_other	rmams	rnams	A	explicit_user_allowlist	1	ja' phab nas smras pa / — rmams phal cher
379	67	1707	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"den"" (Debm 39,19); Iha /):/""/ lo tstshar 'gyur"
379	85	1707	german_prose_with_translit	$is	śis	A	confusable_dollar_to_sacute_shape_safe	1	"gdan gnon bkra $is — Zu (metr.) ""man bitte"
380	20	1707	latin_other	dan bral ba	daṅ bral ba	A	tibetan_translit_phrase_allowlist	1	gnas pa thams cad dan bral ba = sarvaprani-
380	43	1707	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	17833); bcom Idan 'das — ji Itar gdab par bgyi
380	97	1707	latin_other	miñ	miṅ	A	confusable_nya_coda_safe	1	bari miñ); ~ la dban ba = prasndhānavasitā
381	17	1708	german_prose_with_translit	$is	śis	A	confusable_dollar_to_sacute_shape_safe	1	aziamaar sinon lam bkra $is npr. ein
381	22	1708	latin_other	bkra-$is	bkra-śis	A	confusable_dollar_to_sacute_name_anchor	1	"bkra-$is geboren"" (STNN 140)."
382	67	1713	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	(dPe 38,15); yañ na goṅ ~ sgaṅ gsum gyi thog
383	19	1713	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	ña gson ... //4?/ / tsbe dir Jigs dar Idan gyur
383	75	1715	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	(Miml 678); smon 'drin = — grogs po (brDa);
384	74	1724	latin_other	Ihag	lhag	A	confusable_initial_I_to_l_marked_context	1	Ihag ma bcu gsum dan ma nes pa glis).
385	29	1733	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	Lex. — nas = beug nas (Miml 544); — nas =
385	46	1734	german_prose_with_translit	dan 'dra	daṅ 'dra	A	tibetan_translit_phrase_allowlist	1	gu = — dan 'dra (Dagy); smyi gu = — dari
385	49	1734	latin_other	dan 'dra	daṅ 'dra	A	tibetan_translit_phrase_allowlist	1	chun chuwn (brDa);smyiga zsmyu gu dan 'dra
386	6	1736	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	smyig ma dan ... gZan yari de Ita biwi thor to
386	36	1736	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	pa gan dag lags pa 'di Ita ste / phreni roynd
386	62	1739	headword_line	$ad	śad	A	confusable_to_headword	1	ག་ཤད་ smyng $ad Bambuskanim.
386	71	1739	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"pa Ita bu (brDa); beug pa'i don ""i.S.v. hin-"
388	15	1746	german_prose_with_translit	IHo-brag	lHo-brag	A	confusable_hyphenated_I_to_l_translit	1	der Provinz IHo-brag (Neb 227).
388	18	1747	german_prose_with_translit	1111	im	A	german_numeric_function_word_confusion	1	""" ra npr. eine Gottheit 1111"
388	49	1752	latin_other	dga'	dga’	A	explicit_user_allowlist	1	ma dga' na / mdze dan / — rnams glo bur
388	52	1752	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"sie"" (Glr 20,4); blon po chos la mi dga' la la"
388	53	1752	german_prose_with_translit	$i	śi	A	confusable_dollar_to_sacute_shape_safe	1	"ni — byun nas $i ""daher wurden einige Mini-"
389	26	1753	latin_other	gañ	gaṅ	A	explicit_user_allowlist	1	chal) gtam gañ byun ma byuṅ skyag gtad gcig
389	32	1753	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Verrückten!*"" (gZer 595,1); gtad med — Ita"
389	84	1754	latin_other	griis	gñis	A	explicit_user_allowlist	1	kyi skye bo dag khyed griis la — bar ''gyur bas
390	46	1754	german_prose_with_translit	ciner	einer	A	german_dotless_i_safe_map	1	"— ba yin Ze na ""warum ist er ciner, der"
390	63	1754	latin_other	oñs	oṅs	A	explicit_user_allowlist	1	143.5); khyed cag'dirbya ba gan gi phyir oñs
390	85	1754	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	8,5); rtag chad ~ bæi Ita ba nan pa gźom
390	86	1754	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"pa dañ ""sie vernichten die schlechten Sicht-"
391	4	1754	german_prose_with_translit	$ākNth	śākNth	A	confusable_dollar_to_sacute_shape_safe	1	"lich nieder"" ($ākNth 77,6); gźan gi tshig"
391	17	1754	german_prose_with_translit	rde'u	rde’u	A	explicit_user_allowlist	1	"gehen soll"" (KTh 1: 54,4); rde'u bor la kha"
391	22	1754	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"dañ (metr.) ""rede keinen Unsinn, nicht die"
391	35	1754	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	"re"" (Prav 61,18); bram ze rmams ni dge sdig"
391	94	1755	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	6. [mit dañ] mit jmdm. reden, sprechen.
391	95	1755	latin_other	dan lhan cig	daṅ lhan cig	A	tibetan_translit_phrase_allowlist	1	bdag gis di dan lhan cig — bar mi nus kyis
392	43	1755	german_prose_with_translit	siian	sñan	A	explicit_user_allowlist	1	du / kbyod la siian par — bar ci Itar mi 'gyur
393	20	1759	german_prose_with_translit	griis	gñis	A	explicit_user_allowlist	1	"— sems chos kyi sgoms gra bcu griis ""die zwölf"
393	53	1760	latin_other	Ihas	lhas	A	confusable_initial_I_to_l_marked_context	1	srun rdzogs byed dan / kun tn rgyu gnag Ihas
393	54	1760	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	kyi bu dan / — bco broyad kyis ma runs par
393	70	1763	headword_line	"སྨྲ་ཕུག་རྒྱལ་དང་ smraphugrgyal dan ""siegreiche"	"སྨྲ་ཕུག་རྒྱལ་དང་ smraphugrgyal daṅ ""siegreiche"	A	tibetan_dang_phrase_override	1	"སྨྲ་ཕུག་རྒྱལ་དང་ smraphugrgyal dan ""siegreiche"
394	3	1765	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"'ga' yañ med do ""nur ich allein bin ein Red-"
394	37	1765	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. skad gnis — Ita bu ""wie: zwei Spra-"
394	90	1766	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"rer [usw.]"" (Prav 181,5); — yi ran dga' ..."
394	96	1766	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	204,17); — rmams ... Ikugs pa'i gnas skabs
396	11	1778	headword_line	Iha	lha	A	explicit_case_sensitive_allowlist	1	"སྤྲ་བའི་ལྷ་མོ་ ssmra Iha mo ""die Göttin der"
396	24	1781	latin_other	$ed	śed	A	confusable_dollar_to_sacute_shape_safe	1	"sgos — mi mams la na dan $ed ster te ""ins-"
396	36	1783	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	pya mda'i ni ~ gyis gyen du ni dril 'dril yañ /
397	11	1785	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	gis phan tshun gros byas te — pa / Iha / de
397	28	1785	german_prose_with_translit	cinem	einem	A	german_dotless_i_safe_map	1	"dgos — nas ""er sagte zu cinem seiner Un-"
397	66	1785	latin_other	dga'	dga’	A	explicit_user_allowlist	1	ba mi dga' nas mi gan dag la yani lo rgyus —
398	22	1785	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"sten'"" (Anav 2: 51,27); bdag gis ni mi $es par"
398	36	1785	german_prose_with_translit	dan bral ba	daṅ bral ba	A	tibetan_translit_phrase_allowlist	1	"pa dan bral ba lta 706 — so ""'o weh, ich bin von"
398	85	1785	latin_other	mañ	maṅ	A	confusable_nya_coda_safe	1	"pa la mi mañ gis zur chag tu ~ pas ""da viele"
399	16	1785	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	53b1); /ba mo gan yin pa des tshe dan Idan
399	25	1785	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	(VIST 168,19); tshig tu yañ 'di skad ces ~ so
399	27	1785	latin_other	dga'	dga’	A	explicit_user_allowlist	1	23524); dga' ba bskyod cin yans pa' mig can
399	39	1785	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	yin / de dag gis — pa / Iha gZon nu gzugs
399	81	1785	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"gcon skad Ita bu ""Worte des Leidens aussto-"
400	18	1786	latin_other	bsnal	bsṅal	A	explicit_user_allowlist	1	royal po ... sdug bsnal ba'i smre snags mam
400	29	1786	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	(brDa); — Zes pa nisdug bsnal (Liś 30,4); —
400	30	1786	german_prose_with_translit	bsnal	bsṅal	A	explicit_user_allowlist	1	ni sdug bsnal (KlonD 740,1); — ba = sdug
400	31	1786	other	bsnal	bsṅal	A	explicit_user_allowlist	1	bsnal (TTC).
400	35	1786	latin_other	bsnal	bsṅal	A	explicit_user_allowlist	1	rgyal /?0 ... sdug bsnal ba'i — rnam pa mani po
400	64	1787	latin_other	bsnal	bsṅal	A	explicit_user_allowlist	1	sdug bsnal gyi tshig don pa'am gcon skad lta
400	75	1788	german_prose_with_translit	broyad	brgyad	A	explicit_user_allowlist	1	"broyad pa — du brjod (metr.) ""die achte [Sil-"
400	83	1789	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	Lex. ñams dañ 'khos ka (TTC); smeg pa ni
401	44	1791	german_prose_with_translit	$og	śog	A	confusable_dollar_to_sacute_shape_safe	1	Lex. —, — Sig = skad 40¢ cig dan lob $og
6	40	1	german_prose_with_translit	snani	snaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_snang	yes	"Samträsini"" (Samv 13.38); rnam snani mdzad"
7	67	2	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"dwans — Ina ""fünf Säfte"" (ThK 2: 416,3);"
8	48	2	german_prose_with_translit	Bu-Sz	Bu-śz	reviewed_tibetan_exact	reviewed_siglum_exact_registry_canonicalization	yes	"verbreitete sich die rdol-Bon-Lehre"" (Bu-Sz"
8	51	2	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"(Debm21b6);thubbstan Ina broya tha— ""die"
8	72	2	latin_other	tshañ	tshaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"85,16); mi sna tshañ ~ ""all diese verschiede-"
8	75	2	german_prose_with_translit	Ius	lus	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	(MTEB3/5/35 11); mai Ius de las thar pa thob
13	72	3	german_prose_with_translit	bzugs	bźugs	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	bans lare ba — 09 par / Zal bzugs tsbe na
14	34	4	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	(gZer 624,3); 'bru Ina — tshig par gsal bar
15	53	5	tibetan_latin_mixed	dań	daṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_residual_ng	yes	"lteba'i dkyil du bu ༡// {$ } srog thag dań —"" sñiñ"
16	8	6	german_prose_with_translit	Ipags	lpags	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	mthugpa gsumnimiggi{s} — / gdan sga Ipags
19	5	27	german_prose_with_translit	bZugs	bźugs	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	"bu deon geig na bZugs ""dies ist das I laupt-"
19	33	30	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	mthil gnas pa Itar / dge slonn — yis mthon
19	69	33	headword_line	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	རྒད་ manga Ina
22	13	49	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	mched Ina bstan ma'i tshogs gemeinsame
22	24	50	latin_other	bzugs	bźugs	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	zad son ba na ma ciglab kyi sgron ma'i bzugs
22	30	50	german_prose_with_translit	khañ-dmar	khaṅ-dmar	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	ri khañ-dmar heißt; dort gibt es unter an-
22	35	50	german_prose_with_translit	Zañs-ri	Zaṅs-ri	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	terhalb davon liegt Zañs-ri mkhar-dmar, der
23	9	59	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	(K3 ña 42b1); ma ñams bimba Itar mrdzes
24	28	69	german_prose_with_translit	Mātañgarāja	Mātaṅgarāja	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"dud ""als Mātañgarāja, dem Minister des Kö-"
24	55	72	latin_other	Matañ	Mataṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"~ la sogs pa rig pa 'dzin pa'i bdag po ""Matañ-"
24	67	74	latin_other	lna	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_lnga	yes	'dod chags — sogs / dug lna' dban ur 'gro
25	81	81	german_prose_with_translit	GS-H	Gś-H	reviewed_tibetan_exact	reviewed_siglum_exact_registry_canonicalization	yes	"Untergangs nicht zu unterscheiden"" (GS-H"
26	5	81	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	khyer Ina po thams cad 'thab rtsod med par
26	29	81	german_prose	dnos	dṅos	reviewed_tibetan_exact	reviewed_tibetan_exact_dngos	yes	"dnos mi len ""sie sollen nur die festgesetzten"
28	10	95	german_prose_with_translit	Gañgā	Gaṅgā	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	Umä, der Feuergott, Gañgā, das Schilfrohr-
28	65	97	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	4,13); mtsbo — pa dpag tshad Ina bei tshad
29	9	100	german_prose_with_translit	Ipags	lpags	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"ma / gdan sga Ipags nam ""dzom (r. tsbon)"
31	50	112	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"Lex. pho — Ina mo — Ina gsuns ""fünf"
31	50	112	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"Lex. pho — Ina mo — Ina gsuns ""fünf"
32	18	115	latin_other	drios	dṅos	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_dngos	yes	— es bya ba'i ri la ... drios grub mchog thob
32	45	121	headword_line	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	མ་ནེ་ ma ne auch man ne Kinn; vgl. Ina le.
33	68	129	german_prose_with_translit	pañ	paṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	gros bzi (r. gzi) chen mtsho mo la / ma pañ
35	50	141	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	Itar — len na dge slon de yari pham par gyur
35	78	141	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"da Itar byun ba'i saris rgyas ""die vergange-"
36	23	143	german_prose_with_translit	pañ	paṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"fährten waren"" (T4144 17522); pañ na 'tsho"
36	50	143	latin_other	dilta	di lta	reviewed_tibetan_exact	reviewed_tibetan_exact_di_lta_spacing	yes	lba mo thams cad la / 'dilta ste spyan dan /
37	58	148	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"po yaṅ khrag 'thuri yab Ina la bskor nas ""auch"
39	11	161	german_prose_with_translit	gsañ	gsaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	heit, gehört zu den gsañ ba'isdebrgyad (Neb
42	22	186	german_prose	bzugs	bźugs	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	"bzugs (metr.) ""auf einem Sitzpolster sitzt"
44	41	201	example_tibetan_latin	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	༼༡༩ 7 sans rgyas ... — sans rgyas ... da Itar byun
45	40	205	german_prose_with_translit	rTsa-hreñ	rTsa-hreṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"""bru skyel dgos ""von dem Distrikt rTsa-hreñ"
49	41	222	latin_other	bZin	bźin	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	de dag med / ma runs pa rnams bses pa bZin
51	18	233	latin_other	bZin	bźin	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	ma la ya skyes khu ba sor mos bZin la byugs
52	57	241	german_prose_with_translit	Zabs	źabs	reviewed_tibetan_exact	reviewed_tibetan_exact_google_tibetan_candidate	yes	146b4); khyod kyi Zabs rdul lhun ba yis /
52	67	242	latin_other	biens	bźens	reviewed_tibetan_exact	reviewed_tibetan_exact_ambitious_residual_context	yes	mes thugs dam biens pa' 'phro thams cad
52	82	242	german_prose_with_translit	bzugs	bźugs	reviewed_tibetan_exact	reviewed_tibetan_exact_bzhin_bzhugs	yes	"bzugs so ""all diese hatte er sich dem Wortlaut"
53	79	243	german_prose_with_translit	lna'am	lṅa'am	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_lnga	yes	"— lna'am / — Iiia las lhag pa ""fünf Mäsaka-"
54	16	245	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	'byed las ma Sa ka Ina ni kar sa pa na'i //7/
55	43	250	german_prose_with_translit	lna'i	lṅa'i	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_lnga	yes	Abt. mtsbams med pa lna'i min).
57	3	260	german_prose_with_translit	sañ	saṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"deri sañ chi na zer ""Name für Großchina, es"
57	81	267	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	(Suv 164,15); zla ba skar ma Itar dkar ba'i /
59	9	269	german_prose_with_translit	vañ	vaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"(brDa); vañ gi bu mo'i khyim thabs ""Gatte"
60	50	271	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"zugefügt"" (MTH3/5/20 22); de Itar 'gram"
61	25	274	german_prose_with_translit	Mañ-mkhar	Maṅ-mkhar	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"gu-lun in Mañ-mkhar [usw:]"" (gNas 23,19);"
62	20	282	latin_other	lna'i	lṅa'i	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_lnga	yes	"kegel"" (gZi-Sn 90,2); dug lna'i rtsa ba yaṅ /"
64	37	297	latin_other	luñ-pa	luṅ-pa	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"sde luñ-pa [usw.]"" (Bhulg 110,6)."
66	24	305	german_prose_with_translit	Mañ-po-rje	Maṅ-po-rje	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"sgyit phab ste ""Myañ Mañ-po-rje Zan-snan"
66	24	305	german_prose_with_translit	Myañ	Myaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"sgyit phab ste ""Myañ Mañ-po-rje Zan-snan"
66	33	305	german_prose_with_translit	Mañ-po-rje	Maṅ-po-rje	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"thabs boyiste ""Da-rgyal Mañ-po-rje schlug in"
68	2	316	german_prose_with_translit	dnos	dṅos	reviewed_tibetan_exact	reviewed_tibetan_exact_dngos	yes	Lex. la sogs pa = dnos su gsal por ma ston par
71	70	327	german_prose_with_translit	Sañs	Saṅs	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"""unterhalb von Sañs machte [man] Garben"
72	11	327	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	yan chad la / btsun mo bdun cu don Ina yod
72	41	327	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	sde Ina — dan ... ma nes pa — phran tshegs su
72	83	327	german_prose_with_translit	Itas	ltas	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"mar Itas na g.yu lun yan chad mthon ""wenn"
75	22	349	german_prose_with_translit	Itar	ltar	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	bu dkar po'am sel dkar po dun Itar dkar por
75	55	352	german_prose_with_translit	gtsani	gtsaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_gtsang	yes	"gtsani ma' bris byugs la (metr.) ""auf ein Ge-"
80	78	359	german_prose_with_translit	Ina	lṅa	reviewed_tibetan_exact	reviewed_tibetan_exact_initial_i_l_family	yes	"Monatshālfte"" (Dagy); —' bco Ina = gnam"
81	48	365	german_prose_with_translit	gtsani	gtsaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_second_ambitious_gtsang	yes	gtsani du (Gl. sman gor pa) — dan / grub thob
83	12	374	latin_other	snañ	snaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	mon | khri do re snañ tshab kyis byaste / 'dzanis
83	17	374	german_prose_with_translit	rTsañ	rTsaṅ	reviewed_tibetan_exact	reviewed_tibetan_exact_final_ng	yes	"scher von rTsañ und Bod"" (PT1287 75)."
