page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
145	4	3	bsa	bśa	alternate_witness_google_loc_fricative_upgrade	bsa	bsa	"kyi bgo bsa' byas pa ni ""daß dieser mir auf"	kyi bgo bśa' byas pa ni „daß dieser mir auf	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	12	4	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	(Prav 183,19); dban po drug po — / mig gi	(Prav 183,19); dbaṅ po drug po - / mig gi	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	13	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dban po dan / rna ba'i dban po dan / sna'i	dban po daṅ / rna ba’i dbaṅ po daṅ / sna’i	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	13	6	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	dban po dan / rna ba'i dban po dan / sna'i	dban po daṅ / rna ba’i dbaṅ po daṅ / sna’i	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	13	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dban po dan / rna ba'i dban po dan / sna'i	dban po daṅ / rna ba’i dbaṅ po daṅ / sna’i	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	14	1	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	dban po dan / lce'i dban po dan / lus kyi dbañń	dbaṅ po daṅ / Ice'i dbaṅ po daṅ / lus kyi dbaṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	14	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dban po dan / lce'i dban po dan / lus kyi dbañń	dbaṅ po daṅ / Ice'i dbaṅ po daṅ / lus kyi dbaṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	14	5	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	dban po dan / lce'i dban po dan / lus kyi dbañń	dbaṅ po daṅ / Ice'i dbaṅ po daṅ / lus kyi dbaṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	14	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dban po dan / lce'i dban po dan / lus kyi dbañń	dbaṅ po daṅ / Ice'i dbaṅ po daṅ / lus kyi dbaṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	19	1	sin	śin	alternate_witness_google_loc_fricative_upgrade	sin	sin	"sin bal las byas pa $in tu phra ba ""alle Arten"	śin bal las byas pa śin tu phra ba „alle Arten	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	22	2	gan	gaṅ	alternate_witness_google_loc_nasal_upgrade	gan	gan	bEi gan Ze na / — / sems can dmyal ba dan /	bźi gaṅ że na / ~ / sems can dmyal ba dan /	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	24	1	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"dan / Iha ma yin no ""Welche vier? Es sind"	daṅ / lha ma yin no „Welche vier? Es sind	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	24	2	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"dan / Iha ma yin no ""Welche vier? Es sind"	daṅ / lha ma yin no „Welche vier? Es sind	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	27	1	gron	groñ	alternate_witness_google_loc_nasal_upgrade	gron	gron	gron /70// kor geig pa gan Ze na / — / gron	groñ ñen kor gcig pa gaṅ źe na / ~ / groṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	27	6	gan	gaṅ	alternate_witness_google_loc_nasal_upgrade	gan	gan	gron /70// kor geig pa gan Ze na / — / gron	groñ ñen kor gcig pa gaṅ źe na / ~ / groṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	27	9	gron	groṅ	alternate_witness_google_loc_nasal_upgrade	gron	gron	gron /70// kor geig pa gan Ze na / — / gron	groñ ñen kor gcig pa gaṅ źe na / ~ / groṅ	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	28	3	Iha'i	lha'i	alternate_witness_initial_i_to_l_translit	ihai	lhai	gan na ... Iha'i gnas gcig yod pa gan yin pa'o	gan na... lha'i gnas gcig yod pa gan yin pa'o	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	32	10	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"rin po che sna bdun po dag ni / ""di Ita 'gyur"	rin po che sna bdun po dag ni / 'di lta 'gyur	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	33	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	te / — / 'khor lo rin po che dan ... ni / bdun	te / · / ’khor lo rin po che daṅ ni / bdun	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	44	5	rkyan	rkyaṅ	alternate_witness_google_loc_nasal_upgrade	rkyan	rkyan	"(metr.) ""was drittens die rkyan pa betrifft,"	(metr.) „was drittens die rkyaṅ pa betrifft,	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
145	66	2	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	"las kyan byed dam ""begehst du auch solche"	las kyaṅ byed dam „begehst du auch solche	rewrapped_page_alignment	rewrapped_page_alignment	direct_page_alignment		0	145	0.943	0.912	361	89	87	1.023
146	3	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"gab"" (Tär 24,3); da Ita bran gyi tha ma —s"	"gab"" (Tär 24,3); da lta bran gyi tha ma —s"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	4	1	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	"kyan brñas so ""nun aber schätzte ihn sogar"	"kyaṅ brñas so ""nun aber schätzte ihn sogar"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	9	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"Lex. evam ""so"" (in Mvy 230); di dan"	"Lex. evam ""so"" (in Mvy 230); di daṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	16	9	kyan	kyaṅ	alternate_witness_google_loc_nasal_upgrade	kyan	kyan	di Itar sa phyi gñis su gan bas kyan lhag	di Itar sa phyi gñis su gan bas kyaṅ lhag	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	42	10	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	rab tu brtse bas na Sin tu rjes su bzun ba yin	rab tu brtse bas na Sin tu rjes su bzuṅ ba yin	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	80	2	ran	rañ	alternate_witness_google_loc_nasal_upgrade	ran	ran	"royu ran gis 'byun ba ni ""so stellte sich das"	"royu rañ gis 'byun ba ni ""so stellte sich das"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	81	8	sa	śa	alternate_witness_google_loc_fricative_upgrade	sa	sa	"Nötige von selbst ein"" (TsonNth 5,1326); sa"	"Nötige von selbst ein"" (TsonNth 5,1326); śa"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
146	90	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	5407); ji Ita ba'am ji Itar ram ji nas sam —	5407); ji lta ba'am ji Itar ram ji nas sam —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	146	0.524	0.889	369	92	85	1.082
147	50	5	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	"körperungen]"" (Srkk 25.7); bdag nid —r rmi"	"körperungen]"" (Srkk 25.7); bdag ñid —r rmi"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	147	0.851	0.917	299	83	78	1.064
147	54	8	byun	byuṅ	alternate_witness_google_loc_nasal_upgrade	byun	byun	dan bral ba yis / phons pa —r byun gyur na	dan bral ba yis / phons pa —r byuṅ gyur na	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	147	0.851	0.917	299	83	78	1.064
147	64	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"(Megh 31d); — da Ita ga na yod ""wo gibt"	"(Megh 31d); — da lta ga na yod ""wo gibt"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	147	0.851	0.917	299	83	78	1.064
147	74	3	Doll	Dol1	alternate_witness_citation_cleanup	doll	dol1	"mir diskutieren"" (Doll 50,2); dkon mchog"	"mir diskutieren"" (Dol1 50,2); dkon mchog"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	147	0.851	0.917	299	83	78	1.064
148	49	1	Kunk	KunK	alternate_witness_citation_siglum	kunk	kunk	(Kunk 45,6); zla ba — phar 'gro / rtinma'izla	(KunK 45,6); zla ba — phar 'gro / rtinma'izla	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	148	0.571	0.902	323	85	90	0.944
148	67	3	Lis	Liś	alternate_witness_citation_siglum	lis	lis	"""von hier"" (Lis 19,7)."	"""von hier"" (Liś 19,7)."	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	148	0.571	0.902	323	85	90	0.944
148	81	4	ned	ñed	alternate_witness_google_loc_nasal_upgrade	ned	ned	yul pa —s ned ma smad la ga' ma ran byas	yul pa —s ñed ma smad la ga' ma raṅ byas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	148	0.571	0.902	323	85	90	0.944
148	81	10	ran	raṅ	alternate_witness_google_loc_nasal_upgrade	ran	ran	yul pa —s ned ma smad la ga' ma ran byas	yul pa —s ñed ma smad la ga' ma raṅ byas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	148	0.571	0.902	323	85	90	0.944
148	85	2	yan	yaṅ	alternate_witness_google_loc_nasal_upgrade	yan	yan	"slar yan —r bkod ja' bgyis pa yin pas ""weil"	"slar yaṅ —r bkod ja' bgyis pa yin pas ""weil"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	148	0.571	0.902	323	85	90	0.944
149	7	4	dGa-Idan	dGa-ldan	alternate_witness_hyphenated_initial_i_to_l_translit	dgaidan	dgaldan	wurde diesem gYan-than-pa dGa-Idan phun-	wurde diesem gYan-than-pa dGa-ldan phun-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
149	14	1	sel	śel	alternate_witness_google_loc_fricative_upgrade	sel	sel	sel dkar chos sde'i mchod (r. chos) gZis sman	śel dkar chos sde'i mchod (r. chos) gZis sman	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
149	15	1	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Iha 'grog (1, 'brog) pa —{r} ""dieser [Vich-"	"lha 'grog (1, 'brog) pa —{r} ""dieser [Vich-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
149	20	3	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	Klosters] dGa'-Idan chos-'khor bilden eines	Klosters] dGa'-ldan chos-'khor bilden eines	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
149	33	9	sor	śor	alternate_witness_google_loc_fricative_upgrade	sor	sor	"glücklich"" (Glr 63,7); ~ gñis ka'i dun ma sor"	"glücklich"" (Glr 63,7); ~ gñis ka'i dun ma śor"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
149	80	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. 'di süed pa = — pa Ita bu ""wie: etwa so-"	"Lex. 'di süed pa = — pa lta bu ""wie: etwa so-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	149	0.676	0.917	308	85	80	1.062
150	23	10	slon	sloṅ	alternate_witness_google_loc_nasal_upgrade	slon	slon	"det"" (Lokn 162,6); — lha'i gtsug gi nor bu slon"	"det"" (Lokn 162,6); — lha'i gtsug gi nor bu sloṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
150	62	5	zus	źus	alternate_witness_google_loc_fricative_upgrade	zus	zus	"gtan — bla dpon la zus tshe ""wenn man diese"	"gtan — bla dpon la źus tshe ""wenn man diese"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
150	70	4	gsegs	gśegs	alternate_witness_google_loc_fricative_upgrade	gsegs	gsegs	— dpa' chen bde gsegs dag / dam pa'i chos	— dpa' chen bde gśegs dag / dam pa'i chos	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
150	73	5	gan	gañ	alternate_witness_google_loc_nasal_upgrade	gan	gan	"Dharma"" (Prav 94,12); ~ gan yani ñon moñs"	"Dharma"" (Prav 94,12); ~ gañ yani ñon moñs"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
150	77	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dog dan rtags kyi dbyibs dan Idan par gur	dog dan rtags kyi dbyibs daṅ Idan par gur	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
150	81	5	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	173,10); do sde'i dban po rab zab ste / — dpe	173,10); do sde'i dbaṅ po rab zab ste / — dpe	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	150	0.713	0.890	347	87	83	1.048
151	7	8	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	"21.250); — yul sa rnam 0/7/$ bsad (metr.) ""es"	"21.250); — yul sa rnam 0/7/$ bśad (metr.) ""es"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	22	8	zig	źig	alternate_witness_google_loc_fricative_upgrade	zig	zig	"de"" (Bb45 432,1); — mkhas pa su zig mgn"	"de"" (Bb45 432,1); — mkhas pa su źig mgn"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	29	8	zan	źan	alternate_witness_google_loc_fricative_upgrade	zan	zan	54,8); di dag la drag {b}zan {b}su thad nas	54,8); di dag la drag {b}źan {b}su thad nas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	34	9	snad	sñad	alternate_witness_google_loc_nasal_upgrade	snad	snad	5); dud chun phran yod 'di dag la'an snad	5); dud chun phran yod 'di dag la'an sñad	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	35	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	tsber sna tsbogs kyi bzos bde med pa dan	tsber sna tsbogs kyi bzos bde med pa daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	42	4	bzuns	bzuñs	alternate_witness_google_loc_nasal_upgrade	bzuns	bzuns	"— sprod mtshams nas bzuns ""beginnend mit"	"— sprod mtshams nas bzuñs ""beginnend mit"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	51	7	rdzon	rdzoṅ	alternate_witness_google_loc_nasal_upgrade	rdzon	rdzon	"ziehen"" (MTH3/5/16 11); — rtsa rdzon nas"	"ziehen"" (MTH3/5/16 11); — rtsa rdzoṅ nas"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
151	84	3	mDz0dG	mDzodG	alternate_witness_citation_cleanup	mdz0dg	mdzodg	"kundig sind"" (mDz0dG 55,15); skye chi dan"	"kundig sind"" (mDzodG 55,15); skye chi dan"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	151	0.852	0.917	367	86	87	0.989
152	9	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	~ = 'char gäl'am gros gźi ~ pa Ita bu (Dagy);	~ = 'char gäl'am gros gźi ~ pa lta bu (Dagy);	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	18	2	gron	groṅ	alternate_witness_google_loc_nasal_upgrade	gron	gron	"sa'i gron khyer — sin sa la zun gi bar du ""hier"	"sa'i groṅ khyer — sin sa la zun gi bar du ""hier"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	26	2	P$	Ps	alternate_witness_citation_siglum	ps	ps	"stellen"" (P$ 2d); gan 7/9 — spyod sans rgyas"	"stellen"" (Ps 2d); gan 7/9 — spyod sans rgyas"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	30	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"bdag cag Iha rnams kyi nan — skyes ""wir"	"bdag cag lha rnams kyi naṅ — skyes ""wir"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	30	6	nan	naṅ	alternate_witness_google_loc_nasal_upgrade	nan	nan	"bdag cag Iha rnams kyi nan — skyes ""wir"	"bdag cag lha rnams kyi naṅ — skyes ""wir"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	41	2	mnon	mṅon	alternate_witness_google_loc_nasal_upgrade	mnon	mnon	pa mnon sum du — glegs te bdag gi lag tn	pa mṅon sum du — glegs te bdag gi lag tn	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	56	6	sākya'i	śākya'i	alternate_witness_google_loc_fricative_upgrade	sakyai	sakyai	ni gro ba'i don du sākya'i tog gyur gan (metr.)	ni gro ba'i don du śākya'i tog gyur gan (metr.)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	74	4	ran	raṅ	alternate_witness_google_loc_nasal_upgrade	ran	ran	84,7); na ran gi yul na zas cig yod pa de / 'di	84,7); na raṅ gi yul na zas cig yod pa de / 'di	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	78	3	kyañ	kyaṅ	alternate_witness_google_loc_velar_nasal_upgrade	kyan	kyan	"ston las kyañ thug ""nun rückt auch die Ern-"	"ston las kyaṅ thug ""nun rückt auch die Ern-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
152	83	4	gton	gtoṅ	alternate_witness_google_loc_nasal_upgrade	gton	gton	"pa 'di ru gton ran gi lo rgyns ""die eigene Ge-"	"pa 'di ru gtoṅ ran gi lo rgyns ""die eigene Ge-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	152	0.901	0.899	383	91	90	1.011
154	11	1	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	"bzan / yod pa'i sa der (metr.) ""an jener Stel-"	"bzaṅ / yod pa'i sa der (metr.) ""an jener Stel-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	14	1	man	mañ	alternate_witness_google_loc_nasal_upgrade	man	man	man po'i — ba la khrom dbani 5095 re ba bskon	mañ po'i — ba la khrom dbani 5095 re ba bskoṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	14	10	bskon	bskoṅ	alternate_witness_google_loc_nasal_upgrade	bskon	bskon	man po'i — ba la khrom dbani 5095 re ba bskon	mañ po'i — ba la khrom dbani 5095 re ba bskoṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	21	7	Ina'i	lṅa'i	alternate_witness_initial_i_to_l_translit	inai	lnai	"bei"" (Magy 537); 'bru gsum 'bru Ina'i 'phro"	"bei"" (Magy 537); 'bru gsum 'bru lṅa'i 'phro"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	28	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"6860); 'du ba = tshogs 'du 'du rgyu dan ""eine"	"6860); 'du ba = tshogs 'du 'du rgyu daṅ ""eine"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	35	1	sen	seṅ	alternate_witness_google_loc_nasal_upgrade	sen	sen	sen lden gi phur bu de thal bar son bana — bar	seṅ ldeṅ gi phur bu de thal bar son bana — bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	35	2	lden	ldeṅ	alternate_witness_google_loc_nasal_upgrade	lden	lden	sen lden gi phur bu de thal bar son bana — bar	seṅ ldeṅ gi phur bu de thal bar son bana — bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	45	3	Iho	lho	alternate_witness_initial_i_to_l_translit	iho	lho	"mtha' bZi Iho bal kun — ""sie unterwarfen al-"	"mtha' bZi lho bal kun — ""sie unterwarfen al-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	54	2	man	maṅ	alternate_witness_google_loc_nasal_upgrade	man	man	"can man po dan ""in der großen Versamm-"	"can maṅ po daṅ ""in der großen Versamm-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	54	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"can man po dan ""in der großen Versamm-"	"can maṅ po daṅ ""in der großen Versamm-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	73	7	ston	stoṅ	alternate_witness_google_loc_nasal_upgrade	ston	ston	'duts} Okbors) mi ser (b)sdad ston mñam	'duts} Okbors) mi ser (b)sdad stoṅ mñam	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	80	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"bre dan sran gis — rtsis su gsal (metr.) ""mit"	"bre daṅ sran gis — rtsis su gsal (metr.) ""mit"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	86	2	nan	naṅ	alternate_witness_google_loc_nasal_upgrade	nan	nan	"Lex. nan du 'du ba dan phyir god pa gñis ""in-"	"Lex. naṅ du 'du ba dan phyir god pa gñis ""in-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	88	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"ren, die beiden"" (brDa); spros pa dan bsdus"	"ren, die beiden"" (brDa); spros pa daṅ bsdus"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
154	90	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"ing pa Ita bu ""Verb 1.$.v. ausgebreitet und"	"ing pa lta bu ""Verb 1.$.v. ausgebreitet und"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	154	0.644	0.913	313	90	90	1.000
155	9	1	rdzon	rdzoṅ	alternate_witness_google_loc_nasal_upgrade	rdzon	rdzon	rdzon khan gal che Zig ral ñams chag de	rdzoṅ khaṅ gal che Zig ral ñams chag de	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	155	0.580	0.924	244	86	83	1.036
155	9	2	khan	khaṅ	alternate_witness_google_loc_nasal_upgrade	khan	khan	rdzon khan gal che Zig ral ñams chag de	rdzoṅ khaṅ gal che Zig ral ñams chag de	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	155	0.580	0.924	244	86	83	1.036
155	27	6	Lis	Liś	alternate_witness_citation_siglum	lis	lis	"(brDa); — ni tshogs pa ""Ansammlung"" (Lis"	"(brDa); — ni tshogs pa ""Ansammlung"" (Liś"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	155	0.580	0.924	244	86	83	1.036
