tibetan_syllable	source_variant	source_signature	supported_target	historical_baseline_sha	historical_anchor_present	historical_anchor_location	historical_anchor_provenance_class	historical_anchor_change_reason	reviewed_same_tibetan_target_count	undotted_clean_row_count	base_ocr_dotted_anchor_count	reviewed_exact_dotted_anchor_count	google_adopted_anchor_count	other_postprocess_anchor_count	unknown_provenance_anchor_count	base_provenance_unverified_anchor_count	same_volume_raw_anchor_count	cross_volume_raw_anchor_count	explicit_same_entry_repeat_count	direct_repeated_tibetan_alignment_count	probable_cross_reference_count	google_unresolved_exact_target_count	google_candidate_exact_target_count	google_conflicting_reading_count	prior_reviewed_same_source_exact_count	prior_reviewed_same_tibetan_target_different_source_count	damaged_row_count	marker_row_count	tibetan_structure_status	entry_series_cluster_count	alignment_review_status	zero_anchor_source_state	target_evidence_channels	lemma_identity_channels	recurrence_context_channels	circular_reviewed_anchor_count	suggested_review_tier	volumes	sample_contexts
ང	gan	ga<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཁོ་སྦིས། བྲེང་ gan po skem byed Beiname des
ང	gcon	gco<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	a ང་ཞེ་ gcon Zi Tcon Zi.
ང	kan	ka<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཀ་ནག་ག་ཀ་བཅཙན་ kan ka nag gi klu btsan eine
ང	klon	klo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	EN བེངས་ཀོང་ང་བཤགས་ chos dbyins klon du
ང	kon	ko<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཚོ་ kon tsho eine Schule, die von śab-rtse im
ང	kun	ku<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ས་ kun sa divin., einer der vier bzw. fünf gro-
ང	lcan	lca<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ར * lcan rüid Weidenkätzchen.
ང	rkon	rko<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་བྲར་ rkon zor
ང	skun	sku<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་སླང་ skun skun verborgen, geheim.
ང	skyun	skyu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་པོ་ skyun po Ahle, Pfriem, Stichel.
ང	stan	sta<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཀྲེའ།” stan zil auch stans zil ein Mineral,
ང	thon	tho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཐང་ thon thon
ང	vollkommen	vollkomme<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྙིང་ཕྲ་ང་ szin phur vollkommen, eindringlich
ང	ykan	yka<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་སྙས།་ ykan skyes Bez. für Angehörige der un-
ངང	nah	na<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ངང་པའི་རྐང་པ་ nah pa’ rkaṅ pa Bez. für
ཅང	con	co<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	"ཅང"" con 27 auch cun Zi, con Zu, gcon Zı ein"
ཆུང	ch	c<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྟག་འུ་ཆུང་ stag u ch
ཉུང	nun	nu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཉུང་ཀར་ nun kar [/7//77.4 kar.
ཉུང	run	ru<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཁ་ཉུང་ kha run wortkarg.
ཏིང	tun	tu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཏིང་ངེ་འཛིན་་ tun ne ’dzin ...
ཐང	lhan	lha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཐང་ཆོད་ lhan chod
ཐང	thin	thi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཐང་ཤང་ thin sin ein blauer Farbstoff.
ཐང	thon	tho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ང་ཐང་ thon thon
དང	buddh	budd<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	T དང buddh. Gemeinde.
དང	dangon	dango<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	དང་གོང་ dangon in thugs kyi — Brust.
དཔང	dban	dba<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	དགའ་རབ་དཔང་རམྱག་ dga’ rab dban phyug
དཔུང	dpuṅń	dpuṅ<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	དཔུང་ 'dpuṅń
དུང	drun	dru<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཐོག་དུང་ thog drun hoch und niedrig; Höhe.
དོང	Wildschwein	Wildschwei<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	obvious_gloss_or_alignment_noise	obvious_alignment_or_gloss_noise			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ཕྲག་དོང་ phagrgod Wildschwein; wilder Eber,
ནིང	manin	mani<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_9_m	"མ་ནིང་ཕྲ Em"" manin phrag dog ..."
པང	Daseinsbereichen	Daseinsbereiche<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	obvious_gloss_or_alignment_noise	obvious_alignment_or_gloss_noise			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	པང Daseinsbereichen.
ཕང	pan	pa<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_9_m	"མ་ཕང་ ""ma pan feine Spindel."
ཕུང	ph	p<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ཕུང་གཡོ་བ་ ph g.yoba Verleumdung, Intrige.
ཕྱང	byan	bya<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	།ཁ་ཕྱང་བ་ kha byan ba
ཕྱིང	pyih	pyi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ཕྱིང་ pyih lphyin.
བང	Rhan	Rha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	།བང་བྱུ་ Rhan bu Häuschen, kleine Behausung.
བང	byun	byu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_8_b	"བང་སྔོང་ ""byun son Einkünfte und Ausgaben."
བང	than	tha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བང་ཉོ།། than mo eine Gruppe von Gottheiten.
བང	thun	thu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	Dämonen besessen sein. བང་ thun alttib. auch thune kurz, klein sein; ༡
བཏུང	btin	bti<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བཏུང btin auch btins pf. zu \’din ausbreiten,
བཟུང	von	vo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ད་གཟོད་ནས་བཟུང་ dagzod nas bzuṅ von nun an.
བསླང	bskan	bska<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བསླང་ bskan fur. t'skon erfüllen; zufrieden-
བསླང	bskun	bsku<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བསླང་ bskun fut. zu tskun verbergen.
བསླང	bsruh	bsru<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྒོ་བསླང་བ་ sgo bsruh ba auch sgo bsruns Tsgo
བིང	thin	thi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བིང་ ཡུག་ thin yug eine hohe Zahl.
བྲང	bzan	bza<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྟོབས་བྲང་ལྷ་མོ་ stobs bzan lba mo Beiname
བྲེང	entzweien	entzweie<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_8_b	བྲེན་བྲེང་ dbyenbyed entzweien, spalten, tren-
བྲེང	rennen	renne<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_8_b	བྲེངས་སེ་བྲེང་ brenssebreṅ onom. rennen,
མང	mon	mo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མཐུན་མང་ mthun mon །[//)//?2 mon.
མངང	mdun	mdu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	སྒྲོ་མངང་ sgro mdun eine Waffe.
མཐང	mthin	mthi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མཐང་ཤཱུན་ mthin Sun ein blaues Leder oder ein
མདང	mdon	mdo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཇ་མདང་ ja mdon auch ja ldon Butterfaß, um
མོང	dban	dba<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མ།ཁའ་མོང་ངཔང་ལོ་ mkha’ spyod dban po Beina-
མོང	mthon	mtho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མོང་རྒ་ཆེ་ mthon rgya che weitsichtig, erfah-
མོང	thun	thu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	"ཐུན་མོང་ EN"" thun mon chos."
ཚང	ishah	isha<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ནག་ཚང་ nag ishah Kurzf. für nag po'i tshaṅ.
ཝང	ldan	lda<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མངོན་དྭ་ཝང་བ་ mnon du ldan ba ehrerbietiges
ཞང	Zin	Zi<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཆུ ཞང་ chu Zin Reisfeld.
འགང	gah	ga<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	དིང་འགང་ din ’'gah (zw.) Filztuch; vgl. Igdin
འགྱང	byun	byu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	"ངེས་པར་འགྱང་ nes par ""byun"
འཆང	bzun	bzu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	འཆང་བཟུང་ (9) bzun Tchan bzun.
འདྲེང	drin	dri<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	གློ་བ་འདྲེང་ glo ba ’drin unloyal, untreu sein;
འཕུང	dpun	dpu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_9_m	དམག་འཕུང་ Tdmag dpun.
འབུང	byun	byu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_8_b	"འབུང་བཞི་ ""byun bäi auch 'byun ba bäi die vier"
འབྲང	bren	bre<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	རྫཾས་སུ་འབྲང་ rjes su bren Trjes su ’bran.
འབྲང	byun	byu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	"བདད་རྩེའི་འབྲང་གནས་ bdud risi'i ""byun gnas"
འབྲེང	then	the<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	འབྲེང་མ་ ’then ma lahm.
འཚོང	ishoh	isho<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ནམ་འཚོང་ nam 'ishoh auch nam tsoṅ, nam
ཡང	nun	nu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ད་ཡང་ dayan nun; auch jetzt, auch jetzt noch;
རང	spyan	spya<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	'རང་དྲང་ཅྲན་ spyan raṅ dran can
རུང	noch	noc<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	obvious_gloss_or_alignment_noise	obvious_alignment_or_gloss_noise			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ད་རུང་ darun noch, dann, weiterhin, noch im-
རེངས	auchmoren	auchmore<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_9_m	མོ་རེངས།་ morens auchmoren, mo hreris allein-
རྐང	bran	bra<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	བའུ་བང་རྐང་གཅུག་ lhe u bran rkan geig ein für
རྐང	ran	ra<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	རྐང་དྲུག་ ran ing ep
རྐྱང	Ryan	Rya<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	རྐྱང་ཟླ་ Ryan zla.
རྒྱང	igyan	igya<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	དཀར་མོའི་རྒྱང་གྲགས་ dkar mo’i igyan grags !dkar
རྟིང	yein	yei<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	རྟིང་འབྲང་བ་ yein ’braṅ ba
རྨང	rlun	rlu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཐལ་རྨང་ thal rlun Sandsturm.
ལང	lin	li<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	མག་ལང་ go lin.
ལྔང	lan	la<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ལྔང་སེར་ཅན་ lan ser can Bez. für Dürvä-Gras.
ལྔང	ljan	lja<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	འཇམ་ལྔང་འདབ་ལྡན་ am ljan ’dab ldan Bez. für
ལྕང	lcun	lcu<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ལྕང་མོ་ lcun mo Fingerhut.
ལྤང	bon	bo<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_35_51	ཕ་ལྤང་ phpha bon.
ཤང	Sun	Su<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཅང་འེ་ཤང་ can ’e Sun npr.
ཤེང	śen	śe<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ཀིམ་ཤེང་ཀོང་ཅོ་ kim śen koṅ co, auch kim sen khon
སང	srun	sru<FINAL_NASAL>							0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	target_unresolved_no_anchor	0	unresolved	no_anchor_clean_source_shape			undotted_rows:1	0	no_anchor_alignment_triage	wts_1_34	ངོ་སང་ no srun pf. und fut. ro bsrun jmdm.
