volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_1_34	859	7	9	Nyäyabindu	Nyāyabindu	Nyāyabindu	unsafe_token_disagreement	nyayabindu	nyayabindu	citation_or_siglum	— 1970: Indices verborum, Sanscrit-Tibetan and Tibetan-Sanscrit to the Nyäyabindu	1970: Indices verborum, Sanscrit-Tibetan and Tibetan-Sanscrit to the Nyāyabindu	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Nyāyabindu; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	20	1	Oxapa	OKADA	OKADA	non_translit_context	oxapa	okada	citation_or_siglum	Oxapa, Yukihiro 1990: Nägärjuna’s Ratnävali. Vol. 2: Die Ratnävalitikä des Ajitamitra.	OKADA, Yukihiro 1990: Nāgārjuna's Ratnāvalī. Vol. 2: Die Ratnāvalīṭīkā des Ajitamitra.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for OKADA; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	21	7	RatnävT	RatnāvṬ	RatnāvṬ	non_translit_context	ratnavt	ratnavt	citation_or_siglum	Bonn: Indica-et-Tibetica-Verl. (Indica et Tibetica 19). [RatnävT]	Bonn: Indica-et-Tibetica-Verl. (Indica et Tibetica 19). [RatnāvṬ]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RatnāvṬ; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	27	1	PancLung	PANGLUNG	PancLung	non_translit_context	panclung	panglung	citation_or_siglum	PancLung, Jampa L. 1981: Die Erzählstoffe des Mülasärvastiväda-Vinaya analysiert auf	PANGLUNG, Jampa L. 1981: Die Erzählstoffe des Mülasārvāstivāda-Vinaya analysiert auf	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for PancLung; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	36	1	Pasang	PASANG	PASANG	unsafe_token_disagreement	pasang	pasang	citation_or_siglum	Pasang Yontan Arya 1998: Dictionary of Tibetan materia medica. Delhi: Motilal Banar-	PASANG Yontan Arya 1998: Dictionary of Tibetan materia medica. Delhi: Motilal Banar-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for PASANG; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	42	5	Koshabhasya	Koshabhāṣya	Koshabhāṣya	unsafe_token_disagreement	koshabhasya	koshabhasya	citation_or_siglum	PRADHAN, P 1967: Abhidharm- [!] Koshabhasya of Vasubandhu. Patna: K. P Jayaswal	PRADHAN, P. 1967: Abhidharm- [!] Koshabhāṣya of Vasubandhu. Patna: K. P. Jayaswal	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Koshabhāṣya; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	54	1	20	RDO	RDO	unsafe_token_disagreement	20	rdo	citation_or_siglum	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	RDO RJE RIN CHEN 1982: mDo smad chos 'byun. Kan su'u: Mi rigs dpe skrun khan.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RDO; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	54	2	RjE	RJE	RjE	unsafe_token_disagreement	rje	rje	citation_or_siglum	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	RDO RJE RIN CHEN 1982: mDo smad chos 'byun. Kan su'u: Mi rigs dpe skrun khan.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RjE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	54	3	118	RIN	RIN	unsafe_token_disagreement	118	rin	citation_or_siglum	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	RDO RJE RIN CHEN 1982: mDo smad chos 'byun. Kan su'u: Mi rigs dpe skrun khan.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RIN; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	54	4	cHeNn	CHEN	cHeNn	unsafe_token_disagreement	chenn	chen	citation_or_siglum	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	RDO RJE RIN CHEN 1982: mDo smad chos 'byun. Kan su'u: Mi rigs dpe skrun khan.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for cHeNn; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	61	1	Reynoros	REYNOLDS	REYNOLDS	unsafe_token_disagreement	reynoros	reynolds	citation_or_siglum	"Reynoros, John 1970: O rgyan gu ru padma ""byun gnas kyi skyes rabs rnam par thar"	REYNOLDS, John 1970: O rgyan gu ru padma 'byun gnas kyi skyes rabs rnam par thar	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for REYNOLDS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	62	13	bZugs	bźugs	bźugs	unsafe_token_disagreement	bzugs	bzugs	google_tibetan_diacritic_disagreement	pa rgyas par bkod pa padma bka’i than yig ces bya ba bZugs so. Darjeeling/Varanası.	pa rgyas par bkod pa padma bka'i than yig ces bya ba bźugs so. Darjeeling/Varanasi.	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	859	65	1	R	RICARD	R	unsafe_token_disagreement	r	ricard	citation_or_siglum	RıcARD, Matthieu et al. 1994: The life of Shabkar. The autobiography ofa Tibetan Yogin.	RICARD, Matthieu et al. 1994: The life of Shabkar. The autobiography of a Tibetan Yogin.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for R; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	65	2	cARD	Matthieu	cARD	unsafe_token_disagreement	card	matthieu	citation_or_siglum	RıcARD, Matthieu et al. 1994: The life of Shabkar. The autobiography ofa Tibetan Yogin.	RICARD, Matthieu et al. 1994: The life of Shabkar. The autobiography of a Tibetan Yogin.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for cARD; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	1	R	RICHARDSON	R	non_translit_context	r	richardson	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for R; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	2	cHaroson	Hugh	cHaroson	non_translit_context	charoson	hugh	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for cHaroson; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	3	Hugh	E	E	non_translit_context	hugh	e	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for E; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	4	E	1985	E	non_translit_context	e	1985	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for E; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	5	1985	A	A	non_translit_context	1985	a	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for A; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	70	6	A	corpus	A	non_translit_context	a	corpus	citation_or_siglum	RıcHaroson, Hugh E. 1985: A corpus ofearly Tibetan inscriptions. [London:] Hertford:	RICHARDSON, Hugh E. 1985: A corpus of early Tibetan inscriptions. [London:] Hertford:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for A; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	73	1	RoERICH	ROERICH	RoERICH	unsafe_token_disagreement	roerich	roerich	citation_or_siglum	RoERICH, George N. 1949-1953: The Blue Annals. 2 pts. Calcutta: Asiatic Society	ROERICH, George N. 1949-1953: The Blue Annals. 2 pts. Calcutta: Asiatic Society	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RoERICH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	83	1	Russ	RUEGG	RUEGG	unsafe_token_disagreement	russ	ruegg	citation_or_siglum	Russ, David Seyfort 1966: The life of Bu ston rin po che. With the Tibetan text of the	RUEGG, David Seyfort 1966: The life of Bu ston rin po che. With the Tibetan text of the	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RUEGG; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	84	6	IIMEO	IsMEO	IIMEO	non_translit_context	iimeo	ismeo	citation_or_siglum	Bu ston rnam thar. Roma: IIMEO(SOR 34).	Bu ston rnam thar. Roma: IsMEO (SOR 34).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for IIMEO; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	89	13	TAIC	IAIC	TAIC	unsafe_token_disagreement	taic	iaic	citation_or_siglum	69th birthday of Acharya Raghu Vira. Ed. by P Ratnam. New Delhi: TAIC (SPS	69th birthday of Acharya Raghu Vira. Ed. by P. Ratnam. New Delhi: IAIC (SPS	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAIC; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	95	1	Rus	RUS	RUS	unsafe_token_disagreement	rus	rus	citation_or_siglum	Rus PA’I RGYAN CAN 1989: rNal ’byor gyi dban phyug chen po mi la ras pa’! rnam mgur.	RUS PA'I RGYAN CAN 1989: rNal 'byor gyi dban phyug chen po mi la ras pa'i rnam mgur.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for RUS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	103	7	Misra	Miśra	Miśra	non_translit_context	misra	misra	citation_or_siglum	the sub-commentary entitled Äloka of Durveka Misra. Baroda: Oriental Institute	the sub-commentary entitled Aloka of Durveka Miśra. Baroda: Oriental Institute.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Miśra; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	106	1	Sanje	SANJE	SANJE	unsafe_token_disagreement	sanje	sanje	citation_or_siglum	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	SANJE DORJE 1973–1977: rNying ma'i rgyud bcu bdun. Collected Nying-ma pa tantras of	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SANJE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	106	2	DoRJe	DORJE	DoRJe	unsafe_token_disagreement	dorje	dorje	citation_or_siglum	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	SANJE DORJE 1973–1977: rNying ma'i rgyud bcu bdun. Collected Nying-ma pa tantras of	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for DoRJe; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	106	5	ma’i	rNying	rNying	unsafe_token_disagreement	mai	rnying	citation_or_siglum	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	SANJE DORJE 1973–1977: rNying ma'i rgyud bcu bdun. Collected Nying-ma pa tantras of	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for rNying; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	859	113	11	NBT	NB	NBT	non_translit_context	nbt	nb	citation_or_siglum	(Bibliotheca Buddhica 8) [Repr. d. Ausg. St. Petersburg, 1904]. [NB, NBT]	(Bibliotheca Buddhica 8) [Repr. d. Ausg. St. Petersburg, 1904]. [NB, NBȚ]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for NBT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	3	1	SCHAREE	SCHARFE	SCHAREE	non_translit_context	scharee	scharfe	citation_or_siglum	SCHAREE, Hartmut 1977: Grammatical literature. Wiesbaden: Harrassowitz (A history	SCHARFE, Hartmut 1977: Grammatical literature. Wiesbaden: Harrassowitz (A history	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SCHAREE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	6	1	ScHArPE	SCHARPÉ	ScHArPE	non_translit_context	scharpe	scharpé	citation_or_siglum	ScHArPE£, Adriaan 1958: Kalidäsa-Lexicon. Vol. 1, pt. 3. Brugge: De Tempel (Werken,	SCHARPÉ, Adriaan 1958: Kālidāsa-Lexicon. Vol. 1, pt. 3. Brugge: De Tempel (Werken,	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for ScHArPE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	18	6	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	Imp. Acad. scientiarum Petropolitanae, 1868]. [Tär]	Imp. Acad. scientiarum Petropolitanae, 1868]. [Tār]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	47	12	VisT	ViśṬ	ViśT	non_translit_context	vist	vist	citation_or_siglum	jur hg. und übers. Bonn: Indica-et-Tibetica-Verl. (Indica et Tibetica 23). [Vis, VisT]	jur hg. und übers. Bonn: Indica-et-Tibetica-Verl. (Indica et Tibetica 23). [Viś, ViśṬ]	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	50	5	OAW	ÖAW	OAW	non_translit_context	oaw	oaw	citation_or_siglum	wehr des Todes. Wien: OAW (Denkschriften der phil.-hist. Kl. 394, Beiträge zur	wehr des Todes. Wien: ÖAW (Denkschriften der phil.-hist. Kl. 394, Beiträge zur	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for OAW; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	53	9	Devätisaya	Devātiśaya	Devātiśaya	non_translit_context	devatisaya	devatisaya	citation_or_siglum	— 2014: Eine buddhistische Kritik der indischen Götter. Samkarasvämins Devätisaya-	2014: Eine buddhistische Kritik der indischen Götter. Samkarasvāmins Devātiśaya-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Devātiśaya; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	54	10	DevT	DevṬ	DevT	non_translit_context	devt	devt	citation_or_siglum	stotra mit Prajnävarmans Kommentar. Wien: ATBS (WSTB 81). [Dev, DevT]	stotra mit Prajñāvarmans Kommentar. Wien: ATBS (WSTB 81). [Dev, DevṬ]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for DevT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	90	1	Dacyas	DAGYAB	DAGYAB	non_translit_context	dacyas	dagyab	citation_or_siglum	—— /Dacyas, Loden Sherab 1978: Urkunden, Erlasse und Sendschreiben aus dem Besitz	/DAGYAB, Loden Sherab 1978: Urkunden, Erlasse und Sendschreiben aus dem Besitz	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for DAGYAB; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	95	7	Räg	Rāg	Rāg	non_translit_context	rag	rag	citation_or_siglum	St. Augustin: VGH Wissenschaftsverlag (BZF 1). [Räg]	St. Augustin: VGH Wissenschaftsverlag (BZF 1). [Rāg]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Rāg; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	860	98	1	bzan-po’i	bzaṅ-po'i	bzaṅ-po'i	unsafe_token_disagreement	bzanpoi	bzanpoi	google_tibetan_diacritic_disagreement	bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-	bzaṅ-po'i dgons-pa zaṅ-thal, Ka-dag rañ-byuṅ rañ-śar und mKha'-'gro gsan-ba ye-	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	860	98	6	ran-Sar	rañ-śar	rañ-śar	unsafe_token_disagreement	ransar	ransar	google_tibetan_diacritic_disagreement	bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-	bzaṅ-po'i dgons-pa zaṅ-thal, Ka-dag rañ-byuṅ rañ-śar und mKha'-'gro gsan-ba ye-	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	860	99	1	Ses-kyi	śes-kyi	śes-kyi	non_translit_context	seskyi	seskyi	google_tibetan_diacritic_disagreement	Ses-kyi rgyud. Stuttgart: Steiner (VOHD 11,9).	śes-kyi rgyud. Stuttgart: Steiner (VOHD 11,9).	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	862	6	1	Taxeuchi	TAKEUCHI	TAKEUCHI	unsafe_token_disagreement	taxeuchi	takeuchi	citation_or_siglum	Taxeuchi, Tsuguhito 2003: „Military administration and military duties in Tibetanruled Central Asia (8th-9th century).“ In: Tibet and her neighbours. A history. Ed.	"TAKEUCHI, Tsuguhito 2003: „Military administration and military duties in Tibetanruled Central Asia (8th-9th century)."" In: Tibet and her neighbours. A history. Ed."	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAKEUCHI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	12	4	ITN	56	ITN	non_translit_context	itn	56	citation_or_siglum	Publications, pp. 50-56. [ITN 1924]	Publications, pp. 50–56. [ITN1924]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for ITN; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	14	1	Tas	TASHI	TASHI	unsafe_token_disagreement	tas	tashi	citation_or_siglum	Tasıı vorjı 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyı gsun [!] pod	TASHI DORJI 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyi gsun [!] pod	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TASHI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	14	2	vorj	DORJI	DORJI	unsafe_token_disagreement	vorj	dorji	citation_or_siglum	Tasıı vorjı 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyı gsun [!] pod	TASHI DORJI 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyi gsun [!] pod	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for DORJI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	21	1	Tas	TASHI	TASHI	unsafe_token_disagreement	tas	tashi	citation_or_siglum	Tasıı TSERING 1980: ’Dzam glin rgyas par bsad pa thag rin gsal bar mthon byed dur-	TASHI TSERING 1980: 'Dzam gliṅ rgyas par bśad pa thag rin gsal bar mthon byed dur-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TASHI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	28	3	TASEIGANG	TASHIGANG	TASEIGANG	unsafe_token_disagreement	taseigang	tashigang	citation_or_siglum	TASHI YANGPHEL TASEIGANG 1970: Shangs pa gser ’phreng. A golden rosary of lives of	TASHI YANGPHEL TASHIGANG 1970: Shangs pa gser 'phreng. A golden rosary of lives of	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TASEIGANG; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	33	1	Taugt	TAUBE	TAUBE	non_translit_context	taugt	taube	citation_or_siglum	Taugt, Manfred 1966: Tibetische Handschriften und Blockdrucke. Wiesbaden: Steiner	TAUBE, Manfred 1966: Tibetische Handschriften und Blockdrucke. Wiesbaden: Steiner	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAUBE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	42	1	Tromas	THOMAS	THOMAS	unsafe_token_disagreement	tromas	thomas	citation_or_siglum	Tromas, Frederick W. 1935-1963: Tibetan literary texts and documents concerning Chi-	THOMAS, Frederick W. 1935-1963: Tibetan literary texts and documents concerning Chi-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for THOMAS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	51	1	T	TIBETAN	T	non_translit_context	t	tibetan	citation_or_siglum	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	TIBETAN BONPO FOUNDATION 1966: The Tibetan classical textbook. O. O. [Bon]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for T; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	51	2	reran	BONPO	BONPO	non_translit_context	reran	bonpo	citation_or_siglum	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	TIBETAN BONPO FOUNDATION 1966: The Tibetan classical textbook. O. O. [Bon]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for BONPO; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	51	3	Bonpo	FOUNDATION	FOUNDATION	non_translit_context	bonpo	foundation	citation_or_siglum	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	TIBETAN BONPO FOUNDATION 1966: The Tibetan classical textbook. O. O. [Bon]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for FOUNDATION; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	51	9	textbook	O	O	non_translit_context	textbook	o	citation_or_siglum	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	TIBETAN BONPO FOUNDATION 1966: The Tibetan classical textbook. O. O. [Bon]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for O; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	61	13	521	gZi	gZi	unsafe_token_disagreement	521	gzi	citation_or_siglum	brjid rab tu 'bar ba’i mdo (Randtitel: gZi brjid). 12 vols. [Dolanji]. [521]	brjid rab tu 'bar ba'i mdo (Randtitel: gZi brjid). 12 vols. [Dolanji]. [gZi]	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gZi; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	64	8	Sar-rdza	Śar-rdza	Śar-rdza	unsafe_token_disagreement	sarrdza	sarrdza	google_tibetan_diacritic_disagreement	the doctrines of the Bon tradition. By Sar-rdza bkra-Sis-rgyal-mtshan. Reproduced	the doctrines of the Bon tradition. By Śar-rdza bkra-śis-rgyal-mtshan. Reproduced	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	862	64	9	bkra-Sis-rgyal-mtshan	bkra-śis-rgyal-mtshan	bkra-śis-rgyal-mtshan	unsafe_token_disagreement	bkrasisrgyalmtshan	bkrasisrgyalmtshan	google_tibetan_diacritic_disagreement	the doctrines of the Bon tradition. By Sar-rdza bkra-Sis-rgyal-mtshan. Reproduced	the doctrines of the Bon tradition. By Śar-rdza bkra-śis-rgyal-mtshan. Reproduced	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	862	68	3	PrINTING	PRINTING	PrINTING	unsafe_token_disagreement	printing	printing	citation_or_siglum	TIBETAN CULTURAL PrINTING Press 1973: Sems dpa’ chen po dkon mchog rgyal mtshan	TIBETAN CULTURAL PRINTING PRESS 1973: Sems dpa' chen po dkon mchog rgyal mtshan	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for PrINTING; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	68	4	Press	PRESS	PRESS	unsafe_token_disagreement	press	press	citation_or_siglum	TIBETAN CULTURAL PrINTING Press 1973: Sems dpa’ chen po dkon mchog rgyal mtshan	TIBETAN CULTURAL PRINTING PRESS 1973: Sems dpa' chen po dkon mchog rgyal mtshan	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for PRESS; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	70	1	bZugs	bźugs	bZugs	unsafe_token_disagreement	bzugs	bzugs	citation_or_siglum	bZugs so. Dharamsala. [Bb33, Bb45]	bźugs so. Dharamsala. [Bb33, Bb45]	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZugs; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	72	4	Zi	źi	źi	unsafe_token_disagreement	zi	zi	google_tibetan_diacritic_disagreement	—— 1986: Zab chos Zi khro dgons pa ran grol las bar do thos grol gyi skor. Dharamsala.	1986: Zab chos źi khro dgoṅs pa raṅ grol las bar do thos grol gyi skor. Dharamsala.	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	862	79	3	S	Siddha	S	unsafe_token_disagreement	s	siddha	citation_or_siglum	of the Sıddha Tilopa.“ In: East and West 43 (1993), pp. 185-198.	"of the Siddha Tilopa."" In: East and West 43 (1993), pp. 185–198."	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for S; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	85	1	Tseng	TSENG	TSENG	unsafe_token_disagreement	tseng	tseng	citation_or_siglum	Tseng, Te-ming 2005: Sino-tibetische Divinationskalkulation (Nag-rtsis), dargestellt an-	TSENG, Te-ming 2005: Sino-tibetische Divinationskalkulation (Nag-rtsis), dargestellt an-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TSENG; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	862	86	5	ljon-sin	ljon-śiṅ	ljon-śiṅ	unsafe_token_disagreement	ljonsin	ljonsin	google_tibetan_diacritic_disagreement	hand des Werkes dPag-bsam ljon-sin von Blo-bzan tshul-khrims rgya-mtsho. Halle:	hand des Werkes dPag-bsam ljon-śiṅ von Blo-bzaṅ tshul-khrims rgya-mtsho. Halle:	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
