family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
citation_or_siglum:jatakamäla:jatakamala	citation_or_siglum	Jatakamäla (1)	Jātakamālā (1)	1	1	wts_1_34:695:15	HANISCH, Albrecht 2005: Äryasäras Jatakamäla 1-15. Marburg: Indica-et-Tibetica-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:jtaraxacum:jtaraxacum	citation_or_siglum	JTaraxacum (1)	JTaraxacum (1)	1	1	wts_1_34:268:199	JTaraxacum, Ikhbur mon (vgl. KLETTER/	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:kletter:kletter	citation_or_siglum	KLETTER (1)	KLETTER (1)	1	1	wts_1_34:268:199	JTaraxacum, Ikhbur mon (vgl. KLETTER/	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:koshabhasya:koshabhasya	citation_or_siglum	Koshabhasya (1)	Koshabhāṣya (1)	1	1	wts_1_34:859:42	PRADHAN, P 1967: Abhidharm- [!] Koshabhasya of Vasubandhu. Patna: K. P Jayaswal	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:kth:kth	citation_or_siglum	KTh (1)	KTh (1)	1	1	wts_1_34:1084:8	hen läßt“ (KTh 1: 282,3); — skye Ius blans	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ligern:ligeti	citation_or_siglum	Ligern (1)	LIGETI (1)	1	1	wts_1_34:857:11	Ligern, Louis 1984 (ed.): Tibetan and Buddhist studies commemorating the 200th anni-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:lmaeda:lmaeda	citation_or_siglum	lmaeDa (1)	lmaeDa (1)	1	1	wts_1_34:857:74	—— /lmaeDa, Yoshiro 1978: Choix de documents tibetains conserves a la Bibliotheqne	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:lo:lo	citation_or_siglum	Lo (1)	LO (1)	1	1	wts_1_34:857:19	Lo Bus, Erberto 1981: „Statuary metals in Tibet and the Himälayas: History, tradition	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:lokkesh:lokkesh	citation_or_siglum	LOKkESH (1)	LOKkESH (1)	1	1	wts_1_34:857:62	LOKkESH CHANDRA 1982b: Biography of Atisa and his disciple bBrom-ston. Old Tashilhun-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:maam:maam	citation_or_siglum	mAam (1)	mAam (1)	1	1	wts_1_34:695:48	del 69,1); ~ chu Zen mAam pa’o (metr.) „der	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:macdonald:macdonald	citation_or_siglum	MACDONALD (1)	MACDONALD (1)	1	1	wts_1_34:589:61	Ms., Fonds Pelliot Tibetain. Ed.: MACDONALD/IMAEDA 1978-79, t. 2,	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:macdoonald:macdoonald	citation_or_siglum	MACDOoNALD (1)	MACDOoNALD (1)	1	1	wts_1_34:857:69	MACDOoNALD, Ariane 1971: „Une lecture des Pelliot Tibetain 1286, 1287, 1038, 1047, et	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:marhews:marhews	citation_or_siglum	MarHews (1)	MarHews (1)	1	1	wts_1_34:857:94	MarHews, Robert H. 2000: Mathews’ Chinese-English dictionary. A Chinese-English	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:mars:mathes	citation_or_siglum	Mars (1)	MATHES (1)	1	1	wts_1_34:857:90	Mars, Klaus-Dieter 1996: Unterscheidung der Gegebenheiten von ihrem wahren We-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ma’i:rnying	citation_or_siglum	ma’i (1)	rNying (1)	1	1	wts_1_34:859:106	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:mckay:mckay	citation_or_siglum	McKay (1)	McKay (1)	1	1	wts_1_34:857:109	McKay, Alex 2002: „The drowning of Lama Sengchen Kyabying. A preliminary enquiry from British sources.“ In: Tibet, past and present: Tibetan studies I. Proceed-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:migto:migto	citation_or_siglum	MigTo (1)	MigTo (1)	1	1	wts_1_34:1145:78	getragen werden“ (MigTo 99,1); 577/77 — mig	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:mimari:mimari	citation_or_siglum	MIMARI (1)	MIMARI (1)	1	1	wts_1_34:695:21	MIMARI, Katsumi 1982: Blo gsal grub mtha’. Chapitres IX (Vaibhäsika) et XI (Yo-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:misra:misra	citation_or_siglum	Misra (1)	Miśra (1)	1	1	wts_1_34:859:103	the sub-commentary entitled Äloka of Durveka Misra. Baroda: Oriental Institute	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:mudräs:mudras	citation_or_siglum	Mudräs (1)	Mudrās (1)	1	1	wts_1_34:1126:29	maya) mittels Mudräs und Gegenmudräs“	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:mädhyamika:madhyamika	citation_or_siglum	Mädhyamika (1)	Mādhyamika (1)	1	1	wts_1_34:695:23	gäcära) Edites er Chapitre XII (Mädhyamika) edit et traduit. Kyoto: Zinbun Ra-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:nirväna:nirva	citation_or_siglum	Nirväna (1)	Nirvā (1)	1	1	wts_1_34:695:10	— 2012: „Mnyam dka(r) and Dharmakirti’s Praise of the Buddha’s Nirväna. Mis-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:oaw:oaw	citation_or_siglum	OAW (1)	OAW (1)	1	1	wts_1_34:860:50	wehr des Todes. Wien: OAW (Denkschriften der phil.-hist. Kl. 394, Beiträge zur	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:oxapa:okada	citation_or_siglum	Oxapa (1)	OKADA (1)	1	1	wts_1_34:859:20	Oxapa, Yukihiro 1990: Nägärjuna’s Ratnävali. Vol. 2: Die Ratnävalitikä des Ajitamitra.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:pa:pada	citation_or_siglum	pa (1)	paḍā (1)	1	1	wts_1_34:238:38	Lex. ¬~ pa =däru — pa Zes snanı „erscheint	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:pa:vagbha	citation_or_siglum	pa (1)	Vāgbha (1)	1	1	wts_1_34:12:36	Ahs Pha gol: Yan lag breyad pa’i sin po bsdus pa / Vägbhata: Astängahrdayasambhitä. Teilw.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:panclung:panclung	citation_or_siglum	PancLung (1)	PancLung (1)	1	1	wts_1_34:859:27	PancLung, Jampa L. 1981: Die Erzählstoffe des Mülasärvastiväda-Vinaya analysiert auf	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:pasang:pasang	citation_or_siglum	Pasang (1)	PASANG (1)	1	1	wts_1_34:859:36	Pasang Yontan Arya 1998: Dictionary of Tibetan materia medica. Delhi: Motilal Banar-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:pp:pp	citation_or_siglum	pp (1)	PP (1)	1	1	wts_1_34:240:11	ZAS 36 (2007), pp. 277-287.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:press:press	citation_or_siglum	Press (1)	PRESS (1)	1	1	wts_1_34:862:68	TIBETAN CULTURAL PrINTING Press 1973: Sems dpa’ chen po dkon mchog rgyal mtshan	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:printing:printing	citation_or_siglum	PrINTING (1)	PrINTING (1)	1	1	wts_1_34:862:68	TIBETAN CULTURAL PrINTING Press 1973: Sems dpa’ chen po dkon mchog rgyal mtshan	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ps:ps	citation_or_siglum	P$ (1)	Ps (1)	1	1	wts_1_34:1149:10	nimmt“ (P$ 216); ~ kyan bdud rtsi nid du	sigla_registry:1	policy:1	siglum_policy_review
citation_or_siglum:ratnävt:ratnavt	citation_or_siglum	RatnävT (1)	RatnāvṬ (1)	1	1	wts_1_34:859:21	Bonn: Indica-et-Tibetica-Verl. (Indica et Tibetica 19). [RatnävT]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:reran:bonpo	citation_or_siglum	reran (1)	BONPO (1)	1	1	wts_1_34:862:51	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:reynoros:reynolds	citation_or_siglum	Reynoros (1)	REYNOLDS (1)	1	1	wts_1_34:859:61	"Reynoros, John 1970: O rgyan gu ru padma ""byun gnas kyi skyes rabs rnam par thar"	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:rigzin:rigzin	citation_or_siglum	RIGzIN (1)	RIGzIN (1)	1	1	wts_1_34:862:89	TsEPAK RIGzIN 2003: Nanı don rig pa’i min tshig bod dbyin san sbyar. Tibetan-English	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:rin:rin	citation_or_siglum	RIN (1)	RIN (1)	1	1	wts_1_34:857:3	ıHaAG PA TSHE RIN 1983: Myan yul stod smad bar gsum 07// no mtshar gtam gyi legs bsad	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:rje:rje	citation_or_siglum	RjE (1)	RjE (1)	1	1	wts_1_34:859:54	[20 RjE 118 cHeNn 1982: mDo smad chos ’byun. Kan su’u: Mi rigs dpe skrun khan.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:roerich:roerich	citation_or_siglum	RoERICH (1)	RoERICH (1)	1	1	wts_1_34:859:73	RoERICH, George N. 1949-1953: The Blue Annals. 2 pts. Calcutta: Asiatic Society	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:rus:rus	citation_or_siglum	Rus (1)	RUS (1)	1	1	wts_1_34:859:95	Rus PA’I RGYAN CAN 1989: rNal ’byor gyi dban phyug chen po mi la ras pa’! rnam mgur.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:russ:ruegg	citation_or_siglum	Russ (1)	RUEGG (1)	1	1	wts_1_34:859:83	Russ, David Seyfort 1966: The life of Bu ston rin po che. With the Tibetan text of the	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:räg:rag	citation_or_siglum	Räg (1)	Rāg (1)	1	1	wts_1_34:860:95	St. Augustin: VGH Wissenschaftsverlag (BZF 1). [Räg]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:sa:sa	citation_or_siglum	Sa (1)	śa (1)	1	1	wts_1_34:288:58	nern“ (KunK 29,18); ~ mmams chu ka la Sa	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:sanje:sanje	citation_or_siglum	Sanje (1)	SANJE (1)	1	1	wts_1_34:859:106	Sanje DoRJe 1973-1977: »Nying ma’i rgyud ben bdun. Collected Nyıng-ma pa tantras of	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:satkaya:satkaya	citation_or_siglum	satkaya (1)	satkāya (1)	1	1	wts_1_34:1122:64	sku —r ma ’dzin par „ohne ihn als wirklichen Körper (skt. satkaya) anzusehen“ (K12	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:scharee:scharee	citation_or_siglum	SCHAREE (1)	SCHAREE (1)	1	1	wts_1_34:860:3	SCHAREE, Hartmut 1977: Grammatical literature. Wiesbaden: Harrassowitz (A history	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:scharpe:scharpe	citation_or_siglum	ScHArPE (1)	ScHArPE (1)	1	1	wts_1_34:860:6	ScHArPE£, Adriaan 1958: Kalidäsa-Lexicon. Vol. 1, pt. 3. Brugge: De Tempel (Werken,	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ses:ses	citation_or_siglum	$es (1)	śes (1)	1	1	wts_1_34:1126:48	te“ (Tär 144,18); — bsrun ma $es (metr.) „ich	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:sig:sig	citation_or_siglum	Sig (1)	śig (1)	1	1	wts_1_34:1100:77	in Aufruhr“ (Siddh 1.22); skyugs Sig ces smras	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:skal:skal	citation_or_siglum	sKAL (1)	sKAL (1)	1	1	wts_1_34:1100:47	jonctif (sKAL BZAN ’GYUR MED 1992: 97), no-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:sps:sps	citation_or_siglum	$PS (1)	SPS (1)	1	1	wts_1_34:857:43	of Prof. Raghu Vira. New Delhi: TAIC ($PS 100). [KID, KlonD]	sigla_registry:1	policy:1	siglum_policy_review
citation_or_siglum:t:t	citation_or_siglum	T (1)	T (1)	1	1	wts_1_34:862:51	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:taraxacum:kletter	citation_or_siglum	Taraxacum (1)	KLETTER (1)	1	1	wts_1_34:268:212	Taraxacum, Ikhur mon (vgl.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tareuchi:tareuchi	citation_or_siglum	TAREUCHI (1)	TAREUCHI (1)	1	1	wts_1_34:521:16	1978-79, t. 2, pl. 578 (Faksimile); IMAEDA/TAREUCHI 1990, t.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:taseigang:taseigang	citation_or_siglum	TASEIGANG (1)	TASEIGANG (1)	1	1	wts_1_34:862:28	TASHI YANGPHEL TASEIGANG 1970: Shangs pa gser ’phreng. A golden rosary of lives of	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:taugt:taube	citation_or_siglum	Taugt (1)	TAUBE (1)	1	1	wts_1_34:862:33	Taugt, Manfred 1966: Tibetische Handschriften und Blockdrucke. Wiesbaden: Steiner	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:taxeuchi:takeuchi	citation_or_siglum	Taxeuchi (1)	TAKEUCHI (1)	1	1	wts_1_34:862:6	Taxeuchi, Tsuguhito 2003: „Military administration and military duties in Tibetanruled Central Asia (8th-9th century).“ In: Tibet and her neighbours. A history. Ed.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:textbook:o	citation_or_siglum	textbook (1)	O (1)	1	1	wts_1_34:862:51	Tıreran Bonpo Founvarion 1966: The Tibetan classical textbook. ©.O. [Bon]	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tromas:thomas	citation_or_siglum	Tromas (1)	THOMAS (1)	1	1	wts_1_34:862:42	Tromas, Frederick W. 1935-1963: Tibetan literary texts and documents concerning Chi-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tseng:tseng	citation_or_siglum	Tseng (1)	TSENG (1)	1	1	wts_1_34:862:85	Tseng, Te-ming 2005: Sino-tibetische Divinationskalkulation (Nag-rtsis), dargestellt an-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tsepak:tsepak	citation_or_siglum	TsEPAK (1)	TsEPAK (1)	1	1	wts_1_34:862:89	TsEPAK RIGzIN 2003: Nanı don rig pa’i min tshig bod dbyin san sbyar. Tibetan-English	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tseral:tseral	citation_or_siglum	TseraL (1)	TseraL (1)	1	1	wts_1_34:862:93	TseraL TAIKHANG 1972: The Vaidürya dkar po of Sde-srid Sans-rgyas-rgya-mtsho. The	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tsuva:tsuda	citation_or_siglum	Tsuva (1)	TSUDA (1)	1	1	wts_1_34:862:98	Tsuva, Shinichi 1974: The Samvarodaya-Tantra. Selected chapters. Tokyo: Hokuseido.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:tucc:tucci	citation_or_siglum	Tucc (1)	TUCCI (1)	1	1	wts_1_34:862:101	Tuccı, Giuseppe 1958: First Bhavanakrama of Kamalasila. Sanskrit and Tibetan texts	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:un:lin	citation_or_siglum	un (1)	LIN (1)	1	1	wts_1_34:857:15	un Shen-yu 2005: Mi pham’s Systematisierung von gTo-Ritnalen. Halle: IITBS (BZF	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:upädhyäya:upadhyaya	citation_or_siglum	Upädhyäya (1)	Upadhyāya (1)	1	1	wts_1_34:1108:67	um, ihr Upädhyäya zu werden“ (Nel 1717);	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:vaibhäsika:vaibhasika	citation_or_siglum	Vaibhäsika (1)	Vaibhāṣika (1)	1	1	wts_1_34:695:21	MIMARI, Katsumi 1982: Blo gsal grub mtha’. Chapitres IX (Vaibhäsika) et XI (Yo-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:vaidürya:vaidurya	citation_or_siglum	Vaidürya (1)	Vaiḍurya (1)	1	1	wts_1_34:862:93	TseraL TAIKHANG 1972: The Vaidürya dkar po of Sde-srid Sans-rgyas-rgya-mtsho. The	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ville:ville	citation_or_siglum	VIlle (1)	VIlle (1)	1	1	wts_1_34:974:13	de ’Inde et de la Chine au VIlle siecle de l’ere chretienne. Paris: Imprimerie nationale de	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:vocel:vocel	citation_or_siglum	VoceL (1)	VoceL (1)	1	1	wts_1_34:12:37	Ed.: VoceL 1965. Exzp.: H. Uebach.	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:vorj:dorji	citation_or_siglum	vorj (1)	DORJI (1)	1	1	wts_1_34:862:14	Tasıı vorjı 1973: Snan [!] srid mdzod phug gi rtsa ba dan [!] spyi don gyı gsun [!] pod	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:ws:ws	citation_or_siglum	WS (1)	WS (1)	1	1	wts_1_34:835:22	Die erste Lieferung des „Wörterbuchs der tibetischen Schriftsprache“ (WS) wurde 1111	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:yasas:yasas	citation_or_siglum	Yasas (1)	Yaśas (1)	1	1	wts_1_34:1108:44	der Minister Yasas, Herr und Diener, zusam-	siglum_shape:1	policy:1	already_canonical_siglum
citation_or_siglum:öobermiller:obermiller	citation_or_siglum	ÖOBERMILLER (1)	OBERMILLER (1)	1	1	wts_1_34:859:3	ÖOBERMILLER, Eugen 1931-32: History of Buddhism (Chos-hbyung) by Bu-ston. Trans-	siglum_shape:1	policy:1	already_canonical_siglum
dollar_ś:-s:-s	dollar_ś	-$ (1)	-ś (1)	1	1	wts_1_34:104:189	ཀྱི་ 'kyi (nach -d, -b, -$), gi (nach -g und -n), gi	orthography_scan:1	medium:1	review
dollar_ś:jhänasrimitra’s:jhänasrimitra’s	dollar_ś	Jhäna$rimitra’s (1)	Jhänaśrimitra’s (1)	1	1	wts_1_34:521:23	HAHN, Michael 2008: „The Sanskrit text of Jhäna$rimitra’s Vrttamälästuti.“ In:	google_unresolved_plus_orthography_scan:1	medium:1	review
dollar_ś:sar:sar	dollar_ś	$ar (1)	śar (1)	1	1	wts_1_34:1149:40	10.35d); r2 si $ar bas — med pa / in mtshan	google_unresolved_plus_orthography_scan:1	medium:1	review
dollar_ś:set:set	dollar_ś	$ET (1)	śET (1)	1	1	wts_1_34:712:105	"chin. $ET"" chü-ts# schwarze Hirsg; vgl. 'TMP"	orthography_scan:1	medium:1	review
dollar_ś:sig:sig	dollar_ś	$ig (1)	śig (1)	1	1	wts_1_34:648:84	sta nas chu Ihun bzed gan lon(s) $ig „hole aus	google_unresolved_plus_orthography_scan:1	medium:1	review
dollar_ś:srt:srt	dollar_ś	$RT (1)	śRT (1)	1	1	wts_1_34:719:37	GERT 75 tse Pinzette; von chin. $RT* chia-tzu	orthography_scan:1	medium:1	review
dollar_ś:sul:sul	dollar_ś	$ul (1)	śul (1)	1	1	wts_1_34:589:40	’Phags pa khyim bdag drag $ul can gyis Zus pa Zes bya ba theg pa chen po’i	google_unresolved_plus_orthography_scan:1	medium:1	review
dollar_ś:ye-ses:ye-ses	dollar_ś	Ye-$es (1)	Ye-śes (1)	1	1	wts_1_34:1108:66	den Grum Äcärya Ye-$es rgyal-mtshan dar-	google_unresolved_plus_orthography_scan:1	medium:1	review
dotless_i:'gaṅı:'gaṅi	dotless_i	'gaṅı (1)	'gaṅi (1)	1	1	wts_1_34:338:80	གང་དག་ 'gaṅı dag sauber.	orthography_scan:1	medium:1	review
dotless_i:abnımmt:abnimmt	dotless_i	abnımmt (1)	abnimmt (1)	1	1	wts_1_34:781:26	abnımmt“ (Ahs 1.3.8b).	orthography_scan:1	low:1	review
dotless_i:adlıger:adliger	dotless_i	Adlıger (1)	Adliger (1)	1	1	wts_1_34:185:48	2. Adlıger, Adel.	orthography_scan:1	low:1	review
dotless_i:admın:admin	dotless_i	admın (1)	admin (1)	1	1	wts_1_34:30:62	admın.	orthography_scan:1	low:1	review
dotless_i:agnıvesa:agnivesa	dotless_i	Agnıveśa (1)	Agniveśa (1)	1	1	wts_1_34:119:100	than la gnas dan me bZin ’jug / — „Dhanvantari, Agnıveśa, Bhäradväja [u. a.]“ (K841(2)	orthography_scan:1	medium:1	review
dotless_i:ajıta:ajita	dotless_i	Ajıta (1)	Ajita (1)	1	1	wts_1_34:224:27	rers Ajıta; skt. Kesakambala.	orthography_scan:1	low:1	review
dotless_i:allwıssend:allwissend	dotless_i	allwıssend (1)	allwissend (1)	1	1	wts_1_34:996:130	1. allwıssend, Allwissender.	orthography_scan:1	low:1	review
dotless_i:andıast:andiast	dotless_i	Andıast (1)	Andiast (1)	1	1	wts_1_34:865:132	bzw. Andıast)	orthography_scan:1	low:1	review
dotless_i:annımmt:annimmt	dotless_i	annımmt (1)	annimmt (1)	1	1	wts_1_34:215:21	annımmt“ (Dagy).	orthography_scan:1	medium:1	review
dotless_i:anı-:ani-	dotless_i	anı- (1)	ani- (1)	1	1	wts_1_34:743:182	wird gewiß irgendeine Gunst (skt. anı-	orthography_scan:1	low:1	review
dotless_i:ardhatrayodasasatänı:ardhatrayodasasatäni	dotless_i	ardhatrayodasasatänı (1)	ardhatrayodasasatäni (1)	1	1	wts_1_34:951:64	broya Ina ben = ardhatrayodasasatänı „1250“	orthography_scan:1	low:1	review
dotless_i:arı:ari	dotless_i	Arı (1)	Ari (1)	1	1	wts_1_34:1195:47	gener Arı“ (Käsy 149,26); rmam grans —s	orthography_scan:1	low:1	review
dotless_i:arıver:ariver	dotless_i	arıver (1)	ariver (1)	1	1	wts_1_34:34:80	Lex. n. of arıver (SCD).	orthography_scan:1	low:1	review
dotless_i:atıbäalakah:atibäalakah	dotless_i	atıbäalakah (1)	atibäalakah (1)	1	1	wts_1_34:667:173	atıbäalakah „sehr jung“ (Mvy 8780).	orthography_scan:1	low:1	review
dotless_i:atıh:atih	dotless_i	AtıH (1)	AtiH (1)	1	1	wts_1_34:13:5	AtıH	orthography_scan:1	low:1	review
dotless_i:avavırthä:avavirthä	dotless_i	avavırthä (1)	avavirthä (1)	1	1	wts_1_34:79:205	Lex. avavırthä (r. ävyta) „bedeckt“ (Tshe	orthography_scan:1	medium:1	review
dotless_i:axillarıs:axillaris	dotless_i	axillarıs (1)	axillaris (1)	1	1	wts_1_34:823:120	spondia axillarıs (PASANG 1998: 76).	orthography_scan:1	low:1	review
dotless_i:aın:ain	dotless_i	Aın (1)	Ain (1)	1	1	wts_1_34:779:60	ཉིན་རེ་ Aın re 1/7//7.	orthography_scan:1	medium:1	review
dotless_i:balabhadrıkä:balabhadrikä	dotless_i	balabhadrıkä (1)	balabhadrikä (1)	1	1	wts_1_34:961:149	Lex. balabhadrıkä (Ak 123.150); bhadrabalä	orthography_scan:1	low:1	review
dotless_i:bannı:banni	dotless_i	bannı (1)	banni (1)	1	1	wts_1_34:68:99	sbyor bannı ... — „die Yoga-Abschnitte [sind]:	orthography_scan:1	low:1	review
dotless_i:baunı:bauni	dotless_i	Baunı (1)	Bauni (1)	1	1	wts_1_34:948:106	1. Bez. für Baunı.	orthography_scan:1	low:1	review
dotless_i:bekannıgeben:bekannigeben	dotless_i	bekannıgeben (1)	bekannigeben (1)	1	1	wts_1_34:1327:47	Glockenläuten bekannıgeben, be-	orthography_scan:1	low:1	review
dotless_i:besıedeln:besiedeln	dotless_i	besıedeln (1)	besiedeln (1)	1	1	wts_1_34:147:148	5. besıedeln, sich niederlassen.	orthography_scan:1	low:1	review
dotless_i:bhrämayantı:bhrämayanti	dotless_i	bhrämayantı (1)	bhrämayanti (1)	1	1	wts_1_34:324:98	~ pa = bhrämayantı (Mvy 5108).	orthography_scan:1	low:1	review
dotless_i:blı-:bli-	dotless_i	blı- (1)	bli- (1)	1	1	wts_1_34:339:17	’gro (metr.) „man soll ein Joch weit blı-	orthography_scan:1	low:1	review
dotless_i:bon-gottheıt:bon-gottheit	dotless_i	Bon-Gottheıt (1)	Bon-Gottheit (1)	1	1	wts_1_34:56:166	N. einer Bon-Gottheıt.	orthography_scan:1	medium:1	review
dotless_i:brahmakäyıkah:brahmakäyikah	dotless_i	brahmakäyıkah (1)	brahmakäyikah (1)	1	1	wts_1_34:1109:5	nah tad yathä devä brahmakäyıkah prathamä-	orthography_scan:1	medium:1	review
dotless_i:byıs:byis	dotless_i	byıs (1)	byis (1)	1	1	wts_1_34:531:193	Klagelaut ausstoßen“ (T4113 30624); byıs	orthography_scan:1	low:1	review
dotless_i:bzı:bzi	dotless_i	bZı (1)	bZi (1)	1	1	wts_1_34:260:213	(Mvy 2284, Abt. zas bZı°i min).	orthography_scan:1	low:1	review
dotless_i:bıda:bida	dotless_i	bıDa (1)	biDa (1)	1	1	wts_1_34:558:140	mähend“ (bıDa). རྡུད	orthography_scan:1	medium:1	review
dotless_i:chandikävarıkah:chandikävarikah	dotless_i	chandikävarıkah (1)	chandikävarikah (1)	1	1	wts_1_34:491:201	(+. 1. om. chun) bsrun ba = chandikävarıkah	orthography_scan:1	low:1	review
dotless_i:chanı:chani	dotless_i	chanı (1)	chani (1)	1	1	wts_1_34:1072:115	15,6); kbo bos chanı ~ sam / kun don zos sam	orthography_scan:1	low:1	review
dotless_i:chürıkä:chürikä	dotless_i	chürıkä (1)	chürikä (1)	1	1	wts_1_34:644:19	Lex. chürıkä (Mvy 6091); Sastri (Ak	orthography_scan:1	low:1	review
dotless_i:chıbs:chibs	dotless_i	chıbs (1)	chibs (1)	1	1	wts_1_34:640:131	ཆེབས་དཔོན་ chibs dpon alttib. chıbs pon Ver-	orthography_scan:1	medium:1	review
dotless_i:chıl:chil	dotless_i	chıl (1)	chil (1)	1	1	wts_1_34:641:1	ཆེལ་ཆེལ་ chıl chil	orthography_scan:1	medium:1	review
dotless_i:corydalıs:corydalis	dotless_i	Corydalıs (1)	Corydalis (1)	1	1	wts_1_34:461:102	eine Art Corydalıs, synon. chu	orthography_scan:1	low:1	review
dotless_i:cı:ci	dotless_i	cı (1)	ci (1)	1	1	wts_1_34:649:208	Lex. ~ cı stag mo (gYu 292,2).	orthography_scan:1	low:1	review
dotless_i:d.ı:d.i	dotless_i	d.ı (1)	d.i (1)	1	1	wts_1_34:857:81	MALALASEKERA, George [d.ı. Gunapa a] 1983: Dictionary of Pali proper names. 2 vols.	orthography_scan:1	low:1	review
dotless_i:dafı:dafi	dotless_i	dafı (1)	dafi (1)	1	1	wts_1_34:1005:212	wegs vom Fleisch ab!“ (Tär 159,4); sgo dafı	orthography_scan:1	low:1	review
