volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_1_34	497	123	2	བྱེད	byed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	18	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་བྱེད་པ་ sgyu byed pa Zauberer, Gaukler, Ta-
wts_1_34	497	123	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	23	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་བྱེད་པ་ sgyu byed pa Zauberer, Gaukler, Ta-
wts_1_34	497	129	1	སྒྱུ	sgyu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་ཨ་ sgyu ma.
wts_1_34	497	129	2	ཨ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	15	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་ཨ་ sgyu ma.
wts_1_34	497	200	1	སྒྱུ	sgyu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་རྩལ་ཚལ་ sgyu rtsal tshal königlicher Park.
wts_1_34	497	200	2	རྩལ	rtsal	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	18	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་རྩལ་ཚལ་ sgyu rtsal tshal königlicher Park.
wts_1_34	497	200	3	ཚལ	tshal	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	24	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུ་རྩལ་ཚལ་ sgyu rtsal tshal königlicher Park.
wts_1_34	497	205	1	སྒྱུག	sgyug	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུག་པོ་ sgyug pho Schwiegervater.
wts_1_34	497	205	2	པོ	pho	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	16	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུག་པོ་ sgyug pho Schwiegervater.
wts_1_34	498	1	1	རྒྱུག	sgyug	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	རྒྱུག་མོ་ sgyug mo
wts_1_34	498	1	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	18	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	རྒྱུག་མོ་ sgyug mo
wts_1_34	498	3	1	སྒྱུག	sgyug	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུག་མོ་ sgyug mo Schwiegermutter.
wts_1_34	498	3	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུག་མོ་ sgyug mo Schwiegermutter.
wts_1_34	498	25	1	སྒྱུངས	sgyuns	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	8	14	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	སྒྱུངས་ sgyuns Trgyuns.
wts_1_34	498	59	1	སྐྱེ	sgye	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྐྱེ་མོ་ sgye mo
wts_1_34	498	59	2	མོ	mo	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	14	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྐྱེ་མོ་ sgye mo
wts_1_34	498	69	1	སྒྱུར	’sgynr	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	7	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུར་ ’sgynr (zw.) Speise.
wts_1_34	498	73	1	སྒྱུར	sgyur	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུར་བཀོད་ sgyur bkod Reformierung, Abände-
wts_1_34	498	73	2	བཀོད	bkod	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	18	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུར་བཀོད་ sgyur bkod Reformierung, Abände-
wts_1_34	498	82	1	སྒྱུར	sgyur	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུར་བྱེད་ sgyur byed.
wts_1_34	498	82	2	བྱེད	byed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	18	22	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱུར་བྱེད་ sgyur byed.
wts_1_34	498	98	1	སྱེ	sgye	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	4	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྱེ sgye Sack.
wts_1_34	498	107	1	ཨོཾ	sgye	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	4	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ཨོཾ sgye mo auch sge mo, sgye bo Sack, Ta-
wts_1_34	498	119	1	སྐྱེད	sgyed	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྐྱེད་པོ་ sgyed po Herdstein; sgyed thab dass.;
wts_1_34	498	119	2	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྐྱེད་པོ་ sgyed po Herdstein; sgyed thab dass.;
wts_1_34	498	137	1	སྒྱེའུ	sgye’u	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱེའུ་ sgye’u Säckchen.
wts_1_34	498	159	1	སྒྱོ	sgyo	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱོ་བ་ sgyo ba Behälter, Ledersack.
wts_1_34	498	159	2	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱོ་བ་ sgyo ba Behälter, Ledersack.
wts_1_34	498	164	1	སྒྱོགས	sgyogs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱོགས་ sgyogs Wurfmaschine.
wts_1_34	498	185	1	དེལ	sgyogs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	5	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	དེལ་ sgyogs mdel Kanonenkugel.
wts_1_34	498	188	1	སྒྱོགས	sgyogs	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	12	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱོགས་རྡོ་ sgyogs rdo Kanone, Katapult.
wts_1_34	498	188	2	རྡོ	rdo	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	19	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྱོགས་རྡོ་ sgyogs rdo Kanone, Katapult.
wts_1_34	499	1	1	གླཾ	sgra	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གླཾ་སྐིད་ sgra skad
wts_1_34	499	1	2	སྐིད	skad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གླཾ་སྐིད་ sgra skad
wts_1_34	499	101	2	སྒྲ	skad	marker_or_damage	no	yes	none	blocked			marker_or_damage	missing_transliteration	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	སྒྲ་སྐད་ 9༡༩ skad Sprache, Wort, Laut.
wts_1_34	499	101	3	སྐད	Sprache	marker_or_damage	no	yes	none	blocked			marker_or_damage	missing_transliteration	18	25	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	སྒྲ་སྐད་ 9༡༩ skad Sprache, Wort, Laut.
wts_1_34	499	106	1	སྒ	sgra	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	19	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒ་སྐྱེད་གློག་དུང་ sgra skyed glog duṅ
wts_1_34	499	106	2	སྐྱེད	skyed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	24	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒ་སྐྱེད་གློག་དུང་ sgra skyed glog duṅ
wts_1_34	499	106	3	གློག	glog	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	30	34	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒ་སྐྱེད་གློག་དུང་ sgra skyed glog duṅ
wts_1_34	499	106	4	དུང	duṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_reviewed_alignment	probable_span	35	38	 		token_boundary_secure	ང:ṅ	ṅ		duṅ	reviewed_tibetan_exact_final_ng_consensus	ordinary_tibetan_lexical_or_compound	none	no	སྒ་སྐྱེད་གློག་དུང་ sgra skyed glog duṅ
wts_1_34	499	113	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ sgra sgrogs
wts_1_34	499	113	2	སྒྲོགས	sgrogs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	23	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ sgra sgrogs
wts_1_34	499	119	8	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			gloss_or_prose_noise	gloss_intrusion	61	65	 	 	token_boundary_secure						unclear	none	no	schiedenartige Laute von sich, wie es ihrer སྒྲ་སྒྲོག་གི་བུ་ sgra sgrog gi bu ↓ sgra sgrogs kyi bu.
wts_1_34	499	119	9	སྒྲོག	sgrog	insufficient_feature_coverage	yes	no	sufficient	pass			gloss_or_prose_noise	gloss_intrusion	66	71	 	 	token_boundary_secure						unclear	none	no	schiedenartige Laute von sich, wie es ihrer སྒྲ་སྒྲོག་གི་བུ་ sgra sgrog gi bu ↓ sgra sgrogs kyi bu.
wts_1_34	499	119	10	གི	gi	insufficient_feature_coverage	yes	no	sufficient	pass			gloss_or_prose_noise	gloss_intrusion	72	74	 	 	token_boundary_secure						unclear	none	no	schiedenartige Laute von sich, wie es ihrer སྒྲ་སྒྲོག་གི་བུ་ sgra sgrog gi bu ↓ sgra sgrogs kyi bu.
wts_1_34	499	119	11	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			gloss_or_prose_noise	gloss_intrusion	75	77	 	 	token_boundary_secure						unclear	none	no	schiedenartige Laute von sich, wie es ihrer སྒྲ་སྒྲོག་གི་བུ་ sgra sgrog gi bu ↓ sgra sgrogs kyi bu.
wts_1_34	499	129	1	སྒྲ	a	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	22	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	499	129	2	སྐྱེད	skyed	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	24	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	499	129	3	ཀློག	glog	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	30	34	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	499	129	4	དང	dun	final_feature_mismatch_only	no	yes	partial	blocked			probable_alignment	probable_span	35	38	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	499	129	5	ཡའ	Lautspre	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	39	47	 	-	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	499	132	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	14	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོག་ཉན་ sgra sgrog Nan.
wts_1_34	499	132	2	སྒྲོག	sgrog	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	19	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོག་ཉན་ sgra sgrog Nan.
wts_1_34	499	132	3	ཉན	Nan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	25	28	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོག་ཉན་ sgra sgrog Nan.
wts_1_34	499	142	10	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			gloss_or_prose_noise	gloss_intrusion	57	61	 	 	token_boundary_secure						unclear	none	no	Lex. sgra skad chen por skyed pa’i glog dun སྒྲ་སྒྲོག་པ་ sgra sgrog pa.
wts_1_34	499	142	11	སྒྲོག	sgrog	insufficient_feature_coverage	yes	no	sufficient	pass			gloss_or_prose_noise	gloss_intrusion	62	67	 	 	token_boundary_secure						unclear	none	no	Lex. sgra skad chen por skyed pa’i glog dun སྒྲ་སྒྲོག་པ་ sgra sgrog pa.
wts_1_34	499	142	12	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			gloss_or_prose_noise	gloss_intrusion	68	70	 	.	token_boundary_secure						unclear	none	no	Lex. sgra skad chen por skyed pa’i glog dun སྒྲ་སྒྲོག་པ་ sgra sgrog pa.
wts_1_34	499	163	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྱུར་ sgra sgyur ↓ sgra bsgyur.
wts_1_34	499	163	2	སྒྱུར	sgyur	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྱུར་ sgra sgyur ↓ sgra bsgyur.
wts_1_34	499	174	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོག་ sgra sgrog.
wts_1_34	499	174	2	སྒྲོག	sgrog	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	21	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོག་ sgra sgrog.
wts_1_34	499	205	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ sgra SgrogS.
wts_1_34	499	205	2	སྒྲོགས	SgrogS	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	23	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ sgra SgrogS.
wts_1_34	500	1	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	19	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyii bu
wts_1_34	500	1	2	སྒྲོགས	sgrogs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	24	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyii bu
wts_1_34	500	1	3	ཀྱི	kyii	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	31	35	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyii bu
wts_1_34	500	1	4	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	36	38	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyii bu
wts_1_34	500	6	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	19	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyi bu auch sgra sgrog
wts_1_34	500	6	2	སྒྲོགས	sgrogs	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	24	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyi bu auch sgra sgrog
wts_1_34	500	6	3	ཀྱི	kyi	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	31	34	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyi bu auch sgra sgrog
wts_1_34	500	6	4	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	35	37	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་སྒྲོགས་ཀྱི་བུ་ sgra sgrogs kyi bu auch sgra sgrog
wts_1_34	500	13	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་བརྒྱ་པ་ sgra brgya pa Blitz und Donner.
wts_1_34	500	13	2	བརྒྱ	brgya	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	17	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་བརྒྱ་པ་ sgra brgya pa Blitz und Donner.
wts_1_34	500	13	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	23	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་བརྒྱ་པ་ sgra brgya pa Blitz und Donner.
wts_1_34	500	16	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་བརྒྱུར་ sgra bsgyur auch sgra sgyur Überset-
wts_1_34	500	16	2	བརྒྱུར	bsgyur	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	17	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་བརྒྱུར་ sgra bsgyur auch sgra sgyur Überset-
wts_1_34	500	29	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	8	12	 	 	token_boundary_secure						sanskrit_or_indic_transcription	none	no	སྒྲ་ངན་ sgra ran npr. ein Volk, skt. Kuru bzw.
wts_1_34	500	29	2	ངན	ran	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	16	 	 	token_boundary_secure						sanskrit_or_indic_transcription	none	no	སྒྲ་ངན་ sgra ran npr. ein Volk, skt. Kuru bzw.
wts_1_34	500	39	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་ངན་སྤླངས་པ་ sgra nan spans pa Musikant der
wts_1_34	500	39	2	ངན	nan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་ངན་སྤླངས་པ་ sgra nan spans pa Musikant der
wts_1_34	500	39	3	སྤླངས	spans	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	25	30	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་ངན་སྤླངས་པ་ sgra nan spans pa Musikant der
wts_1_34	500	39	4	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	31	33	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་ངན་སྤླངས་པ་ sgra nan spans pa Musikant der
wts_1_34	500	42	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	20	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་རེས་པར་བརྗོང་པ་ sgra nes par brjod pa Ety-
wts_1_34	500	42	2	རེས	nes	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	25	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་རེས་པར་བརྗོང་པ་ sgra nes par brjod pa Ety-
wts_1_34	500	42	3	པར	par	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	29	32	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་རེས་པར་བརྗོང་པ་ sgra nes par brjod pa Ety-
wts_1_34	500	42	4	བརྗོང	brjod	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	33	38	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་རེས་པར་བརྗོང་པ་ sgra nes par brjod pa Ety-
wts_1_34	500	42	5	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	39	41	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་རེས་པར་བརྗོང་པ་ sgra nes par brjod pa Ety-
wts_1_34	500	47	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	14	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་འཛིན་ sgra gcan ’dzin
wts_1_34	500	47	2	གཅན	gcan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	19	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་འཛིན་ sgra gcan ’dzin
wts_1_34	500	47	3	འཛིན	’dzin	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	24	29	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་འཛིན་ sgra gcan ’dzin
wts_1_34	500	62	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་ sgra gcan Rähu, der als Planet gedach-
wts_1_34	500	62	2	གཅན	gcan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་ sgra gcan Rähu, der als Planet gedach-
wts_1_34	500	77	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་མཇུག་མ་ sgra gcan mjug ma Komet.
wts_1_34	500	77	2	གཅན	gcan	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	21	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་མཇུག་མ་ sgra gcan mjug ma Komet.
wts_1_34	500	77	3	མཇུག	mjug	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	26	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་མཇུག་མ་ sgra gcan mjug ma Komet.
wts_1_34	500	77	4	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	31	33	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་མཇུག་མ་ sgra gcan mjug ma Komet.
wts_1_34	500	80	1	སྒྲ	sgra	marker_or_damage	yes	no	sufficient	blocked			marker_or_damage	probable_span	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	latin_headword_overlap	no	སྒྲ་གཅན་འཇོམས་ sgra gcan 70:77$5 Beiname des
wts_1_34	500	80	2	གཅན	gcan	marker_or_damage	no	no	none	blocked			marker_or_damage	probable_span	20	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	latin_headword_overlap	no	སྒྲ་གཅན་འཇོམས་ sgra gcan 70:77$5 Beiname des
wts_1_34	500	80	5	འཇོམས	Beiname	marker_or_damage	no	yes	none	blocked			marker_or_damage	probable_span	33	40	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	latin_headword_overlap	no	སྒྲ་གཅན་འཇོམས་ sgra gcan 70:77$5 Beiname des
wts_1_34	500	108	1	སྒྲ	sgra	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྒྲ་གཅན་བྲ་བྱེད་ sgra gcan za byed
