reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_nasal_upgrade	mna	mña	5	1	wts_1_34:471:198; wts_1_34:586:129; wts_1_34:856:23; wts_1_34:1011:70; wts_1_34:1101:6	Lex. rgyal khab = rgyal po gcig gi mna’ ’og tu || Tempel“ (Nel 13b5); mi sa la / ~$ mna’ || KHRI BYAN BLO BZAN YE 6105 BSTAN ’DZIN RGYA MTSHO 0. ].: Yors rdzogs bstan pa’ı mna’
alternate_witness_google_loc_nasal_upgrade	khon	khoṅ	5	1	wts_1_34:485:46; wts_1_34:745:39; wts_1_34:816:140; wts_1_34:816:184; wts_1_34:1093:76	(Glr 136,8); ~ kyi bsad pa la khon Ihag par || (Prav 18,20); sens ni ~ pa dan khon khro ba || klu khon gis ... gtan gtsigs ... sras khri sron Ide
alternate_witness_google_loc_nasal_upgrade	klon	kloṅ	5	1	wts_1_34:519:12; wts_1_34:643:179; wts_1_34:1119:21; wts_1_34:1127:46; wts_1_34:1192:84	Feuergott“ (Thk 2: 411,3); mkha’ klon ma || Lex. ambhasam bhramah (Ak 62.20); klon || 86,9); klon du — tshogs kyis bkyon (metr.)
alternate_witness_google_loc_nasal_upgrade	run	ruñ	5	1	wts_1_34:581:5; wts_1_34:700:34; wts_1_34:1059:178; wts_1_34:1092:103; wts_1_34:1116:11	te bdag ’ga’ yod na ni / ~ run las ’jigs ’gyur || du ... fie sbas gnas » bar byed na ci ma run || dam dan mtshan = pa khyim thab tu mı run
alternate_witness_google_loc_nasal_upgrade	nag	ñag	5	1	wts_1_34:816:20; wts_1_34:816:69; wts_1_34:816:75; wts_1_34:816:76; wts_1_34:970:206	süan nag mkhan, shan nag || tern“ (Tär 123,21); süan nag gi bstan bcos ra || san nag tshig gi rgyan yın zer (brDa); sian
alternate_witness_google_loc_nasal_upgrade	bon	boṅ	5	1	wts_1_34:915:13; wts_1_34:1063:5; wts_1_34:1075:11; wts_1_34:1152:75; wts_1_34:1152:80	(Ahs 1.2.8d); bon bu rdul tsam za ba’an || bo’i Ito gan (x. =) = mthe bon gi Zen tshad || hält“ (Srid 966); pha bon sdig ru la na bza’
alternate_witness_citation_siglum	GS-H	Gś-H	5	1	wts_1_34:1062:70; wts_1_34:1149:55; wts_1_34:1171:43; wts_1_34:1182:115; wts_1_34:1204:27	(GS-H 536); ’di yi sku ni bdun dag - ba dan || ein giftiges Blatt“ (GS-H 60b); — gi ’igs pa || (GS-H 9a); nam phyed kyi — kyı no bo la
alternate_witness_google_loc_nasal_upgrade	sgrun	sgruṅ	4	1	wts_1_34:23:105; wts_1_34:503:83; wts_1_34:503:89; wts_1_34:503:95	Glin ge sar rgyal po’i sgrun ] STEIN 1956 [Gesar] || སྒྲུང་རྒྱུད་ sgrun rgyud Erzählung. || སྒྲུང་གཏམ་ sgrun gtam Legende, Geschichte.
alternate_witness_google_loc_fricative_upgrade	gZon	gŹon	4	1	wts_1_34:23:111; wts_1_34:845:51; wts_1_34:855:33; wts_1_34:944:21	’Gos lo tsä ba gZon nu dpal ! LokesH CHanpra 1976 [Debn] || m’TIshur ston gZon nu sen ge (ca. 1150-1210): 7shad ma ses rab sgron || Hucon, Pascale 2004: m Tshur ston gZon nu sen ge: Tshad ma ses rab sgron ma. Wien:
alternate_witness_google_loc_nasal_upgrade	bskan	bskaṅ	4	1	wts_1_34:28:61; wts_1_34:149:81; wts_1_34:1013:100; wts_1_34:1013:112	Srid rgyal drel nag ma’i bskan ba † Sammlung Waddell [Srid] || Irankopfer“ (gZi-Sn 72,31); bskan ba’i gnas || thugs dam dgyes bskan dbyins su mies par
alternate_witness_google_loc_fricative_upgrade	gzon	gźon	4	1	wts_1_34:85:176; wts_1_34:235:6; wts_1_34:314:23; wts_1_34:315:192	ཀུན་གཞོན་ kun 5707, Kurzf. f. tkun dga’ gzon nn, || (Vdk 2: 364,4); mar khu’i gzon pa — ba dan || mdzad du gsol „Euer Majestät soll es wissen!“ (Suv 150,23); Jam dpal gzon nus ~ pa
alternate_witness_google_loc_fricative_upgrade	sag	śag	4	1	wts_1_34:108:157; wts_1_34:904:32; wts_1_34:995:134; wts_1_34:1045:20	zib dam zur du stsal sag „die Steuer- und || ausgeübt“ (MTH 3/5/27 16); bka’ sag nas || Zu ba ’dra gäis la bka’ sag - zur du spel ba
alternate_witness_google_loc_nasal_upgrade	krun	kruṅ	4	1	wts_1_34:109:16; wts_1_34:200:91; wts_1_34:200:148; wts_1_34:789:33	ཀྲུང་ཀླང་ krun krun \khrun khrun. || krun, skyil skrun, dkyil dkrun, skyil || 6283); —, skyil mo krun = dkyıl du Zabs skyıl
alternate_witness_google_loc_nasal_upgrade	grans	grañs	4	1	wts_1_34:112:116; wts_1_34:425:5; wts_1_34:499:96; wts_1_34:800:17	slob dpon — kyis / klu’i yul nas gdan grans (r. || Lex. ~ pa = grans ka ~ zin pa „gezählt“ || smad pa dan grags pa’i rnam grans kyi min);
alternate_witness_google_loc_nasal_upgrade	nen	ñen	4	1	wts_1_34:119:94; wts_1_34:258:220; wts_1_34:797:67; wts_1_34:1091:70	དཀའ་ཉེན་ dka’ nen Leiden, Schwierigkeit. || 147b2); bru ba tsha bas nen te ’chi la - pa na || Lex. Aan (r. nen) ka che ba’am dka’ sa
alternate_witness_google_loc_fricative_upgrade	bzon	bźon	4	1	wts_1_34:156:143; wts_1_34:640:161; wts_1_34:640:197; wts_1_34:959:31	= ... zer ba bzon bskyod kyifs) mtshon phyi || ཆེབས་བཞོན་ chibs bzon Reiter. || Lex. rta bzon te bsu ba „reitend willkommen
alternate_witness_google_loc_nasal_upgrade	dkrun	dkruṅ	4	1	wts_1_34:200:91; wts_1_34:200:156; wts_1_34:200:156; wts_1_34:200:161	krun, skyil skrun, dkyil dkrun, skyil || dkyil dkrun oder skyil dkrun“ (brDa); skyıl
alternate_witness_google_loc_nasal_upgrade	bkan	bkaṅ	4	1	wts_1_34:213:44; wts_1_34:1000:63; wts_1_34:1000:146; wts_1_34:1004:203	rin po che dag... sgrom bkan nas ... — su bskur || » tshom / mgo phren thod pa bdud rtsi bkan || (Rgs 30.5b); ~$ bkan ste rja (r. rdza) gzon
alternate_witness_google_loc_fricative_upgrade	sor	śor	4	1	wts_1_34:259:7; wts_1_34:532:6; wts_1_34:691:94; wts_1_34:765:104	um“ (Debm 3358); zin la - yod pa la ... sor || neigen“ (Dagy); ~ sor ba = dban med du ~ || run kha sor „der Bya-run-kha-$or-Stüpa in
alternate_witness_google_loc_fricative_upgrade	sed	śed	4	1	wts_1_34:293:39; wts_1_34:413:187; wts_1_34:663:154; wts_1_34:800:64	ཁྲག་ཤེད་ khrag sed Blutdruck. || war“ (Suv 29,26); !ha ga sed du gzigs mo dan || sollte“ (Ins 33); bu tsha’i snin sed - de
alternate_witness_google_loc_fricative_upgrade	gsed	gśed	4	1	wts_1_34:312:32; wts_1_34:905:74; wts_1_34:1093:43; wts_1_34:1104:28	gsed ma ... ~ süel (r. mes) nas b{s}krons || 17823); gsed mas rgyal bu la val gris ~ pa na || phrag du ma — kyan „auch viele Hunderttausende von Lebewesen“ (Udr 10,17); gsed
alternate_witness_google_loc_nasal_upgrade	zans	zaṅs	4	1	wts_1_34:315:182; wts_1_34:672:41; wts_1_34:986:111; wts_1_34:1135:29	snod kyi nan du „Butter in einem Metallgefäß (skt. kämsa)“ (Siddh 1.56); yarı na zans || ཆོལ་ཟང་ས་ chol zans Spucknapf, Nachttopf, || ཐྲག་བྲངས་ thag zans Vthags bzan.
alternate_witness_google_loc_nasal_upgrade	rin	riñ	4	1	wts_1_34:368:89; wts_1_34:1016:160; wts_1_34:1189:26; wts_1_34:1189:31	bstan pa ... yun rin gnas - cig (metr.) „möge || thun gsum can ma ~ rin gyur pa skad cig bzin || དུས་རིང་ dus rin auch — po, — mo, dus yun rin
alternate_witness_google_loc_nasal_upgrade	drans	drañs	4	1	wts_1_34:369:63; wts_1_34:695:72; wts_1_34:1007:73; wts_1_34:1031:35	Lex. ~ ba = gdon pa sgra dbyans su drans pa || dge ’dun sde gfäis spyan drans nas ... = gsol || 16,18); sku gsun - rten spyan drans la
alternate_witness_google_loc_nasal_upgrade	yons	yoṅs	4	1	wts_1_34:382:85; wts_1_34:574:9; wts_1_34:1095:97; wts_1_34:1098:22	su ~ ste „du erreichst die ersehnte Buddhaschaft“ (Liy2 108); yons su ma = pa gZan ci || auch für das Präsens“ (Dagy); yons su ~ ba’i || nam mkha’ yons — ston ka’i zla ’dra bar
alternate_witness_google_loc_nasal_upgrade	nun	ñuṅ	4	1	wts_1_34:388:118; wts_1_34:1107:104; wts_1_34:1140:63; wts_1_34:1182:8	zwei Häusern“ (brDa); khyim nun nu las || bar / rim is nun nu nun nus de yons ’gens pa || ka ras dos su gnan ba’i sa dpyad nun nu
alternate_witness_initial_i_to_l_translit	Ihas	lhas	4	1	wts_1_34:395:185; wts_1_34:486:166; wts_1_34:629:145; wts_1_34:733:38	Lex. skud pa Ihas zin pa (Dagy); gle po = sin || Ihas ... ~ du bzlog par gyur to „Kämadeva hat || ཆང་ལྷས་ chan Ihas Wirtshaus, Biergarten.
alternate_witness_google_loc_nasal_upgrade	nos	ños	4	1	wts_1_34:399:79; wts_1_34:447:148; wts_1_34:1089:7; wts_1_34:1210:71	(brDa); ~$ = zur gyis dan nos ran „seitlich || Lex. kha’i nos güis /©༡/ ’gram „Wange der || nos 'dzin na / lug mig dan span rgyan dkar
alternate_witness_google_loc_fricative_upgrade	gzun	gźun	4	1	wts_1_34:403:19; wts_1_34:590:27; wts_1_34:694:108; wts_1_34:1210:75	dban gi gzun ’bans) tshwa len byed mi’i rıgs || mdo rtsa ba’i gzun ’grel tik chen rin chen phren ba’i dgons rgyan Zes bya ba bZugs so. || rtogs par dka’ ba’i gnas gtan la dbab pa zes bya ba’i gzun /
alternate_witness_google_loc_nasal_upgrade	gans	gaṅs	4	1	wts_1_34:407:65; wts_1_34:797:81; wts_1_34:850:66; wts_1_34:1052:103	(Nel 4a1); gans rise mo - la reg pa rmıs „ich || (Glr 46,18); gans can bod du rje rgyal 9774? || dKar ru grub chen bsTan ’dzin rin chen (geb. 1801): ’Dzam glin gans
alternate_witness_citation_siglum	Bhukkh	BhuKkh	4	1	wts_1_34:438:93; wts_1_34:676:150; wts_1_34:1031:199; wts_1_34:1058:81	(Bhukkh 160, 17); [go]r ’thus ~ bcas „die || wurden“ (Bhukkh 122,5); khams gsum chos || Diebstahls getötet wird“ (Bhukkh 160,9);
alternate_witness_google_loc_nasal_upgrade	rkyan	rkyaṅ	4	1	wts_1_34:457:181; wts_1_34:639:30; wts_1_34:639:31; wts_1_34:935:139	Yak in Fesseln“ (PT1287 328); $a rkyan ni || ཆིག་རྐྱང་ chig rkyan einzig, allein. || Lex. gcig pu geig rkyan (brDa); gcig gi don
alternate_witness_google_loc_nasal_upgrade	gnan	gnañ	4	1	wts_1_34:470:212; wts_1_34:496:105; wts_1_34:522:93; wts_1_34:1204:79	gon ma nas sa yos lo gnan ba’i - dan „es || na ran la ... gser gyı > gan ... gnan no „mir || 16); ~ ran la... gan dgos gnan ho „mir selbst
alternate_witness_google_loc_fricative_upgrade	sig	śig	4	1	wts_1_34:488:174; wts_1_34:496:50; wts_1_34:654:192; wts_1_34:916:149	Lex. ~ Igarı phug = rtse mo?i yo chas sig „ein || Lex. bsgom bya yod na - Sig (brDa); ~ sig ces || po’an zer „so heißt auch ein weißer Edelstein“ (brDa); nor bu’i rigs sig (Dagy).
alternate_witness_google_loc_nasal_upgrade	gnis	gñis	4	1	wts_1_34:522:45; wts_1_34:616:36; wts_1_34:994:200; wts_1_34:994:201	grans - gcig (Dagy); ra gnis = Ina ben ~ gis || Lex. sbrul gyi min (brDa, Dagy); Ice gnis & || Lex. ~ gnis 2 sin rje chen po dan ston ind
alternate_witness_google_loc_nasal_upgrade	sna	sṅa	4	1	wts_1_34:564:118; wts_1_34:564:213; wts_1_34:564:218; wts_1_34:917:108	མྱི sna. || Lex. sna (¥, 1, ma) khan = mädah (Mvy || Lex. - ni sna ma (KlonD 740,3); sna mkho
alternate_witness_google_loc_nasal_upgrade	mnar	mṅar	4	1	wts_1_34:576:122; wts_1_34:721:32; wts_1_34:1016:116; wts_1_34:1203:102	gsum ste / mnar skyur isha ba’i bdag nid - || sin mnar = rgya skyegs ... myur du ’joms || 75,28); Zim mnar mthud la „wohlschmek-
alternate_witness_google_loc_nasal_upgrade	phran	phraṅ	4	1	wts_1_34:590:140; wts_1_34:783:173; wts_1_34:955:149; wts_1_34:1098:82	g.yan sa dan lam ’phran dog po (Dagy). || tshogs khan bla phran (r. bran) gi ~ su brtsod || brgal ba’i ’phran „der schmale Pfad, auf
alternate_witness_google_loc_nasal_upgrade	chan	chaṅ	4	1	wts_1_34:629:50; wts_1_34:629:100; wts_1_34:629:109; wts_1_34:955:212	ཆང་ཆམ།འ།་ chan mal Bez. für Wirtshaus. || rked pa gäu’i chan zuns (¥: |. zun) Itar phra || ཆང་རག་ chan rag Arrak und chan.
alternate_witness_google_loc_nasal_upgrade	bsnags	bsṅags	4	1	wts_1_34:634:134; wts_1_34:654:72; wts_1_34:753:129; wts_1_34:978:200	bad dan ka med la bsags (r. bsnags) (metr.) || binags (r. bsnags) pa yin „Bananen[-Saft] ist || dis ... yul dbus kyi bsnags pa - do „von diesem wurde das Lob Madhyadesas gespro-
alternate_witness_google_loc_nasal_upgrade	lun	luṅ	4	1	wts_1_34:660:62; wts_1_34:843:129; wts_1_34:1124:10; wts_1_34:1189:102	(In5 E10); bya pu ni lun cuns su (metr.) „in || bDud rtsi bum pa’i lunı / Amrtakalasasiddhi. Abt. rNin rgyud, ga 21624- || pa’i dam chos rnam 977/5 te / lun dan rtogs
alternate_witness_google_loc_nasal_upgrade	dnags	dṅags	4	1	wts_1_34:696:183; wts_1_34:816:32; wts_1_34:816:99; wts_1_34:1122:70	nes brjod kyi rig byed dan / san dnags kyı || སྙན་དངགས་ san dnags auch san nag. || སྙན་དངགས་པུ་ san dnags bu Tsüan rag mkhan
alternate_witness_google_loc_nasal_upgrade	rgyan	rgyaṅ	4	1	wts_1_34:725:5; wts_1_34:725:13; wts_1_34:935:142; wts_1_34:1155:61	bo cag ni ... 7/9 rten rgyan pan mi ston to || Lex. rgyanı phan, rgyan ’phen = skye ba 5777 || entschlossen, offen; vgl. Idem rgyan.
alternate_witness_citation_siglum	Gs-H	Gś-H	4	1	wts_1_34:854:108; wts_1_34:1016:13; wts_1_34:1068:107; wts_1_34:1093:91	[Gs-H] || ist kurz, das Wissen mannigfach“ (Gs-H || erhöht werden?“ (Gs-H 84b); ’thon po
alternate_witness_citation_siglum	G$-H	Gś-H	4	1	wts_1_34:915:16; wts_1_34:1058:39; wts_1_34:1122:58; wts_1_34:1189:38	gierden nach“ (G$-H 406); ~ bdag nid la / || werden?“ (G$-H 84a); klu mo = ba gdug || (skt. satkulina)“ (G$-H 60a); —’i spyod Idan
alternate_witness_google_loc_nasal_upgrade	dpun	dpuṅ	4	1	wts_1_34:941:110; wts_1_34:949:149; wts_1_34:1058:161; wts_1_34:1095:26	Zabs gras = rigs sogs rgya dpun 0/($) mdun nas || gesund“ (Ahs 1.4.36d); mi ni ... dpun ༨ par || མཐུ་དཔུང་སྤོས་རི་” mthu dpun spos 77 ...
alternate_witness_google_loc_nasal_upgrade	mthon	mthoṅ	4	1	wts_1_34:986:135; wts_1_34:1066:160; wts_1_34:1095:18; wts_1_34:1118:105	na sin ljon pa man po Zig mthon nas „er sah || མཐོང་ན་དགའ་ mthon na dga’ schön. || 1062); mthon dan goms pa’i lam — la / byan
alternate_witness_google_loc_nasal_upgrade	dwan	dwaṅ	4	1	wts_1_34:1105:77; wts_1_34:1105:80; wts_1_34:1106:47; wts_1_34:1106:104	(brDa); dwan ba’i yid = dga’ ba „Freude“ || དང་ག་ dan ga auch dan ka, dan kha, dwan ga, || དང་དུ་བླངས་ dan du blans auch dan blans, dwan
alternate_witness_google_loc_nasal_upgrade	rNin	rÑin	3	1	wts_1_34:25:122; wts_1_34:27:39; wts_1_34:843:126	on, rNin ma’i &hos ’byun Chen mo. Faksimile-Edition der Berliner Handschrift (Staatsbiblio- || rNin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rNcd] || bDud rtsi khyil pa la phyag tshal lo / Amrtakundalyai namah. Abt. rNin
alternate_witness_google_loc_nasal_upgrade	kron	kroṅ	3	1	wts_1_34:90:28; wts_1_34:108:40; wts_1_34:109:92	Lex. kran ne’am kron ne / gzugs po ke rer lans || ཀྲང་ངེ་ kran ne \kron ne. || (brDa); yar lans stans dan ma ba kron ne
alternate_witness_google_loc_nasal_upgrade	ken	keṅ	3	1	wts_1_34:90:206; wts_1_34:461:203; wts_1_34:1107:24	ཀེང་ཙོ་ཕྱ་སྲས་ ken tse ༼/77:% sras npr. „Keh-tse, || 530); rgya chen po’i lo’ myin ni / can ken lo || 9); rgya chen po’i lo’i myin ni / can ken lo
alternate_witness_google_loc_fricative_upgrade	zwa	źwa	3	1	wts_1_34:98:197; wts_1_34:228:178; wts_1_34:430:33	Lex. kon po’: pho mo’i zwa mo (TIC). || de sa la ¬ dbu zwa bkab ste „er vergrub ıhn || Lex. zwa mo’i min (brDa, ähnl. Dagy).
alternate_witness_google_loc_nasal_upgrade	snin	sñin	3	1	wts_1_34:106:108; wts_1_34:149:144; wts_1_34:663:154	Lex. byed sgra ste yid — snin re rje „Instrumental, [wie bei] im Geist Mitgefühl [emp- || snin pos phyogs bir pho na rta pa dag — ste || sollte“ (Ins 33); bu tsha’i snin sed - de
alternate_witness_initial_i_to_l_translit	Ihar	lhar	3	1	wts_1_34:107:69; wts_1_34:915:24; wts_1_34:1179:26	(Udr 18,10); — ”7/ ni Ihar gyur (metr.) „oh, || (Vmst 109); ’o skol gyis yi dwags la Ihar || Monat“ (Mvup 1.44c); Ihar bcas dan / ku na
alternate_witness_google_loc_fricative_upgrade	sod	śod	3	1	wts_1_34:116:40; wts_1_34:244:152; wts_1_34:941:81	han tin ne dzin bzan pos / klun sod Zwa dan / || Lex. skad cha sod mkhas pa „redegewandt“ || min la ma I{t]os pa’i kban pa sten sod manı
alternate_witness_google_loc_nasal_upgrade	phan	phaṅ	3	1	wts_1_34:119:7; wts_1_34:813:112; wts_1_34:1204:24	— spyad las ni ma bgyis par / go 'phan rüed — || schwer gelangt“ (Srkk 2.1); go ’phan ~ mi || Ita ji Itar log par spyod par byed / — ’go phan
alternate_witness_hyphenated_initial_i_to_l_translit	Khri-Ide	Khri-lde	3	1	wts_1_34:177:69; wts_1_34:407:50; wts_1_34:1130:38	Khri-Ide sron-btsan in dBus südwestlich || gsegs so „nachdem Khri-Ide gtsug-rtsan an || dard te / dgun du g$egs so „nachdem der König, der Vater Khri-Ide gtsug-rtsan, an sei-
alternate_witness_initial_i_to_l_translit	Itos	ltos	3	1	wts_1_34:184:13; wts_1_34:813:151; wts_1_34:1091:73	— du ’gror run nam Itos $og „sieh nach, ob er || Lex. log ’tsho Ina der Itos sig (brDa); - ba = || la — las nams dga’ ba e yon Itos „schaut, ob
alternate_witness_google_loc_nasal_upgrade	bsrun	bsruṅ	3	1	wts_1_34:187:88; wts_1_34:1106:70; wts_1_34:1126:48	སྐུ་བསྲུང་ sku bsrun, sku bsruns Tsku sruns. || pas skar rgyal bsrun ma khros so „weil er achtsam war und nicht darauf einging, wurde || te“ (Tär 144,18); — bsrun ma $es (metr.) „ich
alternate_witness_google_loc_nasal_upgrade	nam	ṅam	3	1	wts_1_34:196:3; wts_1_34:1204:9; wts_1_34:1213:62	nam byug pa’am — ni Zal ba / Zal zal kyan de || nam — yan (v.\. add. — la) = atha ca (Mvy || nam Sod kyi bye ma ne’u gsin du bsgyur ba dan
alternate_witness_google_loc_fricative_upgrade	zal	źal	3	1	wts_1_34:196:3; wts_1_34:672:54; wts_1_34:749:215	nam byug pa’am — ni Zal ba / Zal zal kyan de || (brDa); bzed zal gyi min (Dagy); mchil || zal ... - kyi dbanı pos kun tu khebs par mdzad
alternate_witness_google_loc_nasal_upgrade	gtan	gtaṅ	3	1	wts_1_34:201:157; wts_1_34:766:76; wts_1_34:915:207	30.5); — ni... rams stobs dan sbyar te / gtanı || dan sbyar te / gtan bar bya’o „die Brechmittel verabreiche man je nach Kon- || ba’i bes giien ni ... mi gtan ro (metr.) „den
alternate_witness_google_loc_fricative_upgrade	bsan	bśan	3	1	wts_1_34:201:198; wts_1_34:244:24; wts_1_34:378:96	ein“ (Kävyäd 1.962); — pa bsan dan gci ba || ni / bsan dan - byun gyur na (metr.) „wenn || གྲི་ཐོགས་བཞན་པ་བརྒྱད་ gi thogs bsan pa brgyad
alternate_witness_google_loc_nasal_upgrade	mnar	mñar	3	1	wts_1_34:240:41; wts_1_34:461:115; wts_1_34:1101:58	(Srkk 156.1); -r mnar ba bro ba „ein süßer || 1.3.31); ~ chu ni snum pa dan / ro mnar ro || su „von Zeit zu Zeit“ (Udr 1,13); chos mnar
alternate_witness_google_loc_nasal_upgrade	mnags	mṅags	3	1	wts_1_34:243:59; wts_1_34:888:94; wts_1_34:1052:85	།ཁ་མངགས་ kba mnags pf. zu kha mnag beauf- || Lex. - pa = mnags pa la’an „auch für: || sne mor mnags slebs - [la] sprins pa „gesandt an die Führungskräfte über zivile
alternate_witness_google_loc_nasal_upgrade	blan	blaṅ	3	1	wts_1_34:259:137; wts_1_34:355:99; wts_1_34:1208:29	2823); kun sen kon jo btsan po’i ~ tu blan „er || ’di nid kyis - / säin po cı phyir blan mi bya || rab pha rol phyin blan (metr.) „deshalb (skt.
alternate_witness_google_loc_nasal_upgrade	kan	kaṅ	3	1	wts_1_34:301:178; wts_1_34:1167:100; wts_1_34:1167:102	breiten“ (Samv 10.42a); ~ rdo rje kin kan || Lex. ro zan bya ste bya kam ka’am kan ka || ka“ (brDa); — kan ka dan rgod la „für: Lei-
alternate_witness_google_loc_nasal_upgrade	ned	ñed	3	1	wts_1_34:332:97; wts_1_34:810:213; wts_1_34:811:12	37,6); ned kyıs - geig brtag dpyad mdzad pas || 67.4); phyag rgya yin / sor mo ned pa’anı de || und es wird weich“ (brDa); ned pa =
alternate_witness_google_loc_nasal_upgrade	yons	yoñs	3	1	wts_1_34:341:44; wts_1_34:749:148; wts_1_34:1107:104	"run ba dag cig yons su fams par gyur [7777 || 126); myi yons kyan = / la ""khanı no „jedermann war verärgert über den Herrn“ || bar / rim is nun nu nun nus de yons ’gens pa"
alternate_witness_google_loc_fricative_upgrade	gzug	gźug	3	1	wts_1_34:358:131; wts_1_34:540:29; wts_1_34:888:171	(Lis 30,3); mag gzug pa ste g.yog byed || > ’dzin du gzug phyir byed (metr.) „das || rabs chad ... dur gyi gta’ ru gzug pa (metr.)
alternate_witness_google_loc_nasal_upgrade	nar	ñar	3	1	wts_1_34:370:95; wts_1_34:797:24; wts_1_34:797:24	land“ (Glu 2d); rıg pa nar thob gyon tshig tal || nar 2 nan pa’i nus pa (Dagy); gan nar bsad
alternate_witness_google_loc_nasal_upgrade	blans	blañs	3	1	wts_1_34:396:215; wts_1_34:767:95; wts_1_34:1108:56	> blans nas „nachdem er das Lied gesungen || rje blas dka|’] dgu namsu blans te „er nahm || 13.46); ’o skol — bslab sdom ma blans tsam
alternate_witness_google_loc_nasal_upgrade	rans	rañs	3	1	wts_1_34:403:35; wts_1_34:426:149; wts_1_34:810:13	oder erfreut“ (brDa); rans pa ni - ba „erfreut sein: dga’ ba“ (1 16 18,9); ~ bas = distya || > la yid rans Sin rab tu dga’ ste „sie waren || tho rans yanı dag pa’i tin ne ’dzin la ~ „bei
alternate_witness_google_loc_nasal_upgrade	sans	saṅs	3	1	wts_1_34:430:182; wts_1_34:457:187; wts_1_34:465:136	den zehn Richtungen“ (Rgs 28.2c); sans || rgyags pa rab spans pa / sans rgyas (metr.) || rgod bral zum dan - pa rab spans pa / sans
alternate_witness_google_loc_nasal_upgrade	stans	stañs	3	1	wts_1_34:442:27; wts_1_34:944:152; wts_1_34:949:210	pa Ita bu (Dagy); - stans = no bo gan du ~ || སྟངས་དབྱལ་ stans dbyal Tstan dbyal. || na ro pas Ita stans mdzad pas mar kn Itar ~
alternate_witness_google_loc_nasal_upgrade	rnams	rṅams	3	1	wts_1_34:459:59; wts_1_34:752:140; wts_1_34:1056:71	(Nel 1931); dkyıl ’Rhor ... rnams su dpag || བརྗིད་རྔམས་ briid rnams bedrohendes, beein- || bgegs mthar byed ni ~ rnams pa’i tshul
alternate_witness_google_loc_nasal_upgrade	lons	loṅs	3	1	wts_1_34:465:145; wts_1_34:673:207; wts_1_34:707:149	darpitab (Mvy 7343); ~ pa = ran gi lons || chos sku lons sku sprul sku bzi „die Körper || Ja la lons ma spyad pa’i shon rol gi phud
alternate_witness_google_loc_nasal_upgrade	btun	btuṅ	3	1	wts_1_34:482:11; wts_1_34:745:14; wts_1_34:1126:57	khyod kyis ... khrag kyan btun du mi run la / || ku su chu Sin... btun bar rjes su binags (r. || (Vdk 2: 399,3); — gtsan mas btun na (metr.)
alternate_witness_google_loc_nasal_upgrade	tshan	tshaṅ	3	1	wts_1_34:504:148; wts_1_34:638:94; wts_1_34:952:95	rGod-tshan-pa“ (gNas 24,16); rgod tshan pa || (gZer 158,3); de stag mo tshan nas lan ’dra || dkar nag = tshon (r. tshan) „alle Landkreise
alternate_witness_google_loc_nasal_upgrade	lan	laṅ	3	1	wts_1_34:558:48; wts_1_34:742:155; wts_1_34:1134:53	rgyug dud pa lan rgyug byas nas „beim || po la ba lan la sogs par sgro ’dogs pa ni rjes || Lex. tärunya „Jugend“ (Ak 150.40); lan tsho
alternate_witness_google_loc_nasal_upgrade	rnog	rṅog	3	1	wts_1_34:558:68; wts_1_34:1052:118; wts_1_34:1160:7	Lex. gZu gu’i rna ma dan mgo’i ze rnog 977/$ || bla ma rnog pa la ~ tshul bZi’i 690 nas rgynd || (MTH3/3/34 6); —’i rgyal po rnog chad (7.
alternate_witness_google_loc_nasal_upgrade	snon	sṅon	3	1	wts_1_34:571:54; wts_1_34:788:59; wts_1_34:1196:53	Lex. snon nas $es rtogs zin pa „schon vorher || snon legs par spyad pa - pa las „nachdem sie || snon gyi rgyal po —’i dus na „zur Zeit dieses früheren Königs“ (ScpRol 33,30); brag
alternate_witness_google_loc_nasal_upgrade	ban	baṅ	3	1	wts_1_34:576:35; wts_1_34:1086:43; wts_1_34:1141:39	» pi ban sgra shan dan (metr.) „[die Musik- || — ’ge’u te San gyi ban rim bla stens ... bäugs || beg tse gru bZi ban ba bsnol / — bzo la ka
alternate_witness_google_loc_fricative_upgrade	sar	śar	3	1	wts_1_34:578:69; wts_1_34:645:11; wts_1_34:766:160	nützt“ (KunK 56,19); sar gyi sa dgra - yod || lam dbus ~ sar $ar ’bebs (metr.) „läßt man 111 || Lex. brtag dpyad yid la sar ba sgom las skyes
alternate_witness_google_loc_nasal_upgrade	gsuns	gsuñs	3	1	wts_1_34:587:60; wts_1_34:673:125; wts_1_34:1090:101	da(r) dkar sgrol ma gyis dan gsuns „ich bitte, || > du ma dan bcas par gsuns „die Aussage, er || mkhar las ran gsuns pas „er sagte: ‚mThuchen, nun ist es Zeit für den Bau der Fe-
alternate_witness_google_loc_nasal_upgrade	zun	zuṅ	3	1	wts_1_34:618:84; wts_1_34:629:100; wts_1_34:941:155	6510); zun dan ~ Sas yan lag dan skal ba dan || rked pa gäu’i chan zuns (¥: |. zun) Itar phra || 69,16); me / ka si’i ras zun rnams = gyis Sig
