tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
འགྱེད		provisional	provisional	historically_supported_candidate	no	'gyed:2;Worten:0;gyed:1;pf:0;’gyed:1;’oyed:0		'gyed;Worten;gyed;pf;’gyed;’oyed				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱེན		unresolved	unresolved	no_full_target_evidence	no	'gyen:0;’gyen:0		'gyen;’gyen				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱེར		unresolved	unresolved	no_full_target_evidence	no	’gyer:0		’gyer				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱེལ		unresolved	unresolved	no_full_target_evidence	no	’gyel:0		’gyel				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱེས		unresolved	unresolved	no_full_target_evidence	no	'gyes:0		'gyes				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱོག		unresolved	unresolved	no_full_target_evidence	no	’gyog:0		’gyog				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱོགས	gyogs	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	'gyogs:0;gyogs:1;’gyogs:1;’oyogs:0	wts_35_51	'gyogs;’gyogs;’oyogs				1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱོང		unresolved	unresolved	no_full_target_evidence	no	’gyon:0		’gyon				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྱོད	gyod	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	gyod:1;’eyod:0;’gyod:0	wts_9_m	’eyod;’gyod				1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲ		provisional	provisional	historically_supported_candidate	no	gro:1;gums:0;säin:0		gro;gums;säin				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲགས		unresolved	unresolved	no_full_target_evidence	no	'grogs:0;’gugs:0		'grogs;’gugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲང		provisional	provisional	historically_supported_candidate	no	bran:0		bran				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲངས		provisional	provisional	historically_supported_candidate	no	pa:0;’grans:0		pa;’grans				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲན		unresolved	unresolved	no_full_target_evidence	no	'gran:0;’gran:0		'gran;’gran				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲབ		provisional	provisional	historically_supported_candidate	no	kun:1;’grub:0		kun;’grub				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲམ		provisional	provisional	historically_supported_candidate	no	'eines:1;'gram:3;'yram:0;gram:0;’gram:5;’oram:0		'eines;'gram;'yram;gram;’gram;’oram				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲམས		provisional	provisional	historically_supported_candidate	no	'grams:1;gums:0;’grams:0;’gums:1		'grams;gums;’grams;’gums				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲར		provisional	provisional	historically_supported_candidate	no	gar:0;gyur:0		gar;gyur				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲལ		provisional	provisional	historically_supported_candidate	no	grul:0;’grul:1		grul;’grul				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲས		unresolved	unresolved	no_full_target_evidence	no	’grus:1		’grus				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིག		provisional	provisional	historically_supported_candidate	no	pf:0;’grig:2		pf;’grig				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིགས		provisional	provisional	historically_supported_candidate	no	'grigs:0;pf:0;’grigs:0		'grigs;pf;’grigs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིབ	grib	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	'grib:2;grib:1;’erib:0;’grib:2	wts_35_51	'grib;’erib;’grib				1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིམ		provisional	provisional	historically_supported_candidate	no	'grim:0;grim:0;rim:0;’erim:0;’grim:1		'grim;grim;rim;’erim;’grim				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིམས		unresolved	unresolved	no_full_target_evidence	no	’grims:0		’grims				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིལ		unresolved	unresolved	no_full_target_evidence	no	'gril:0		'gril				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲིས		unresolved	unresolved	no_full_target_evidence	no	’gris:0		’gris				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲུག		provisional	provisional	historically_supported_candidate	no	Ygugs:0;’grig:0		Ygugs;’grig				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲུགས		unresolved	unresolved	no_full_target_evidence	no	’gugs:0		’gugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲུབ		provisional	provisional	historically_supported_candidate	no	pf:0		pf				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲུམ		unresolved	unresolved	no_full_target_evidence	no	’gram:0		’gram				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲུལ		unresolved	unresolved	no_full_target_evidence	no	’erul:0;’grul:1		’erul;’grul				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེ		unresolved	unresolved	no_full_target_evidence	no	'gre:0;’gre:0;’gro:0		'gre;’gre;’gro				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེགས		unresolved	unresolved	no_full_target_evidence	no	’grigs:0		’grigs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེང		unresolved	unresolved	no_full_target_evidence	no	'greii:0;’gren:0		'greii;’gren				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེངས		unresolved	unresolved	no_full_target_evidence	no	’grens:0		’grens				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེབས		unresolved	unresolved	no_full_target_evidence	no	’gribs:1		’gribs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེམས		provisional	provisional	historically_supported_candidate	no	'grems:0;'grims:0;s:0;’grems:1		'grems;'grims;s;’grems				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེལ		unresolved	unresolved	no_full_target_evidence	no	'grel:0;’grel:4		'grel;’grel				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲེས		unresolved	unresolved	no_full_target_evidence	no	’gres:1		’gres				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོ	gro	canonical	canonical_independent_strong	independent_multi_context_canonical	no	'gro:28;ARE:1;Imri:0;Pfeil:1;Schiff:0;Trie:0;Zor:0;a:0;gro:6;kun:1;ma:1;phyogs:0;schlechte:0;sgo:0;überallhin:0;’gro:26;’gropf:0	wts_1_34;wts_35_51;wts_8_b;wts_9_m	'gro;ARE;Imri;Pfeil;Schiff;Trie;Zor;a;kun;ma;phyogs;schlechte;sgo;überallhin;’gro;’gropf				6	0	18	ordinary_tibetan_lexical_or_compound:18	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོགས	grogs	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	grogs:1;’grogs:1	wts_8_b	’grogs				1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོང		provisional	provisional	historically_supported_candidate	no	gron:1;oron:1;’gron:0		gron;oron;’gron				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོངས		provisional	provisional	historically_supported_candidate	no	grons:0;’grons:0		grons;’grons				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོད		unresolved	unresolved	no_full_target_evidence	no	'god:0		'god				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོན		provisional	provisional	historically_supported_candidate	no	gran:0;’gron:1		gran;’gron				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོའི		unresolved	unresolved	no_full_target_evidence	no	'gro'i:1;’groi:1;’gro’i:5;’gro’irgyu:1		'gro'i;’groi;’gro’i;’gro’irgyu				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོར		provisional	provisional	historically_supported_candidate	no	dud:0		dud				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོལ		provisional	provisional	historically_supported_candidate	no	grol:0;pf:1		grol;pf				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོས		provisional	provisional	historically_supported_candidate	no	'gros:4;Sa:0;’gros:7		'gros;Sa;’gros				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགྲོཨཊ		unresolved	unresolved	no_full_target_evidence	no	’phros:1		’phros				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འགློ		unresolved	unresolved	no_full_target_evidence	no	’gro:1		’gro				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འང		provisional	provisional	historically_supported_candidate	no	gu:0;’du:1;’dul:0		gu;’du;’dul				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འངད		unresolved	unresolved	no_full_target_evidence	no	’du:0		’du				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འངདལ		unresolved	unresolved	no_full_target_evidence	no	’dul:0		’dul				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འངས		provisional	provisional	historically_supported_candidate	no	'oṅs:1;oṅs:2		'oṅs;oṅs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འངོང		provisional	provisional	historically_supported_candidate	no	dod:1		dod				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འངོར		provisional	provisional	historically_supported_candidate	no	par:0		par				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆ		provisional	provisional	historically_supported_candidate	no	chi:1		chi				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆག		provisional	provisional	historically_supported_candidate	no	'chag:0;pf:0;’chag:0		'chag;pf;’chag				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆགས		provisional	provisional	historically_supported_candidate	no	Pchags:0;chags:0;sa:0;’chags:0		Pchags;chags;sa;’chags				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆང	chaṅ	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'chaṅ:5;Beiname:1;bzun:0;chaṅ:5;dbus:0;’chaṅ:6	wts_1_34;wts_35_51	'chaṅ;Beiname;bzun;dbus;’chaṅ				3	2	3	ordinary_tibetan_lexical_or_compound:5	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆཊ		unresolved	unresolved	no_full_target_evidence	no	’cham:0		’cham				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆད		provisional	provisional	historically_supported_candidate	no	'chad:0;chad:0;’chad:0		'chad;chad;’chad				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆབ		unresolved	unresolved	no_full_target_evidence	no	'chab:0		'chab				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆམ		unresolved	unresolved	no_full_target_evidence	no	'cham:0;’cham:1;’chom:0		'cham;’cham;’chom				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆམས		unresolved	unresolved	no_full_target_evidence	no	’chams:0		’chams				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆཚ		unresolved	unresolved	no_full_target_evidence	no	’ishal:0		’ishal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆའ		unresolved	unresolved	no_full_target_evidence	no	’chal:1;’cha’:3		’chal;’cha’				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆར	char	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'char:3;ba:0;can:0;char:2;dmigs:0;phul:0;’char:2	wts_1_34	'char;ba;can;dmigs;phul;’char				2	0	6	ordinary_tibetan_lexical_or_compound:6	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆལ		unresolved	unresolved	no_full_target_evidence	no	'chal:2;’chal:2		'chal;’chal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆི	chi	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'chi:3;INN:0;Substitutsopfer:0;ba:0;bdag:1;chi:3;’chi:6	wts_1_34	'chi;INN;Substitutsopfer;ba;bdag;’chi				3	0	10	ordinary_tibetan_lexical_or_compound:10	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆིང		provisional	provisional	historically_supported_candidate	no	'chiṅ:3;chiṅ:11;kha:1;’chiṅ:2		'chiṅ;chiṅ;kha;’chiṅ				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆིངས		unresolved	unresolved	no_full_target_evidence	no	’chins:0		’chins				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆིབ		unresolved	unresolved	no_full_target_evidence	no	'chib:0		'chib				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆིམས		unresolved	unresolved	no_full_target_evidence	no	’chims:1		’chims				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆིར		unresolved	unresolved	no_full_target_evidence	no	'chir:0		'chir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུ		unresolved	unresolved	no_full_target_evidence	no	'chn:0		'chn				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུག		provisional	provisional	historically_supported_candidate	no	pf:0		pf				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུགས		provisional	provisional	historically_supported_candidate	no	chugs:0		chugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུན		unresolved	unresolved	no_full_target_evidence	no	'chun:0;’chun:0		'chun;’chun				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུབ		provisional	provisional	historically_supported_candidate	no	Hindernis:0		Hindernis				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུམས		provisional	provisional	historically_supported_candidate	no	'chums:0;pf:0		'chums;pf				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆུར		provisional	provisional	historically_supported_candidate	no	chur:0		chur				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེ	chi	provisional	canonical_independent_moderate	independent_moderate_evidence	no	chi:2;med:0;’che:3;’chi:0	wts_1_34	med;’che;’chi				2	0	2	ordinary_tibetan_lexical_or_compound:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེག		unresolved	unresolved	no_full_target_evidence	no	’cheg:0		’cheg				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེང		provisional	provisional	historically_supported_candidate	no	'chin:0;chin:1;chiṅ:1;’chin:0		'chin;chin;chiṅ;’chin				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེར		unresolved	unresolved	no_full_target_evidence	no	’chir:0		’chir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེལ		provisional	provisional	historically_supported_candidate	no	Schi:0;’chel:0		Schi;’chel				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆེས		unresolved	unresolved	no_full_target_evidence	no	’ches:1		’ches				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོག		unresolved	unresolved	no_full_target_evidence	no	'chog:1		'chog				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོབས		unresolved	unresolved	no_full_target_evidence	no	’chobs:0		’chobs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོམ		unresolved	unresolved	no_full_target_evidence	no	'chom:1		'chom				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོར		unresolved	unresolved	no_full_target_evidence	no	'cher:1;'chor:2		'cher;'chor				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོལ		provisional	provisional	historically_supported_candidate	no	chol:0;’chol:1		chol;’chol				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཆོས		unresolved	unresolved	no_full_target_evidence	no	'chos:2;’chos:0		'chos;’chos				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇག		provisional	provisional	historically_supported_candidate	no	'jag:1;Ban:0;Jag:0;ag:1;ig:1;’iig:0;’jig:0		'jag;Ban;Jag;ag;ig;’iig;’jig				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇགས		provisional	provisional	historically_supported_candidate	no	'jags:0;Erbringung:0;Gesetzesfriede:0;Jags:0;Zu:0;iags:0;jags:1;ständig:0;’jags:1		'jags;Erbringung;Gesetzesfriede;Jags;Zu;iags;jags;ständig;’jags				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇང		provisional	provisional	historically_supported_candidate	no	'jari:0;an:0;tsha:0		'jari;an;tsha				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇན		provisional	provisional	historically_supported_candidate	no	jan:1		jan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇབ		provisional	provisional	historically_supported_candidate	no	Yab:0;Yabrkun:0;ab:0;ib:0;’thab:1		Yab;Yabrkun;ab;ib;’thab				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇམ	Jam;am	ambiguous	ambiguous	credible_competing_forms	no	Ham:0;Jam:5;Yam:1;am:5;jam:0;lauwarm:0;rtsi:0;’jam:0	wts_1_34	Ham;Yam;jam;lauwarm;rtsi;’jam				9	1	25	ordinary_tibetan_lexical_or_compound:9;tibetan_proper_name:3 || ordinary_tibetan_lexical_or_compound:12;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇཛའ		provisional	provisional	historically_supported_candidate	no	Ja’:1		Ja’				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇཛིན		unresolved	unresolved	no_full_target_evidence	no	’dzin:1		’dzin				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
