signature_id	operation_signature	operation_type	source_sequence	target_sequence	parent_signature	tibetan_role	tibetan_feature	source_position_type	source_position_value	target_position_type	target_position_value	source_context_pattern	target_context_pattern	domain_condition	source_structural_location	target_structural_role	parent_structural_unit	crosses_role_boundaries	extra_source_material	forbidden_tibetan_roles	forbidden_tibetan_features	forbidden_tibetan_role_features	canonical_target_required	aligned_tibetan_required	exact_tibetan_identities	reviewed_atomic_supporting_syllables	reviewed_supporting_occurrences	reviewed_supporting_volumes	reviewed_page_ranges	historical_support	alternate_witness_support	legitimate_controls	conflicts	evidence_tier	authorization_status	rationale	parent_operation_reviewed_support	parent_operation_alternate_support	parent_operation_global_controls	conditioned_reviewed_support	conditioned_alternate_support	conditioned_controls	conditioned_conflicts
sig_REPLACE_ba’i_to_dge	REPLACE ba’i→dge	complex	REPLACE ba’i→dge																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_chen	REPLACE ba→chen	complex	REPLACE ba→chen																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_chi	REPLACE ba→chi	complex	REPLACE ba→chi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_chol	REPLACE ba→chol	complex	REPLACE ba→chol																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_chuṅ	REPLACE ba→chuṅ	complex	REPLACE ba→chuṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_g	REPLACE ba→g	complex	REPLACE ba→g																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_g.yo	REPLACE ba→g.yo	complex	REPLACE ba→g.yo																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_kho	REPLACE ba→kho	complex	REPLACE ba→kho																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_kor	REPLACE ba→kor	complex	REPLACE ba→kor																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_phreṅ	REPLACE ba→phreṅ	complex	REPLACE ba→phreṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_skye	REPLACE ba→skye	complex	REPLACE ba→skye																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_soṅ	REPLACE ba→soṅ	complex	REPLACE ba→soṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_thuṅ	REPLACE ba→thuṅ	complex	REPLACE ba→thuṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_u	REPLACE ba→u	complex	REPLACE ba→u																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ba_to_yul	REPLACE ba→yul	complex	REPLACE ba→yul																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bba_to_phyiṅ	REPLACE bba→phyiṅ	complex	REPLACE bba→phyiṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bcal_to_yis	REPLACE bcal→yis	complex	REPLACE bcal→yis																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bcins_to_par	REPLACE bcins→par	complex	REPLACE bcins→par																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bdag_to_chi	REPLACE bdag→chi	complex	REPLACE bdag→chi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bdnd_to_ye	REPLACE bdnd→ye	complex	REPLACE bdnd→ye																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bd_to_l	REPLACE bd→l	complex	REPLACE bd→l																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_behaftet_to_gos	REPLACE behaftet→gos	complex	REPLACE behaftet→gos																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bekanntmachen_to_dogs	REPLACE bekanntmachen→dogs	complex	REPLACE bekanntmachen→dogs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_beu_to_khar	REPLACE beu→khar	complex	REPLACE beu→khar																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bewäl_to_son	REPLACE bewäl→son	complex	REPLACE bewäl→son																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bit_to_hu	REPLACE bit→hu	complex	REPLACE bit→hu																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bk_to_s	REPLACE bk→s	complex	REPLACE bk→s																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bliche_to_gs	REPLACE bliche→gs	complex	REPLACE bliche→gs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_blo_to_gter	REPLACE blo→gter	complex	REPLACE blo→gter																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bnissteine_to_l	REPLACE bnissteine→l	complex	REPLACE bnissteine→l																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bor_to_te	REPLACE bor→te	complex	REPLACE bor→te																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bo_to_seṅ	REPLACE bo→seṅ	complex	REPLACE bo→seṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_breg_to_mo	REPLACE breg→mo	complex	REPLACE breg→mo																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_brgy_to_kh	REPLACE brgy→kh	complex	REPLACE brgy→kh																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_brt_to_s	REPLACE brt→s	complex	REPLACE brt→s																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bsags_to_du	REPLACE bsags→du	complex	REPLACE bsags→du																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bsdebs_to_mthun	REPLACE bsdebs→mthun	complex	REPLACE bsdebs→mthun																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bsgrigs_to_mthun	REPLACE bsgrigs→mthun	complex	REPLACE bsgrigs→mthun																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bsus_to_no	REPLACE bsus→no	complex	REPLACE bsus→no																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bsṅal_to_ge	REPLACE bsṅal→ge	complex	REPLACE bsṅal→ge																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bs_to_y	REPLACE bs→y	complex	REPLACE bs→y																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_buch_to_don	REPLACE buch→don	complex	REPLACE buch→don																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_buddh_to_ri	REPLACE buddh→ri	complex	REPLACE buddh→ri																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_chen	REPLACE bu→chen	complex	REPLACE bu→chen																				yes	yes		0	0			0	1	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	0	0	1	0	0
sig_REPLACE_bu_to_gra	REPLACE bu→gra	complex	REPLACE bu→gra																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_loṅ	REPLACE bu→loṅ	complex	REPLACE bu→loṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_mgron	REPLACE bu→mgron	complex	REPLACE bu→mgron																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_nor	REPLACE bu→nor	complex	REPLACE bu→nor																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_rdziṅ	REPLACE bu→rdziṅ	complex	REPLACE bu→rdziṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_skyes	REPLACE bu→skyes	complex	REPLACE bu→skyes																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_sna	REPLACE bu→sna	complex	REPLACE bu→sna																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bu_to_tsa	REPLACE bu→tsa	complex	REPLACE bu→tsa																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byar_to_um	REPLACE byar→um	complex	REPLACE byar→um																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byaṅ_to_mig	REPLACE byaṅ→mig	complex	REPLACE byaṅ→mig																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byed_to_par	REPLACE byed→par	complex	REPLACE byed→par																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byed_to_rig	REPLACE byed→rig	complex	REPLACE byed→rig																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byi_to_lo	REPLACE byi→lo	complex	REPLACE byi→lo																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_byug_to_zin	REPLACE byug→zin	complex	REPLACE byug→zin																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_by_to_l	REPLACE by→l	complex	REPLACE by→l																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_by_to_m	REPLACE by→m	complex	REPLACE by→m																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_by_to_n	REPLACE by→n	complex	REPLACE by→n																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_by_to_p	REPLACE by→p	complex	REPLACE by→p																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bza_to_r	REPLACE bza→r	complex	REPLACE bza→r																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bzin_to_du	REPLACE bzin→du	complex	REPLACE bzin→du																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_büchse_to_og	REPLACE büchse→og	complex	REPLACE büchse→og																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_bśul_to_riṅ	REPLACE bśul→riṅ	complex	REPLACE bśul→riṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_ch	REPLACE b→ch	complex	REPLACE b→ch																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_dka	REPLACE b→dka	complex	REPLACE b→dka																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_dr	REPLACE b→dr	complex	REPLACE b→dr																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_gs	REPLACE b→gs	complex	REPLACE b→gs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_gt	REPLACE b→gt	complex	REPLACE b→gt																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_gts	REPLACE b→gts	complex	REPLACE b→gts																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_hr	REPLACE b→hr	complex	REPLACE b→hr																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_kh	REPLACE b→kh	complex	REPLACE b→kh																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_khr	REPLACE b→khr	complex	REPLACE b→khr																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_mn	REPLACE b→mn	complex	REPLACE b→mn																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_mr	REPLACE b→mr	complex	REPLACE b→mr																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_ph	REPLACE b→ph	complex	REPLACE b→ph																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_rts	REPLACE b→rts	complex	REPLACE b→rts																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_smr	REPLACE b→smr	complex	REPLACE b→smr																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_sn	REPLACE b→sn	complex	REPLACE b→sn																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_sp	REPLACE b→sp	complex	REPLACE b→sp																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_b_to_th	REPLACE b→th	complex	REPLACE b→th																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_can_to_g.yel	REPLACE can→g.yel	complex	REPLACE can→g.yel																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_can_to_gdoṅ	REPLACE can→gdoṅ	complex	REPLACE can→gdoṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_can_to_sgrib	REPLACE can→sgrib	complex	REPLACE can→sgrib																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ccad_to_phyin	REPLACE ccad→phyin	complex	REPLACE ccad→phyin																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_che_to_d	REPLACE che→d	complex	REPLACE che→d																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_che_to_ri	REPLACE che→ri	complex	REPLACE che→ri																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_chnung_to_s	REPLACE chnung→s	complex	REPLACE chnung→s																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_chn_to_ya	REPLACE chn→ya	complex	REPLACE chn→ya																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cho_to_rigs	REPLACE cho→rigs	complex	REPLACE cho→rigs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cht_to_bs	REPLACE cht→bs	complex	REPLACE cht→bs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cht_to_d	REPLACE cht→d	complex	REPLACE cht→d																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_chuo-t_to_d	REPLACE chuo-t→d	complex	REPLACE chuo-t→d																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_chu_to_gtar	REPLACE chu→gtar	complex	REPLACE chu→gtar																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ch_to_a	REPLACE ch→a	complex	REPLACE ch→a																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ch_to_l	REPLACE ch→l	complex	REPLACE ch→l																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ch_to_s	REPLACE ch→s	complex	REPLACE ch→s																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cine_to_mar	REPLACE cine→mar	complex	REPLACE cine→mar																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cine_to_mo	REPLACE cine→mo	complex	REPLACE cine→mo																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cin_to_dmag	REPLACE cin→dmag	complex	REPLACE cin→dmag																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cin_to_thod	REPLACE cin→thod	complex	REPLACE cin→thod																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ci_to_log	REPLACE ci→log	complex	REPLACE ci→log																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ci_to_thod	REPLACE ci→thod	complex	REPLACE ci→thod																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cke_to_bs	REPLACE cke→bs	complex	REPLACE cke→bs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ck_to_s	REPLACE ck→s	complex	REPLACE ck→s																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_ck_to_ṅ	REPLACE ck→ṅ	complex	REPLACE ck→ṅ																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_cn_to_phra	REPLACE cn→phra	complex	REPLACE cn→phra																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_c_to_dz	REPLACE c→dz	complex	REPLACE c→dz																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_REPLACE_c_to_gl	REPLACE c→gl	complex	REPLACE c→gl																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
