source_form	canonical_form	difference_class	independent_tibetan_syllables	occurrences	domains	authorization_status
gnas	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gnas	med	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gnas	nas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gnas	par	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gngnam	gnam	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gnod	khyuṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gnod	spyi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
go	gi	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
go	goṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
go	ko	single_diacritic_confusion	1	9	ordinary_tibetan_lexical_or_compound:9	diagnostic_only
go	sgra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
god	gad	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
god	gcod	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
god	gnod	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
god	goṅ	single_diacritic_confusion	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gog	gag	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gon	bar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gon	gaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gon	koṅ	canonical_target_known_but_edit_unclassified	1	8	ordinary_tibetan_lexical_or_compound:8	diagnostic_only
gorr	goṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
goṅ	groṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gr	byed	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gr	gru	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gr	mo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gra	gla	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:2;sanskrit_or_indic_transcription:1	diagnostic_only
gra	grwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gra	yi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grab	grub	single_diacritic_confusion	1	1	tibetan_proper_name:1	diagnostic_only
grad	gnad	single_diacritic_confusion	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
grag	glag	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grag	gnag	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gragrjes	gnag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gram	gnam	single_diacritic_confusion	1	14	ordinary_tibetan_lexical_or_compound:12;tibetan_proper_name:2;unclear:1	diagnostic_only
gran	glaṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gran	gnam	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gran	gtan	single_diacritic_confusion	1	6	ordinary_tibetan_lexical_or_compound:6	diagnostic_only
gran	gtaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gran	gzan	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gran	nan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gras	gas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
graṅ	gnaṅ	single_diacritic_confusion	1	4	ordinary_tibetan_lexical_or_compound:4	diagnostic_only
grenzenlos	byams	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
grenzenlos	mtha	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gri	gla	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gri	gra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grig	gra	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grig	na	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
grlan	mo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gro	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gro	go	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gro	gra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gro	gre	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grod	gnod	single_diacritic_confusion	1	4	ordinary_tibetan_lexical_or_compound:3;tibetan_proper_name:1	diagnostic_only
grog	glog	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
grog	grogs	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grol	gral	single_diacritic_confusion	1	1	tibetan_proper_name:1	diagnostic_only
grolglin	grol	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	bu	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	gi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	gnon	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	graṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	gtaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	kloṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gron	kroṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gropf	gro	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grorn	groṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gros	blo	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gros	gras	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
groṅ	kloṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gru	gla	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gru	gra	single_diacritic_confusion	1	7	ordinary_tibetan_lexical_or_compound:8	diagnostic_only
gru	gyi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gru	gzugs	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grub	gab	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
grub	khrab	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
grul	gal	canonical_target_known_but_edit_unclassified	2	2	ordinary_tibetan_lexical_or_compound:1	high_confidence_candidate_requires_review
grulthub	gral	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grum	gam	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grum	gram	single_diacritic_confusion	1	6	ordinary_tibetan_lexical_or_compound:6	diagnostic_only
grum	gtam	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grus	gras	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grwa	glu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grwa	gra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
grwa	gru	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gs	gsum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gs	gyis	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsani	gsaṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gsar	gsaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsari	gsaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsiem	gsum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsons	sgaṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsor	gsar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsum	dal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsum	ldan	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gsum	tshan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsun	gsum	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gsuum	gsum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsuṅ	gsaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gsuṅń	gsuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtad	dmigs	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtam	groṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gtam	tam	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gtan	gtaṅ	final_nasal_only_variant	1	0	unclear:1	diagnostic_only
gtani	phyir	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gter	mchog	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gtin	gtaṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gtom	gtam	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gton	gtaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtor	mchod	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtor	tor	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtsani	gtsaṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	diagnostic_only
gtsari	gtsaṅ	canonical_target_known_but_edit_unclassified	1	5	ordinary_tibetan_lexical_or_compound:4;tibetan_proper_name:1	diagnostic_only
gtsaṅ	yi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtses	gces	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtsigs	gtan	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gtso	yi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtsug	bdag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gtum	gtam	single_diacritic_confusion	1	8	ordinary_tibetan_lexical_or_compound:7;tibetan_proper_name:1	diagnostic_only
gtun	gtan	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gu	bdud	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gu	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gu	co	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gu	dzin	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gu	gra	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gu	grwa	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gu	ku	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
guam	gnam	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gum	gsum	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
gums	grams	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gun	gaṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
gun	gduṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gun	gtaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gun	gźuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gur	gar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gur	guṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gur	gyur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gurkum	gtum	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gus	gas	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gya	daṅ	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gya	gyi	single_diacritic_confusion	1	7	ordinary_tibetan_lexical_or_compound:7	diagnostic_only
gyad	graṅ	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
gyar	gyur	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyaṅ	kyaṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyi	bstan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyi	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyi	gi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyi	kyi	single_diacritic_confusion	1	4	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
gyi	rten	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gyin	kyin	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyis	kyis	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
gyn	gyi	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyo	g.yo	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:1;tibetan_proper_name:1	diagnostic_only
gyod	nes	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gyu	g.yu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyu	gyi	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
gyu	ru	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyur	bar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyur	du	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyur	gur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gyur	par	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gyur	tshal	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
gzer	gzar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gzigs	kri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gzugs	yi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gzun	su	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
gāi	gźi	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gśed	gsed	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
gśer	gser	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
h	bam	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
h	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
h	dbyig	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hal	thal	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
halten	skyed	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
ham	hi	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
han	can	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
han	ldan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
han	ldaṅ	canonical_target_known_but_edit_unclassified	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
han	rta	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
han	thun	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
har	khar	canonical_target_known_but_edit_unclassified	2	2	ordinary_tibetan_lexical_or_compound:1	high_confidence_candidate_requires_review
hari	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hart	byed	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
haṅ	luṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
he	ne	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
heiliger	sman	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hen	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hen	ne	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
her	ner	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
her	ther	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
herbeikommen	oṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
herbeikommen	phyin	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
hervorragend	khra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
heute	chod	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hi	kri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hier	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hilfreich	bab	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hl	brtse	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
hne	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hob	thob	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1;unclear:1	diagnostic_only
hochheben	don	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
holz	cu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hral	le	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hre	rab	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hub	thub	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hun	han	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hun	thun	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
hu’i	ldan	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
hyid	byid	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	bdag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	gdan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	jig	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	phreṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	rten	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	sbyor	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i	tshugs	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ia	tog	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
iags	jags	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ian	can	single_diacritic_confusion	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
ian	dpar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ich	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
id	ldog	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
id	mkhyen	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
id	mo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ide	rjes	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
idzi	ne	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ier	ner	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
ies	nes	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ig	jig	canonical_target_known_but_edit_unclassified	1	34	ordinary_tibetan_lexical_or_compound:34;tibetan_proper_name:1;unclear:1	diagnostic_only
ig	mig	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
igyan	rgyaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
iin	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ikhon	khoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
il	phyir	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
im	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
im	gi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
im	ldan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
imp	gyis	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
imp	ltos	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
imp	phyir	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
imp	thogs	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
imtha	mtha	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
imthar	mthar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	goṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	gtam	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	ldeg	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	phan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	phur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
in	stobs	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
in	tig	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
