tibetan_syllable	source	canonical_target	occurrence_count	current_alignment_status	rescue_category	layout_evidence	canonical_agreement_diagnostic_only	upgrade_authorized	blocker	sample_contexts
སྐོར	'skor	skor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐོར་ 'skor fut. bzw. pf. Ibskor, imp. skor.
སྐོར	Nahestehende	skor	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉེ་སྐོར་ 7༩ skyor „Nahestehende unter-
སྐོར	Te	skor	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྣེ་སྐོར་ 5$/76 skor Te skor.
སྐོར	inhaltlicher	skor	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དོན་སྐོར་ don 5507 inhaltlicher Abschnitt.
སྐོལ	'skol	skol	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐོལ་ 'skol || སྐོལ་ 'skol pf. bzw. fut. 1057560/, imp. 550/ kochen.
སྐྱ	'skya	skya	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱ་ 'skya || སྐྱ་བ་ 'skya ba || སྐྱ་བ་ 'skya ba †$/2)/7.
སྐྱ	skye	skya	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱ skye || སྐྱ skye pf. Iskyes. || སྐྱ skye
སྐྱ	skyo	skya	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱ་ངགས་ skyo nogs || སྐྱ་མ skyo ma eine Augenabsonderung. || སྐྱ མོ་ skyo mo traurig.
སྐྱ	’skyi	skya	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱ ’skyi Unterhaut.
སྐྱི	'skyi	skyi	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི 'skyi pf. Ibskyis fut. [/26/57// [117]]?. skyis leihen,
སྐྱི	'skyo	skyi	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི་ 'skyo
སྐྱི	skye	skyi	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི་སྒོ་ skye sgo „Tor zur Geburt“.
སྐྱི	skyid	skyi	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི ་པོ་ skyid po wohltuend, angenehm, gefällig.
སྐྱི	’daṅ	skyi	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི་འདང་ $5)/7 ’daṅ Fluß.
སྐྱི	’skyi	skyi	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱི ’skyi \skyid 2.
སྐྱིད	sdug	skyid	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱིད་སྡུག་ $/75)/77 sdug Glück und Leid, Schicksal,
སྐྱིད	skyed	skyid	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱིད་པ་པོ་ skyed pa po.
སྐྱིན	sbyin	skyin	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མ་ནུ་སྐྱིན་བྱེད་ ma m sbyin byed npr. die Gattin
སྐྱིལ	pf	skyil	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱིལ་ 557/7/ pf. 1/:652//.
སྐྱུར	'skyur	skyur	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱུར་ 'skyur || སྐྱུར་ 'skyur pf. bzw. fut. Ibskyur, imp. skyur wer-
སྐྱེ	ba	skye	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"དྲོད་གཤེར་ལས་སྐྱེ་བ་ ddrod las skye ba ""aus"
སྐྱེ	sgye	skye	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱེ་མོ་ sgye mo
སྐྱེ	skyo	skye	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱེ་ངོགས་ skyo hogs auch skyo ?77095, skyo snogs, || སྐྱེ་ བསང་ skyo bsan. || སྙན་སྐྱེ་ snan skyo Verleumdung.
སྐྱེད	halten	skyed	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཉེར་སྐྱེད་ 0770) skyed halten, sich kümmern
སྐྱེད	mme	skyed	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱེད་ mme bskyed Bez. für denMonu
སྐྱེད	sgyed	skyed	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱེད་པོ་ sgyed po Herdstein; sgyed thab dass.;
སྐྱེས	Morgendämme	skyes	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀུང་རྔོན་སྐྱེས་ khyun $7?0/7 skyes Morgendämme-
སྐྱེས	bu	skyes	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མཆོད་སྦྱིན་སྐྱེས་བུ་ /77070/7 sbyin skyes bu Beiname
སྐྱེས	mi	skyes	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	aa སྐྱེས mi sbyin skyes.
སྐྱེས	nu	skyes	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱེས་ nu skyes Bez. für Milch.
སྐྱེས	ru	skyes	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ྨརུ་སྐྱེས་ rme ru skyes npr. cin Metzger.
སྐྱོ	'skyo	skyo	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱོ 'skyo
སྐྱོན	'skyon	skyon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱོན་ 'skyon Fehler, Makel, Gebrechen, Mangel, || སྐྱོན་ 'skyon
སྐྱོན	Baucherkrankung	skyon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྟཾ་སྐྱོན་ //0 skyon Baucherkrankung.
སྐྱོན	’skyon	skyon	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྱོན་ ’skyon || སྐྱོན་ ’skyon pf. bzw. fut. Ibskyon auf etw. setzen,
སྐྲ	skru	skra	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྲ་ skru pf. \bskrus fut. \bskru imp. Iskrus.
སྐྲད	smad	skrad	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བུ་སྐྲད་ bu smad Familie, Familienmitglieder;
སྐྲན	skrun	skran	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀུན་ནས་སྐྲན་པ་ kun nas skrun pa erzeugen. || སྐྲན་ skrun pf. bzw. fut. [/5/077/77 hervorbringen, || སྐྲན་བྱེད་ skrun byed Bez. für Erde.
སྐྲན	skun	skran	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྐྲན་བུ་ skun bu || སྐྲན་བུ་ skun bu kleiner Trog, Faf, Opferschale,
སྒ	Pferdesattel	sga	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྨིག་སྒ་ rmigsga Pferdesattel.
སྒ	sgra	sga	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒ་སྐྱེད་གློག་དུང་ sgra skyed glog duṅ
སྒང	gsons	sgaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒང་གཤངས་ $9%/? gsons Berg und Tal.
སྒང	sgani	sgaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དཔལ་སྒང་ dpal sgani ↑ dpal khan.
སྒང	sgart	sgaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཕྱུག་པོ་སྒང་དཀར་བ་ pbyug po sgart dkar ba npr.
སྒང	sgarı	sgaṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒང་བུ་ ?sgarı bu Tgan bu 1. || སྒང་གཤགས་ sgarı 9$579$ (zw.) Kiste. || སྒང་གཤོངས་ sgarı gsons
སྒབ	'sgab	sgab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒབ་ 'sgab pf. 1,5597/96 fut. 1/7597/? verstecken.
སྒབ	sgrub	sgab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བྱ་སྒབ་ཡེ་ཤེས་ bya sgrub ye ses lye ses lṅa.
སྒབ	’sgab	sgab	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒབ་ ’sgab Ende, Rand, Saum.
སྒམ	'sgam	sgam	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒམ་པོ་ 'sgam po }'sgam.
སྒོ	Ausgabe	sgo	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འགྲོ་སྒོ་ ”9?-0 sgo Ausgabe.
སྒོ	Hintertür	sgo	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་སྒོ་ Itag 490 Hintertür.
སྒོ	Loch	sgo	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བུག་སྒོ་ bbug Loch, Eingang, Öffnung.
སྒོ	kankeru	sgo	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	N སྒོ kankeru eine Art Krähe (pw).
སྒོ	sgro	sgo	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོ ?sgro auch ~ ba Beutel, Säckchen. || སྒོ་ཡི་གཙུག་ཕུད་ sgro yi gtsug phud Wiedehopf. || མཇུག་སྒོ་ mjug sgro Schwanzfeder.
སྒོང	sgon	sgoṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོང་ ?sgon ein Instrument; Ball.
སྒོམ	sgrom	sgom	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོམ་བུ་ sgrom bu Kästchen, Behälter.
སྒོར	'sgor	sgor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོར་ 'sgor fut. bzw. pf. Ibsgar einkochen.
སྒོར	’sgor	sgor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒོར་ ’sgor ༈ 907. || སྒོར་ ’sgor Ring.
སྒྱིད	Ing	sgyid	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱིད་ལུག་པ་ 4 Ing p gyid pa lug
སྒྱུག	sky	sgyug	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱུག་བྱེད་ sky Hg byed Mahesvara.
སྒྱུག	skyug	sgyug	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱུག་སྙམ་བྱེད་པོ་ skyug 5?7/7777 byed po jmd., der er- || སྒྱུག་བྲོ་ skyug bro auch — ba Ekel, Übelkeit,
སྒྱུག	smyug	sgyug	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ལྕགས་སྒྱུག་ lcags smyug Federhalter.
སྒྱུར	skyur	sgyur	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱུར་མོ་ skyur mo † $/57///7ˆ po.
སྒྱུར	’sgynr	sgyur	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྱུར་ ’sgynr (zw.) Speise.
སྒྲ	Donner	sgra	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཐོག་སྒྲ་ 7709 sgra Donner, Krachen des Blitzes.
སྒྲ	a	sgra	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
སྒྲ	go	sgra	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲ་ཡིག་ go yig Türschild.
སྒྲ	skad	sgra	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲ་སྐད་ 9༡༩ skad Sprache, Wort, Laut.
སྒྲིག	smrig	sgrig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ངུར་སྒྲིག་འཆང་བ་ nur smrig ’chaṅ ba Bez. für
སྒྲིབ	Verfehlung	sgrib	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྡིག་སྒྲིབ་ ssdig Verfehlung und Be-
སྒྲིལ	tshon	sgril	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲིལ་ཉོ་སྒྲིལ་ཚོང་ sgril 770 sgril tshon Tauschhan-
སྒྲོ	Feder	sgro	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲོ 1$97-0 Feder, Gefieder.
སྒྲོ	skt	sgro	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	N ཚིག་སྒྲོ Gottheit, skt. Samayatärä; sie
སྒྲོག	'sgrog	sgrog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲོག་ 'sgrog auch sgrogs, pf. \bsgrags fur.
སྒྲོག	Federbüchse	sgrog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ག་སྒྲོག་ smyugsgrog Federbüchse.
སྒྲོག	rus	sgrog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲོག་རུས་ ཤཿ rus Brustknochen, Schlüssel-
སྒྲོག	sgr	sgrog	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲོག་ ?sgr08.
སྒྲོག	’sgrog	sgrog	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲོག་ ’sgrog auch srog smad das Naksatra mon
སྒྲོགས	SgrogS	sgrogs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྒྲ་སྒྲོགས་ sgra SgrogS.
སྟ	'sta	sta	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟ་ 'sta
སྟ	Rad	sta	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟ Rad sten ’gro.
སྟ	fürchterlich	sta	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཇིགས་འཇིགས་སྟ་ jigs ?/9$ lta fürchterlich.
སྟ	lta	sta	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཅི་སྟ་བ་ ci lta ba auch ~ bZin du wie, gemäß; || གཅར་མིག་སྟ་ gcar mig lta starrer Blick. || ཆད་སྟ་ chad lta nihilistische Sichtweise,
སྟག	'stag	stag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་རི་ 'stag ri scheckig, bunt. || སྟག་ལོ་ 'stag lo
སྟག	Genick	stag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	གཉའ་སྟག་ güa’ //79 Genick, Höheres.
སྟག	Itag	stag	0	boundary_or_damage	marker_attached	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་སྒོ་ Itag 490 Hintertür.
སྟག	Mag	stag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་པ་ཆག་པ་ Mag pa chag pa
སྟག	STAAT	stag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"སྟག་མགོ་ STAAT stag mgo me ""bar"
སྟག	lo	stag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་ལ་ 1579 lo Tstag 2.
སྟག	ltag	stag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་སྒྱེ་ ltag sgre glatzköpfig.
སྟག	rtse	stag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཕྱིང་པ་སྟག་རྩེ་ pa stag rtse ° [/)/77/7/? ba.
སྟག	zweitjüngster	stag	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཆུང་སྟག་ chuṅ /¡7£ zweitjüngster.
སྟག	’stag	stag	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟག་ར་ ’stag ri auch stag gl ri, stag mo ri ein || སྟག་ལེ་ ’stag lo Beiname des gŹon-nu brtson-
སྟང	ston	staṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟང་བསང་ ston bsan Vena maxiliaris externa in
སྟན	Lebensklugheit	stan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དོན་གྱི སྟན buch zur Lebensklugheit,
སྟན	Stan	stan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟན་གཏག་པ Stan geig pa jmd., der in einer
སྟན	kyi	stan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟན་གྱ་ཕྱགས་བཞལ་རཏ kyi Zal rta pa cin
སྟན	pa	stan	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟན་པ་ /77/7 pa Reichtum, Güter, Schätze.
སྟན	ston	stan	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀ་པ་གཏར་སྟན་་ kon po gter ston ... || སྐྱབ་སྟན་ skyob ston
སྟབས	Pose	stabs	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉམས་སྟབས་ /70775 stabs Pose, Körperhaltung.
སྟར	stor	star	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀྱ་སྟར་མ་ kyo stor ma eine Gottheit aus der || སྟར་ stor altib auch stord verlorengehen,
སྟེགས	Feuerpfan	stegs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	མེ་ཡི་སྟེགས་ meyistegs Veuergefäß, Feuerpfan-
སྟེགས	steps	stegs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟེགས་ steps.
སྟེང	Dach	steṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	པུ་ཤུ་སྟེང་ ༼ sten Giebel, Dach eines Pala-
སྟེང	du	steṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	དེའི་སྟེང་དུ་ de’i 5/©7 du 17༦ sten.
སྟེང	stoṅ	steṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	བུལ་ཕོ་ལག་སྟེང་ dbul po lag stoṅ \dbul lag.
སྟེར	stor	ster	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	"སྟེར་ ""stor"
སྟོང	Hohlraum	stoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྦྲུབས་སྟོང་ ssbubs Hohlraum, Höhlung;
སྟོང	abgelegene	stoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འབྲོག་སྟོང་ ''brog abgelegene Gegend,
སྟོང	le	stoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ུལེ་སྟོང་ལྡན་ཧད་ mu le ston ldan had npr. ein
སྟོང	po	stoṅ	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོང་པོ་ $70/7 po T'ston.
སྟོང	stod	stoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོང་ལི་ stod li ein Heilmittel, Bergenia pur-
སྟོང	stor	stoṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོང་སྡེ་ stor sde
སྟོད	'stod	stod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོད་ 'stod
སྟོད	sbra	stod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོད་ཚལ་ sbra stod tshal npr. eine königliche
སྟོད	’stod	stod	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོད་ ’stod
སྟོན	'ston	ston	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོན་ 'ston
སྟོན	pf	ston	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	རྗེས་སུ་སྟོན་ ༡705 su ston pf. Irjes su bstan
སྟོན	zweifel	ston	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཀུན་ཁྱབ་བཞིན་སྟོན་ kun klyab [2772 ston (zweifel-
སྟོན	’ston	ston	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོན་ ’ston
སྟོབ	pa	stob	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྙོད་ཅིང་སྟོབ་པ་ $770/7 cin stob pa Koch; Verlader
སྟོབས	Kraft	stobs	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	ཉམས་སྟོབས་ 77/775 stobs Kraft, Konstitution; ~
སྟོབས	ng	stobs	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོབས་ ng stobs beu.
སྟོར	'stor	stor	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྟོར་ 'stor || སྟོར་ 'stor säubern; vgl. 71577)ˆ 2.
སྡང	sdarı	sdaṅ	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	འཇིགས་སྡང་ Jigs sdarı
སྡིག	'sdig	sdig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྡིག་པ་ 'sdig pa böse, schlecht, sūndhaft; Bö-
སྡིག	khyu	sdig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	FAST སྡིག་ཅན་མ་ khyu mchog sdig can ma
སྡིག	ssdig	sdig	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྡིག་སྒྲིབ་ ssdig Verfehlung und Be-
སྡུག	'sdug	sdug	0	probable_transcription_outlier	probable_headword_span	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྡུག་པ་ 'sdug pa. || སྡུག་པ་ 'sdug pa
སྡུག	Freund	sdug	0	boundary_or_damage	damaged_ocr	not_yet_independently_secure	yes	no	layout_evidence_required_independent_of_desired_correction	སྙང་སྡུག 577/77 sdug Freund.
