tibetan_syllable	feature_composed_target	tibetan_signs	parser_interpretation	component_rule_ids	domain	unsupported_sign_status	target_support_channel	retain_or_downgrade	rationale
བྱོ	byo	U+0F56;U+0FB1;U+0F7C	fully_resolved	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྱོག	byog	U+0F56;U+0FB1;U+0F7C;U+0F42	fully_resolved	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྱོན	byon	U+0F56;U+0FB1;U+0F7C;U+0F53	fully_resolved	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:11;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྱོབས	byobs	U+0F56;U+0FB1;U+0F7C;U+0F56;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྱོར	byor	U+0F56;U+0FB1;U+0F7C;U+0F62	fully_resolved	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲད	brad	U+0F56;U+0FB2;U+0F51	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲབ	brab	U+0F56;U+0FB2;U+0F56	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲམ	bram	U+0F56;U+0FB2;U+0F58	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:5;unclear:1	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲི	bri	U+0F56;U+0FB2;U+0F72	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲིད	brid	U+0F56;U+0FB2;U+0F72;U+0F51	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲིན	brin	U+0F56;U+0FB2;U+0F72;U+0F53	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲིམས	brims	U+0F56;U+0FB2;U+0F72;U+0F58;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུ	bru	U+0F56;U+0FB2;U+0F74	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུག	brug	U+0F56;U+0FB2;U+0F74;U+0F42	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུངས	bruṅs	U+0F56;U+0FB2;U+0F74;U+0F44;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུད	brud	U+0F56;U+0FB2;U+0F74;U+0F51	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུན	brun	U+0F56;U+0FB2;U+0F74;U+0F53	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུབ	brub	U+0F56;U+0FB2;U+0F74;U+0F56	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུབས	brubs	U+0F56;U+0FB2;U+0F74;U+0F56;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	unclear:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲུས	brus	U+0F56;U+0FB2;U+0F74;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲོག	brog	U+0F56;U+0FB2;U+0F7C;U+0F42	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲོང	broṅ	U+0F56;U+0FB2;U+0F7C;U+0F44	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བྲོབ	brob	U+0F56;U+0FB2;U+0F7C;U+0F56	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བྲོས	bros	U+0F56;U+0FB2;U+0F7C;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླངས	blaṅs	U+0F56;U+0FB3;U+0F44;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:10	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླད	blad	U+0F56;U+0FB3;U+0F51	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླན	blan	U+0F56;U+0FB3;U+0F53	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླར	blar	U+0F56;U+0FB3;U+0F62	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླས	blas	U+0F56;U+0FB3;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བླུ	blu	U+0F56;U+0FB3;U+0F74	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླུག	blug	U+0F56;U+0FB3;U+0F74;U+0F42	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླུགས	blugs	U+0F56;U+0FB3;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བླུན	blun	U+0F56;U+0FB3;U+0F74;U+0F53	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
བློད	blod	U+0F56;U+0FB3;U+0F7C;U+0F51	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
བློས	blos	U+0F56;U+0FB3;U+0F7C;U+0F66	fully_resolved	CORPUS_B453155DE050;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:11	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མགུར	mgur	U+0F58;U+0F42;U+0F74;U+0F62	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_A6063072E7A9;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མགྱོགས	mgyogs	U+0F58;U+0F42;U+0FB1;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མནག	mnag	U+0F58;U+0F53;U+0F42	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནགས	mnags	U+0F58;U+0F53;U+0F42;U+0F66	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནངས	mnaṅs	U+0F58;U+0F53;U+0F44;U+0F66	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནན	mnan	U+0F58;U+0F53;U+0F53	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནབ	mnab	U+0F58;U+0F53;U+0F56	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མནབས	mnabs	U+0F58;U+0F53;U+0F56;U+0F66	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནམ	mnam	U+0F58;U+0F53;U+0F58	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནམས	mnams	U+0F58;U+0F53;U+0F58;U+0F66	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནར	mnar	U+0F58;U+0F53;U+0F62	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མནུན	mnun	U+0F58;U+0F53;U+0F74;U+0F53	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མནོག	mnog	U+0F58;U+0F53;U+0F7C;U+0F42	fully_resolved	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མཱ	ma	U+0F58;U+0F71	unsupported_orthographic_sign		ordinary_tibetan_lexical_or_compound:1	U+0F71		downgrade	unsupported_orthographic_sign
མྱ	mya	U+0F58;U+0FB1	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མྱང	myaṅ	U+0F58;U+0FB1;U+0F44	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:2;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མྱི	myi	U+0F58;U+0FB1;U+0F72	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མྱིག	myig	U+0F58;U+0FB1;U+0F72;U+0F42	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མྱུ	myu	U+0F58;U+0FB1;U+0F74	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མྱུར	myur	U+0F58;U+0FB1;U+0F74;U+0F62	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:8;unclear:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མྱོག	myog	U+0F58;U+0FB1;U+0F7C;U+0F42	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མྱོན	myon	U+0F58;U+0FB1;U+0F7C;U+0F53	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
མྱོས	myos	U+0F58;U+0FB1;U+0F7C;U+0F66	fully_resolved	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
མྲ	mra	U+0F58;U+0FB2	fully_resolved	CORPUS_6C68775C4C70;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
ཞ	źa	U+0F5E	fully_resolved	ROOT_ZHA_TO_ZACUTE;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation	retain	Current strict composition and admissible target support pass.
ཞིག	źig	U+0F5E;U+0F72;U+0F42	fully_resolved	ROOT_ZHA_TO_ZACUTE;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation	retain	Current strict composition and admissible target support pass.
ཞིང	źiṅ	U+0F5E;U+0F72;U+0F44	fully_resolved	ROOT_ZHA_TO_ZACUTE;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:14	none	ordinary_tibetan_lexical_or_compound=derived_target_plus_independent_feature_composition	retain	Current strict composition and admissible target support pass.
ཞིམ	źim	U+0F5E;U+0F72;U+0F58	fully_resolved	ROOT_ZHA_TO_ZACUTE;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation	downgrade	nonadmissible_observation
འགག	gag	U+0F60;U+0F42;U+0F42	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགགས	gags	U+0F60;U+0F42;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགན	gan	U+0F60;U+0F42;U+0F53	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འགབ	gab	U+0F60;U+0F42;U+0F56	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགོགས	gogs	U+0F60;U+0F42;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགྱངས	gyaṅs	U+0F60;U+0F42;U+0FB1;U+0F44;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགྱོགས	gyogs	U+0F60;U+0F42;U+0FB1;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འགྱོད	gyod	U+0F60;U+0F42;U+0FB1;U+0F7C;U+0F51	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
འགྲམ	gram	U+0F60;U+0F42;U+0FB2;U+0F58	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
འགྲིབ	grib	U+0F60;U+0F42;U+0FB2;U+0F72;U+0F56	fully_resolved	CORPUS_91DCE7C115D4;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
