tibetan_syllable	latin_form	volume	page	line	token_index	provenance_class	canonical_teaching_status	correction_evidence_scope	domain_context	alignment_confidence	headword_transliteration_span_status	context_excerpt
མ	ma	wts_35_51	239	3	5	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྡོ་རྗེ་དམ་ཀི་མ་ rdo rje dam ki ma npr. die Ge-
མ	ma	wts_35_51	240	2	4	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྡོརྗེ་བདུད་རྩི་མ་ ༡ rje bdud rtsi ma npr. ei-
མ	ma	wts_35_51	240	50	5	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྡོ་རྗེ་རྣལ་འབྱོར་མ་ rdo rje rnal byor ma npr. eine
མ	ma	wts_35_51	240	71	4	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྡོ་རྗེ་པད་མ་ rdo rje pad ma npr. eine tantrische
མ	ma	wts_35_51	244	55	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྡོ་རྗེའི་ཚེར་མ་ rdo rjei tsber ma Pocken, Pickel.
མ	ma	wts_35_51	244	58	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྡོ་རྗེའི་ཟེགས་མ་ rdo rje'i zegs ma Bez. für Blitz.
མ	ma	wts_35_51	249	43	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྡོག་མ་ rdog ma kleine Kugel, Kügelchen,
མ	ma	wts_35_51	259	51	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	ལྡུ་ནག་སླད་མ ldu nag slad ma npr. ein Ort.
མ	ma	wts_35_51	270	15	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྔར་མ་ sdar ma feige, zurūckhaltend; Feigling;
མ	ma	wts_35_51	271	52	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྔིག་ཅན་མ་ sdig can ma eine unmoralische
མ	ma	wts_35_51	276	37	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྡུག་གུ་མ་ sdug gu ma schön; schöne Frau.
མ	ma	wts_35_51	280	5	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྡུག་མ་ sdug ma Liebste.
མ	ma	wts_35_51	286	54	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	sanskrit_or_indic_transcription	probable_alignment	probable_span	སྡེ་ཅན་མ་ sde can ma npr. eine Höhle, skt. Se-
མ	ma	wts_35_51	362	42	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ན་བ་མ་ལི་་ na ba ma li
མ	ma	wts_35_51	362	79	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ན་བ་མ་ལི་ཀ་ na ba ma li ka Jasmin.
མ	ma	wts_35_51	363	33	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ན་མ་ 'na ma Wiese.
མ	ma	wts_35_51	363	37	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	"ན་མ་ ""na ma (zw.) Tag."
མ	ma	wts_35_51	382	41	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནགས་མ་ nags ma
མ	ma	wts_35_51	382	75	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནགས་མ་ nags ma ein Baum oder Strauch, vgl.
མ	ma	wts_35_51	400	41	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནང་མ་གཤིན་པ་ naṅ ma gsin pa
མ	ma	wts_35_51	421	52	5	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	"ནམ་མཁའི་གོས་ཅན་མ་ nam mkha'i gos can ma ""zu dem edlen Akāsagarbha stoße ich einen"
མ	ma	wts_35_51	422	1	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནམ་མཁའི་ཏ་མ་་ nam mkbha'i ta ma
མ	ma	wts_35_51	422	29	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནམ་མཁའི་ཏ་མ་ལ་ nam mkba'i ta ma la.
མ	ma	wts_35_51	425	47	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	ནམ་གྲུ་མ་ nam gru ma npr. die Gemahlin Bal-
མ	ma	wts_35_51	452	40	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནུ་མ་ nu ma.
མ	ma	wts_35_51	452	47	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནུ་མ་ nu ma
མ	ma	wts_35_51	453	1	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནུ་མ་རྒྱས་པ་ nu ma rgyas pa
མ	ma	wts_35_51	453	30	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནུ་མ་མནུན་པ་ nu ma mnun pa Bez. für Kind.
མ	ma	wts_35_51	466	1	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནེ་མ་ ne ma
མ	ma	wts_35_51	466	16	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནེ་མ་ ne ma Wiese.
མ	ma	wts_35_51	476	51	5	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནོར་གྱི་བློ་གྲོས་མ་ nor gyi blo gros ma.
མ	ma	wts_35_51	478	14	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནོར་སྟེར་མ སྨན་མ་ nor ster ma shon mo = 11[)17, ©1-
མ	ma	wts_35_51	478	80	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནོར་ལྡན་མ་ nor ldan ma.
མ	ma	wts_35_51	483	18	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ནར་སྦྱིན་མ་ nor sbyin ma Beiname der Gattin
མ	ma	wts_35_51	483	75	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ནོར་འཛིན་མ་ nor 'dzin ma.
མ	ma	wts_35_51	498	28	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནམ་གྱི་བྱེ་མ་ལུང་པ་ gram gyi bye ma luṅ pa
མ	ma	wts_35_51	500	1	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནམ་ཆར་མ་ gnam char ma
མ	ma	wts_35_51	500	7	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནམ་ཆར་མ་ gnam char ma nur vom Regen be-
མ	ma	wts_35_51	506	1	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	"གནའ་མ་ ga ""ma"
མ	ma	wts_35_51	523	54	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	གནས་ལྡན་མ་ gnas ldan ma npr. eine Göttin.
མ	ma	wts_35_51	526	1	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནས་བྱེད་མ་ gnas byed ma
མ	ma	wts_35_51	526	11	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནས་བྱེད་མ་ gnas byed ma Bez. für Nacht.
མ	ma	wts_35_51	526	33	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནས་མ་ gras ma.
མ	ma	wts_35_51	526	40	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	གནས་མ་བུ་ gras ma bu auch gras ma' bu,
མ	ma	wts_35_51	528	25	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	"གནས་གཙང་མ་ gnas gtsaṅ ma ""reiner Bereich"","
མ	ma	wts_35_51	544	39	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	མནའ་མ་ mna' ma Schwiegertochter, Braut; ~
མ	ma	wts_35_51	551	1	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྣ་ཉན་ཕྲ་མ་་ rna ñan phra ma
མ	ma	wts_35_51	551	11	4	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྣ་ཉན་ཕྲ་མ་ཐེར་མ rna ñan phra ma zer ma npr. el. G DOTOS
མ	ma	wts_35_51	551	11	6	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	རྣ་ཉན་ཕྲ་མ་ཐེར་མ rna ñan phra ma zer ma npr. el. G DOTOS
མ	ma	wts_35_51	554	32	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྣང་མ་ rnaṅ ma Quelle.
མ	ma	wts_35_51	555	13	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྣམ་མཁས་མ་ man mkhas ma gebildete Frau.
མ	ma	wts_35_51	558	13	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྣམ་རྒྱལ་མ་ mam rgyal ma.
མ	ma	wts_35_51	567	64	5	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	མ་པ་གཅྲིག་ཏ་མ་ཡྲིན་ ram pa gcig tu ma yin
མ	ma	wts_35_51	568	66	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	རྣམ་པ་དུ་མ་ man pa du ma vielerlei Art, viel-
མ	ma	wts_35_51	601	4	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	རྣམ་གཙིགས་མ་ mam gtsigs ma Beiname der
མ	ma	wts_35_51	607	32	5	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	རྣལ་འབྱོར་བདག་མེད་མ་ mal 'byor bdag med ma
མ	ma	wts_35_51	608	46	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	རྣལ་འབྱོར་མ་ rnal 'byor ma
མ	ma	wts_35_51	619	12	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྣ་ནག་མ་ na nag ma unglücklich.
མ	ma	wts_35_51	625	28	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྣ་ཚོགས་འཛིན་མ་ sna tshogs 'dzin ma Bez. für
མ	ma	wts_35_51	636	37	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྣང་མ་པ་ snaṅ ma pa
མ	ma	wts_35_51	638	13	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྣང་ལ་མ་ངེས་ snaṅ la ma nes unbewußte Wahr-
མ	ma	wts_35_51	643	1	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྣར་མ་ snar ma
མ	ma	wts_35_51	643	4	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྣར་མ་ snar ma.
མ	ma	wts_35_51	643	29	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྣར་མ་སྐྱེས་ snar ma skyes.
མ	ma	wts_35_51	660	3	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	བསྣོལ་མ་ bsnol ma
མ	ma	wts_35_51	676	50	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	"པ་སངས་སློབ་མ་ pa saṅs slob ma ""Sukras Schü-"
མ	ma	wts_35_51	682	21	3	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	པད་ཕྲེང་མ་ pad phreṅ ma npr. eine Gottheit,
མ	ma	wts_35_51	682	33	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་ pad ma lpadma.
མ	ma	wts_35_51	682	34	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་དཀར་པོ་ pad ma dkar po Ipadma dkar po.
མ	ma	wts_35_51	682	35	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་བཀོད་པ་ pad ma bkod pa Bez. eines
མ	ma	wts_35_51	682	40	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་གེ་སར་ pad ma ge sar auch padina'i ge sar
མ	ma	wts_35_51	682	51	2	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	པད་མ་རྒྱ་མཚོ་ pad ma rgya mtsbo npr. ein Bud-
མ	ma	wts_35_51	682	54	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་ཅན་ pad ma can Ipadina can,
མ	ma	wts_35_51	682	55	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་ལྟར་ཆེར་གས་ pad ma ltar cher gas Ipadima
མ	ma	wts_35_51	682	57	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་འདབ་བརྒྱད་ pad ma dab brgyad \padina
མ	ma	wts_35_51	682	59	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་ལྡན་མ་ pad ma ldan ma lpadma ldan pa.
མ	ma	wts_35_51	682	59	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་ལྡན་མ་ pad ma ldan ma lpadma ldan pa.
མ	ma	wts_35_51	682	61	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པད་མ་རིས་ pad ma ris Muster in Form eines
མ	ma	wts_35_51	682	67	2	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	པད་མ་ཤོངས་ pad ma Soṅs npr. ein Ort in
མ	ma	wts_35_51	686	80	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	པདྨ་མཁའ་འགྲོ་མ་ padina mkha' 'gro ma Name
མ	ma	wts_35_51	689	1	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	པདྨ་མ་ཌི་ padina ma ni
མ	ma	wts_35_51	689	10	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	པདྨ་མ་ཌི་ padma ma ni npr. ein Vidyādhara.
མ	ma	wts_35_51	689	14	4	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	པདྨ་གཙུག་ཕུད་མ་ padina gtsug phud ma npr.
མ	ma	wts_35_51	731	16	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	"དཔལ་གྱི་འདབ་མ་ dpal gyi ""dab ma Bez. für Lo-"
མ	ma	wts_35_51	732	38	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	དཔལ་གྱི་ལོ་མ་ dpal gyi lo ma Tkäasina ri.
མ	ma	wts_35_51	733	6	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	དཔལ་སྒྲོལ་མ་ཆེན་མོ་ dpal sgrol ma chen mo npr. ann Erscheinunesform der
མ	ma	wts_35_51	734	54	5	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	དཔལ་ལྡན་ཆོས་འཇོམ་མ་ dpal ldan chos jom ma
མ	ma	wts_35_51	734	63	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	དཔལ་ལྡན་རེ་མ་ཛུ་ dpal ldan re ma dzu und dpal
མ	ma	wts_35_51	741	47	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕུང་པའི་འདབ་མ་ dpuṅ pa'i 'dab ma Bez. für
མ	ma	wts_35_51	746	41	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	དཔེ་མེད་མ་ dpe med ma
མ	ma	wts_35_51	746	76	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	དཔེ་མེད་མ་ dpe med ma npr. eine Königin,
མ	ma	wts_35_51	757	1	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	དཔྱད་མཚམས་ཁྲ་མ་ dpyad mtshams khra ma
མ	ma	wts_35_51	759	23	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	དཔྱིད་ཐ་མ་ dpyid tha ma ldpyid zla tha chuṅ.
མ	ma	wts_35_51	759	63	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	དཔྱིད་ལྡན་མ་ dpyid ldan ma npr. die Toch-
མ	ma	wts_35_51	765	21	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤ་མ་ spa ma Wacholder, Wacholderstrauch.
མ	ma	wts_35_51	770	1	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤང་མ་ spaṅ ma
མ	ma	wts_35_51	770	11	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤང་མ་ spaṅ ma blauer Vitriol, Kupfersulfat.
མ	ma	wts_35_51	773	62	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤངས་མ་ spaṅs ma Tspan ma.
མ	ma	wts_35_51	775	60	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤར་མ་ spar ma Kurzf. spar eine Gruppe von
མ	ma	wts_35_51	791	69	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤེལ་མ་ spel ma eine aus Prosa und Versen ge-
མ	ma	wts_35_51	794	7	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྲོག་མ་ spog ma ein Gefäß.
མ	ma	wts_35_51	802	27	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤོས་དྲི་སྣང་མ་ spos dri snari ma wohlriechend.
མ	ma	wts_35_51	802	31	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	tibetan_proper_name	probable_alignment	probable_span	སྤོས་ལྡན་མ་ spos ldan ma npr. eine tantrische
མ	ma	wts_35_51	812	64	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྨན་མ་ spyan ma Tspyan
མ	ma	wts_35_51	824	46	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྱི་མ་ spyi ma
མ	ma	wts_35_51	824	75	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྲི་མ་ spyi ma cin feinstofflicher Kanal im
མ	ma	wts_35_51	845	75	4	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྲིན་གྱི་ལྕུག་མ་ sprin gyi leug ma Bez. für Blitz.
མ	ma	wts_35_51	850	1	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྲུག་མ་ sprug ma
མ	ma	wts_35_51	850	32	2	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	སྤྲུག་མ་ sprag ma Mischung; —r byed vermi-
མ	ma	wts_35_51	854	47	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	སྤྲུལ་པའི་མ་མོ་ sprul pa'i ma mo
མ	ma	wts_35_51	869	22	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕ་དང་མ་ pha daṅ ma lpha ma.
མ	ma	wts_35_51	871	24	3	historical_pre_campaign_unattributed	not_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	probable_alignment	probable_span	ཕྭ་བླ་མ་ pba bla ma geistlicher Lehrer,
མ	ma	wts_35_51	889	68	3	historical_pre_campaign_unattributed	foreign_domain	full_token_independent_canonical	tibetan_proper_name	secure_positional_alignment	secure_complete_span	ཕན་བྱེད་མ་ phan byed ma npr. eine Gottheit
མ	ma	wts_35_51	908	11	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕུག་མ་ phug ma Inneres.
མ	ma	wts_35_51	912	45	4	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕུང་པོ་ལྷག་མ་་ phuṅ po lhag ma
མ	ma	wts_35_51	920	4	2	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕུབ་མ་ phub ma Y'phub
མ	ma	wts_35_51	920	39	3	historical_pre_campaign_unattributed	independent_teaching_evidence	full_token_independent_canonical	ordinary_tibetan_lexical_or_compound	secure_positional_alignment	secure_complete_span	ཕུར་འདེབས་མ་ phur 'debs ma
