reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_nasal_upgrade	snin	sñiñ	1	1	wts_35_51:164:38	spran mo Zig la snin tshim bya mi dgos —
alternate_witness_google_loc_velar_nasal_upgrade	sañ	saṅ	1	1	wts_35_51:164:65	1: 297,3); den sañ phal ches ... nom chos su
alternate_witness_google_loc_nasal_upgrade	khuns	khuṅs	1	1	wts_35_51:166:5	(KunK 26,8); yig cha la ma bkod pa dan khuns
alternate_witness_google_loc_nasal_upgrade	skyon	skyoṅ	1	1	wts_35_51:166:24	"(MTH3/5/13 4); ""dzin skyon dka' bar yod"
alternate_witness_google_loc_nasal_upgrade	gsin	gsiñ	1	1	wts_35_51:166:59	ne'u gsin mmanis ni glogs / — dag m brtib bo
alternate_witness_google_loc_fricative_upgrade	sid	śid	1	1	wts_35_51:171:11	འདུར་ཤེད་ dur sid Totenzeremonie.
alternate_witness_google_loc_nasal_upgrade	mons	moṅs	1	1	wts_35_51:171:61	"ren"" (Glr 23,14); chos ñon mons ~ ba thabs"
alternate_witness_google_loc_nasal_upgrade	nis	ñis	1	1	wts_35_51:175:10	ba la slob ma nis ston brgyad breya tsam —
alternate_witness_google_loc_nasal_upgrade	sans	sañs	1	1	wts_35_51:175:12	"mengekommen"" (Debm 2062); sans rgyas"
alternate_witness_initial_i_to_l_translit	Ihar	lhar	1	1	wts_35_51:175:67	40,3); de 0/7/5 dan — pa las Ihar bcas dan /
alternate_witness_google_loc_fricative_upgrade	gzen	gźen	1	1	wts_35_51:181:75	"bgyid la gzen skul — (metr.) ""du drängst die"
alternate_witness_google_loc_fricative_upgrade	bzen	bźen	1	1	wts_35_51:181:77	"bzen (r. gźen) skul ~ mkhas $in (metr.) ""die,"
alternate_witness_google_loc_fricative_upgrade	sags	śags	1	1	wts_35_51:181:86	"den"" (Debm 3939); chos kyi brtsod pa'! sags"
alternate_witness_google_loc_nasal_upgrade	kan	kaṅ	1	1	wts_35_51:182:17	(MTH3/5/27 27); gśsin rje ki kan dmar nag
alternate_witness_google_loc_fricative_upgrade	bsol	bśol	1	1	wts_35_51:182:93	"prägt wurden"" (Mil 131,28); bsol — pa dan"
alternate_witness_google_loc_nasal_upgrade	gduns	gduṅs	1	1	wts_35_51:189:71	"Ihag par gduns par gyur nas ""sie wurden von"
alternate_witness_google_loc_nasal_upgrade	lin	liñ	1	1	wts_35_51:190:26	ma ti 'gu lin sogs / dug Ina'i dban gyur gro
alternate_witness_initial_i_to_l_translit	Ina'i	lṅa’i	1	1	wts_35_51:190:26	ma ti 'gu lin sogs / dug Ina'i dban gyur gro
alternate_witness_google_loc_nasal_upgrade	non	ñon	1	1	wts_35_51:191:84	"pa' non mons ""Befleckungen, die auf der"
alternate_witness_google_loc_nasal_upgrade	brduns	brduṅs	1	1	wts_35_51:193:1	འདོད་བརྡུངས་ [( brduns
alternate_witness_initial_i_to_l_translit	Ihun	lhuṅ	1	1	wts_35_51:193:48	"— nid Ihun bgyis (metr.) ""du hast das Ver-"
alternate_witness_google_loc_fricative_upgrade	zen	źen	1	1	wts_35_51:195:30	འདོད་པ་ལ་ཞེན་པ་ 'dod pa la zen pa auch 'dod Zen
alternate_witness_google_loc_nasal_upgrade	bsgyins	bsgyiṅs	1	1	wts_35_51:199:5	can ches cher 'dar ba'i ~i rnam par bsgyins
alternate_witness_google_loc_fricative_upgrade	bsos	bśos	1	1	wts_35_51:199:14	skyems dan bsos gtsan gis / kon tse — ...
alternate_witness_google_loc_nasal_upgrade	khun	khuṅ	1	1	wts_35_51:199:77	"sel"" (dPe 266,16); gser khun gtin rin nas gser"
alternate_witness_google_loc_nasal_upgrade	gtin	gtiṅ	1	1	wts_35_51:199:77	"sel"" (dPe 266,16); gser khun gtin rin nas gser"
alternate_witness_google_loc_nasal_upgrade	bcins	bciṅs	1	1	wts_35_51:199:80	ma yin rnams la bcins pa dan / brdeg / mig
alternate_witness_google_loc_nasal_upgrade	khon	khoṅ	1	1	wts_35_51:199:83	"wurden"" (Glr 133,23); khon gsum gyi Sed na"
alternate_witness_citation_siglum	Bhukkh	BhuKkh	1	1	wts_35_51:201:8	"ten sollen"" (Bhukkh 136,14); ñams pa sor"
alternate_witness_google_loc_nasal_upgrade	btun	btuṅ	1	1	wts_35_51:201:14	Lex. — pa = bza' btun (TTC).
alternate_witness_google_loc_velar_nasal_upgrade	khañ	khaṅ	1	1	wts_35_51:201:41	"fe [ragt]"" (K1 kha 3 132); gtsug lag khañ nas ~"
alternate_witness_google_loc_nasal_upgrade	rna	rṅa	1	1	wts_35_51:201:66	"30,4); sp med rna ma — dgu (metr.) ""einer"
alternate_witness_google_loc_nasal_upgrade	nag	ñag	1	1	wts_35_51:203:29	"~~ rgyu = gdam nag — mkhan gyis — rgyu ""ei-"
alternate_witness_google_loc_nasal_upgrade	mtshuns	mtshuṅs	1	1	wts_35_51:203:79	nub phyogs bram ze — mtshuns (metr.)
alternate_witness_google_loc_nasal_upgrade	brin	briṅ	1	1	wts_35_51:204:75	Zani lon fa 'brin du bro — — ba...
alternate_witness_google_loc_nasal_upgrade	gnan	gnañ	1	1	wts_35_51:204:76	"bdun gyis de Itar dbu sun / gnan 770 ""Ari-"
alternate_witness_google_loc_nasal_upgrade	namsu	ñamsu	1	1	wts_35_51:205:46	bka' lun dan — bar rje blas dka['] dgu namsu
alternate_witness_hyphenated_initial_i_to_l_translit	Ide-brtsan	lde-brtsan	1	1	wts_35_51:205:51	"myi — ste ""Khri-sron Ide-brtsan persönlich"
alternate_witness_google_loc_nasal_upgrade	sbran	sbraṅ	1	1	wts_35_51:205:57	"ga sbran bu dan 'dra' ste ""deine Soldaten"
alternate_witness_google_loc_fricative_upgrade	bKth-Z	bKth-Ź	1	1	wts_35_51:206:40	"klarem Wasser"" (bKth-Z 597,6); ci yañ mi"
alternate_witness_google_loc_fricative_upgrade	sa'i	śa'i	1	1	wts_35_51:206:44	"ähnlich war"" (Glr 163,12); ku sa'i rtse mo"
alternate_witness_google_loc_velar_nasal_upgrade	rañ	raṅ	1	1	wts_35_51:206:91	"nicht gibt"" (Glr 51,13); da rañ bla mas khyod"
alternate_witness_google_loc_velar_nasal_upgrade	sñom	sṅom	1	1	wts_35_51:209:39	"sñom pa ""gleich in Höhe und Menge usw."""
alternate_witness_google_loc_fricative_upgrade	bsegs	bśegs	1	1	wts_35_51:217:39	dmag dpon byas pa'i sdig bsegs (r. bsags) su
alternate_witness_google_loc_fricative_upgrade	bsags	bśags	1	1	wts_35_51:217:39	dmag dpon byas pa'i sdig bsegs (r. bsags) su
alternate_witness_google_loc_nasal_upgrade	phrin	phriṅ	1	1	wts_35_51:218:12	thun tshad kyan dan po sale 'od 'phrin skor
alternate_witness_citation_siglum	L$dz-K	Lśdz-K	1	1	wts_35_51:218:22	"führte"" (L$dz-K 204,19)."
alternate_witness_google_loc_nasal_upgrade	rlun	rluṅ	1	1	wts_35_51:221:63	rtsa ~~ rlun 'chun thig le ran dban thob (metr.)
alternate_witness_google_loc_nasal_upgrade	rDar-rdzon	rDar-rdzoṅ	1	1	wts_35_51:222:68	Eingabe] beim rDar-rdzon wurde dir ein Er-
alternate_witness_google_loc_nasal_upgrade	zans	zaṅs	1	1	wts_35_51:223:23	30,12); — gser dl zans ... bru'i ba mdzod
alternate_witness_initial_i_to_l_translit	Ilhags	lhags	1	1	wts_35_51:225:25	cad ni zer gyi ?77//7 (r. —) tsam du Ilhags
alternate_witness_google_loc_nasal_upgrade	chin	chiṅ	1	1	wts_35_51:228:59	"chin dañ ~pa dag / bgyid pa (metr.) ""Wei-"
alternate_witness_google_loc_nasal_upgrade	snar	sṅar	1	1	wts_35_51:237:15	snar ra lo ston pa'i bla ma — la dgons rtags Zus
alternate_witness_google_loc_nasal_upgrade	sron	sroṅ	1	1	wts_35_51:241:56	"Zal no me sron (g)nas kyi (r. kye) "" bka'"
alternate_witness_google_loc_nasal_upgrade	kon-bstun	koṅ-bstun	1	1	wts_35_51:241:77	btsun bde-mo bzw. Kon-po'i kon-bstun de-
alternate_witness_google_loc_nasal_upgrade	dbyins	dbyiṅs	1	1	wts_35_51:242:16	རྡོ་རྗེ་དབྱིངས་ rdo rje dbyins.
alternate_witness_google_loc_nasal_upgrade	bzens	bzeṅs	1	1	wts_35_51:242:24	pre 'dun 7750 dan — kyi gtsug lag khani bzens
alternate_witness_google_loc_velar_nasal_upgrade	mñon	mṅon	1	1	wts_35_51:243:13	"schützen"" (Hev 2.4.90d); + rten mñon par"
alternate_witness_google_loc_nasal_upgrade	gsun	gsuṅ	1	1	wts_35_51:243:68	rdo rje gsun dbyans
alternate_witness_google_loc_nasal_upgrade	krun	kruṅ	1	1	wts_35_51:243:75	rdo rje'i skyil krun eine Sitzhal-
alternate_witness_google_loc_fricative_upgrade	patrasaileya	patraśaileya	1	1	wts_35_51:245:59	"(metr.) ""rdo dreg lo ma (skt. patrasaileya),"
