volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	headword_domain_status	headword_domain_evidence	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_35_51	502	1	2	བྱོན	byon	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་བྱོན་ gnam byon
wts_35_51	502	7	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་བྱོན་ gnam byon Bez. für Gebiete, die nur
wts_35_51	502	7	2	བྱོན	byon	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་བྱོན་ gnam byon Bez. für Gebiete, die nur
wts_35_51	502	11	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འབབ་ gnam bab Regen, Regenschauer.
wts_35_51	502	11	2	འབབ	bab	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འབབ་ gnam bab Regen, Regenschauer.
wts_35_51	502	17	1	མ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	7	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྲལ་ gnam sbal ""Himmelsfrosch"", Bez."
wts_35_51	502	17	2	སྲལ	sbal	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྲལ་ gnam sbal ""Himmelsfrosch"", Bez."
wts_35_51	502	23	1	གནམ	gram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	tibetan_proper_name	definition_label:npr	11	15	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་སྦྱོར་ gram sbyor npr. ein Erdherr, vgl.
wts_35_51	502	23	2	སྦྱོར	sbyor	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	tibetan_proper_name	definition_label:npr	16	21	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་སྦྱོར་ gram sbyor npr. ein Erdherr, vgl.
wts_35_51	502	25	1	གནམ	gram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	13	17	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་མུག་མུག་ gram mug mug npr. die Mutter
wts_35_51	502	25	2	མུག	mug	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	18	21	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་མུག་མུག་ gram mug mug npr. die Mutter
wts_35_51	502	25	3	མུག	mug	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	22	25	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་མུག་མུག་ gram mug mug npr. die Mutter
wts_35_51	502	32	1	གནམ	gram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་སྨན་ gram sman.
wts_35_51	502	32	2	སྨན	sman	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	14	18	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་སྨན་ gram sman.
wts_35_51	502	40	1	གནམ	gram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཟེར་ gram gzer
wts_35_51	502	40	2	གཟེར	gzer	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	15	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཟེར་ gram gzer
wts_35_51	503	1	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འོག་ gnam og
wts_35_51	503	1	2	འོག	og	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	14	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འོག་ gnam og
wts_35_51	503	9	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	9	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འོག་ gnam og Bez. für Menschen.
wts_35_51	503	9	2	འོག	og	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་འོག་ gnam og Bez. für Menschen.
wts_35_51	503	12	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ཡས་ gnam yas Innenhof.
wts_35_51	503	12	2	ཡས	yas	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ཡས་ gnam yas Innenhof.
wts_35_51	503	18	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	17	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་རི་སྲོང་བཙན་ gnam ri sroṅ bisan Kurzf.
wts_35_51	503	18	2	རི	ri	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	22	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་རི་སྲོང་བཙན་ gnam ri sroṅ bisan Kurzf.
wts_35_51	503	18	3	སྲོང	sroṅ	transcription_integrity_pass	yes	no	sufficient	pass			secure_reviewed_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	25	29	 	 	token_boundary_secure	ང:ṅ	ṅ		sroṅ	reviewed_same_tibetan_target_final_nasal_only	ordinary_tibetan_lexical_or_compound	none	no	གནམ་རི་སྲོང་བཙན་ gnam ri sroṅ bisan Kurzf.
wts_35_51	503	18	4	བཙན	bisan	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	30	35	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་རི་སྲོང་བཙན་ gnam ri sroṅ bisan Kurzf.
wts_35_51	503	45	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་རུ་ gnam ru.
wts_35_51	503	45	2	རུ	ru	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	13	15	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་རུ་ gnam ru.
wts_35_51	503	70	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	11	15	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་རུ་ཆེ་ gnam ru che npr. ein Gebiet im
wts_35_51	503	70	2	རུ	ru	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	16	18	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་རུ་ཆེ་ gnam ru che npr. ein Gebiet im
wts_35_51	503	70	3	ཆེ	che	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	tibetan_proper_name	definition_label:npr	19	22	 	 	token_boundary_secure						tibetan_proper_name	none	no	གནམ་རུ་ཆེ་ gnam ru che npr. ein Gebiet im
wts_35_51	503	79	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལངས་པ་ gnam laṅs pa Tagesanbruch,
wts_35_51	503	79	2	ལངས	laṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	16	20	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལངས་པ་ gnam laṅs pa Tagesanbruch,
wts_35_51	503	79	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	21	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལངས་པ་ gnam laṅs pa Tagesanbruch,
wts_35_51	503	82	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལོ་ gnam lo das laufende Jahr; vgl.
wts_35_51	503	82	2	ལོ	lo	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལོ་ gnam lo das laufende Jahr; vgl.
wts_35_51	504	1	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཤིས་ gnam gsis
wts_35_51	504	1	2	གཤིས	gsis	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	15	19	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཤིས་ gnam gsis
wts_35_51	504	20	1	གནམ	ggram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཤིས་ ggram Wetter.
wts_35_51	504	20	2	གཤིས	Wetter	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	16	22	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་གཤིས་ ggram Wetter.
wts_35_51	504	23	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	7	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ས་ gnam sa Himmel und Erde.
wts_35_51	504	23	2	ས	sa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ས་ gnam sa Himmel und Erde.
wts_35_51	504	43	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	16	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gnam lha byaṅ chub
wts_35_51	504	43	2	ལྷ	lha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gnam lha byaṅ chub
wts_35_51	504	43	3	བྱང	byaṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	25	29	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gnam lha byaṅ chub
wts_35_51	504	43	4	ཆུབ	chub	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	30	34	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gnam lha byaṅ chub
wts_35_51	504	56	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་བདག་ gnam sa' bdag ""Herr von"
wts_35_51	504	56	2	སའི	sa'	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	18	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་བདག་ gnam sa' bdag ""Herr von"
wts_35_51	504	56	3	བདག	bdag	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	22	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་བདག་ gnam sa' bdag ""Herr von"
wts_35_51	504	62	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་ཟུར་ gnam sa'i zur ""Rand von Him-"
wts_35_51	504	62	2	སའི	sa'i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	18	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་ཟུར་ gnam sa'i zur ""Rand von Him-"
wts_35_51	504	62	3	ཟུར	zur	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	23	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་སའི་ཟུར་ gnam sa'i zur ""Rand von Him-"
wts_35_51	504	68	1	གནམ	guam	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་སྲི་གལ་ guam sri gal auch gnam sri gel
wts_35_51	504	68	2	སྲི	sri	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	17	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་སྲི་གལ་ guam sri gal auch gnam sri gel
wts_35_51	504	68	3	གལ	gal	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་སྲི་གལ་ guam sri gal auch gnam sri gel
wts_35_51	504	71	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	8	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་ gnam lha Tgnam gi lha.
wts_35_51	504	71	2	ལྷ	lha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་ gnam lha Tgnam gi lha.
wts_35_51	504	72	1	གནམ	gnam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	15	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་དཀར་པོ་ gnam lha dkar po.
wts_35_51	504	72	2	ལྷ	lha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	20	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་དཀར་པོ་ gnam lha dkar po.
wts_35_51	504	72	3	དཀར	dkar	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	24	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་དཀར་པོ་ gnam lha dkar po.
wts_35_51	504	72	4	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	29	31	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་དཀར་པོ་ gnam lha dkar po.
wts_35_51	504	78	1	གནམ	gran	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	16	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gran Iba byani chub.
wts_35_51	504	78	2	ལྷ	Iba	marker_or_damage	no	no	none	blocked			marker_or_damage	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	21	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	yes	གནམ་ལྷ་བྱང་ཆུབ་ gran Iba byani chub.
wts_35_51	504	78	3	བྱང	byani	final_feature_mismatch_only	no	yes	partial	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	25	30	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gran Iba byani chub.
wts_35_51	504	78	4	ཆུབ	chub	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	31	35	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནམ་ལྷ་བྱང་ཆུབ་ gran Iba byani chub.
wts_35_51	505	1	1	གནམ	gram	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	20	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་ལྷ་བྱང་སྨན་་ ""་ gram lba byaṅ sman"
wts_35_51	505	1	2	ལྷ	lba	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	25	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་ལྷ་བྱང་སྨན་་ ""་ gram lba byaṅ sman"
wts_35_51	505	1	3	བྱང	byaṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_reviewed_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	29	33	 	 	token_boundary_secure	ང:ṅ	ṅ		byaṅ	reviewed_tibetan_exact_final_ng_consensus	ordinary_tibetan_lexical_or_compound	none	no	"གནམ་ལྷ་བྱང་སྨན་་ ""་ gram lba byaṅ sman"
wts_35_51	505	1	4	སྨན	sman	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	34	38	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནམ་ལྷ་བྱང་སྨན་་ ""་ gram lba byaṅ sman"
wts_35_51	505	8	1	གནའ	gna'	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	5	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནའ་ gna' früher, vorig, ursprünglich; in alter
wts_35_51	506	1	1	གནའ	ga	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནའ་མ་ ga ""ma"
wts_35_51	506	1	2	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	11	13	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནའ་མ་ ga ""ma"
wts_35_51	506	11	1	གནའ	ga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནའ་སྲོལ་ ga srol Kurzf. für gna' bo' srol
wts_35_51	506	11	2	སྲོལ	srol	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནའ་སྲོལ་ ga srol Kurzf. für gna' bo' srol
wts_35_51	506	19	1	གནའི	gna	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནའི་རབས་ gna rabs eine Erzāhlung aus der
wts_35_51	506	19	2	རབས	rabs	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	ordinary_tibetan_lexical_or_compound	line_zone:headword_line	14	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནའི་རབས་ gna rabs eine Erzāhlung aus der
wts_35_51	506	22	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas.
wts_35_51	506	45	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	507	1	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	507	48	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	508	1	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	508	48	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	509	1	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	509	48	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	510	1	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	510	48	1	གནས	'gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	5	10	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	གནས་ 'gnas
wts_35_51	511	1	1	གནས	gnas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	ordinary_tibetan_lexical_or_compound	line_zone:tibetan_only	6	10	""""		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"གནས་ ""gnas"
